TimeStamp;30-Т масла откачки;31-Т слива масла из турбины;32-Т масла вх ГТД;33-Т ТГ до СК;34-Р масла нагнетания;35-Р масла откачки;36-Р за ОК 1;37-Р за ОК 2;38-Р ТГ перед ДГ;39-Вибрация ГГ;40-Вибрация СТ;41-% ДГ;42-Контроль ДГ;43-N РНД (Расч);44-N РВД (Расч);45-N РСТ (Расч);46 Т-возд вх ГГ (Расч);47-P возд за ГГ (расч);48-N РНД прив;49-N РВД прив;50-Т за ТНД макс;51-% НА КВД;52-% КПВ
18:23:40.584;27.527;35.071;42.339;21.788;263.112;181.235;171.287;171.060;3048.204;2.114;0.622;12.347;12.267;3523.821;8902.305;1253.177;-11.305;172.023;3696.838;9336.170;404.559;7.564;5.273
18:23:40.604;27.527;35.079;42.339;21.788;263.112;181.235;171.982;170.365;3047.720;2.119;0.622;12.347;12.276;3522.673;8903.614;1253.308;-11.308;171.174;3695.628;9336.346;404.559;7.711;5.331
18:23:40.624;27.527;35.071;42.339;21.788;263.112;181.235;168.892;170.365;3046.243;2.119;0.619;12.350;12.276;3522.673;8903.614;1253.308;-11.310;171.174;3694.445;9337.771;404.626;7.767;5.331
18:23:40.644;27.527;35.079;42.339;21.788;263.112;181.235;168.892;171.910;3042.847;2.124;0.622;12.347;12.276;3526.610;8904.249;1253.450;-11.311;169.628;3694.456;9337.798;404.660;7.767;5.331
18:23:40.664;27.527;35.083;42.339;21.788;263.112;181.235;171.055;170.983;3041.149;2.126;0.622;12.347;12.276;3522.292;8904.870;1253.519;-11.311;170.401;3698.589;9338.476;404.676;7.592;5.145
18:23:40.686;27.527;35.083;42.339;21.788;263.112;181.235;171.055;170.983;3041.149;2.126;0.622;12.347;12.276;3522.292;8904.870;1253.519;-11.311;170.401;3698.589;9338.476;404.676;7.592;5.145
18:23:40.705;27.552;35.092;42.357;21.788;263.176;181.149;169.355;170.983;3033.565;2.126;0.622;12.350;12.276;3528.311;8905.329;1253.588;-11.311;171.019;3694.064;9339.134;404.684;7.539;5.145
18:23:40.726;27.552;35.101;42.357;21.788;263.176;181.149;169.355;174.074;3035.087;2.133;0.622;12.350;12.282;3528.483;8905.753;1253.658;-11.305;170.169;3700.377;9339.618;404.689;7.539;5.286
18:23:40.744;27.552;35.105;42.357;21.788;263.176;181.149;171.750;172.065;3035.848;2.128;0.622;12.350;12.279;3526.713;8906.423;1253.699;-11.303;171.714;3700.517;9339.961;404.691;7.564;5.306
18:23:40.765;27.552;35.107;42.357;21.788;263.176;181.149;170.051;172.065;3034.560;2.128;0.619;12.353;12.279;3527.801;8907.320;1253.860;-11.301;171.908;3698.641;9340.612;404.692;7.739;5.306
18:23:40.787;27.564;35.109;42.366;21.788;263.255;181.449;170.051;170.983;3031.260;2.124;0.622;12.350;12.276;3527.801;8907.320;1253.860;-11.300;171.058;3699.772;9341.528;404.809;7.739;5.256
18:23:40.807;27.564;35.109;42.366;21.788;263.255;181.449;170.592;170.442;3029.609;2.121;0.622;12.350;12.282;3527.134;8908.085;1253.992;-11.300;170.517;3699.767;9341.516;404.868;7.611;5.253
18:23:40.825;27.564;35.109;42.366;21.788;263.255;181.449;171.673;170.442;3026.560;2.121;0.619;12.347;12.282;3528.800;8908.361;1254.033;-11.300;170.517;3699.064;9342.310;404.898;7.667;5.253
18:23:40.845;27.564;35.102;42.366;21.788;263.255;181.449;171.673;172.451;3023.428;2.119;0.622;12.347;12.282;3529.023;8909.315;1254.125;-11.300;171.058;3700.811;9342.598;404.912;7.667;5.253
18:23:40.865;27.564;35.098;42.366;21.788;263.255;181.449;171.596;165.575;3021.863;2.121;0.622;12.347;12.276;3528.559;8909.626;1254.189;-11.300;172.062;3701.044;9343.597;404.920;7.597;5.253
18:23:40.885;27.606;35.096;42.383;21.788;263.368;182.452;172.523;165.575;3017.682;2.121;0.622;12.347;12.276;3528.803;8909.896;1254.247;-11.300;168.585;3700.557;9343.922;404.923;7.542;5.253
18:23:40.904;27.606;35.095;42.383;21.788;263.368;182.452;172.523;165.575;3015.591;2.121;0.622;12.347;12.276;3529.174;8910.262;1254.310;-11.300;169.049;3700.813;9344.204;405.042;7.542;5.253
18:23:40.924;27.606;35.099;42.383;21.788;263.368;182.452;172.523;172.219;3013.990;2.126;0.622;12.350;12.276;3529.174;8910.262;1254.310;-11.300;169.049;3701.202;9344.588;405.102;7.542;5.234
18:23:40.944;27.606;35.100;42.383;21.788;263.368;182.452;170.669;171.756;3013.189;2.131;0.622;12.350;12.282;3529.728;8910.748;1254.370;-11.300;172.371;3701.202;9344.588;405.132;7.770;5.275
18:23:40.964;27.606;35.101;42.383;21.788;263.368;182.452;169.433;171.756;3010.132;2.131;0.622;12.347;12.282;3531.035;8911.222;1254.486;-11.300;171.212;3701.782;9345.098;405.146;7.628;5.275
18:23:40.985;27.626;35.109;42.391;21.788;263.434;183.268;169.433;171.060;3006.317;2.136;0.624;12.350;12.270;3531.035;8911.222;1254.486;-11.300;170.594;3703.154;9345.594;405.363;7.628;5.278
18:23:41.005;27.626;35.113;42.391;21.788;263.434;183.268;170.901;170.906;3004.410;2.138;0.624;12.350;12.254;3531.098;8911.316;1254.604;-11.300;170.246;3703.154;9345.594;405.471;7.597;5.250
18:23:41.025;27.626;35.119;42.391;21.788;263.434;183.268;170.901;170.906;3001.232;2.138;0.624;12.350;12.254;3531.098;8911.316;1254.629;-11.300;170.903;3703.219;9345.693;405.633;7.567;5.250
18:23:41.045;27.626;35.122;42.391;21.788;263.434;183.268;170.669;171.447;2999.086;2.140;0.624;12.350;12.257;3529.397;8912.351;1254.683;-11.300;170.903;3703.219;9345.693;405.715;7.567;5.253
18:23:41.065;27.626;35.124;42.391;21.788;263.434;183.268;165.183;167.893;2998.014;2.136;0.624;12.350;12.236;3530.880;8912.033;1254.765;-11.300;171.058;3701.436;9346.778;405.755;7.625;5.339
18:23:41.085;27.637;35.132;42.395;21.788;263.449;183.343;169.124;167.893;2994.635;2.136;0.624;12.347;12.236;3531.403;8912.223;1254.811;-11.300;166.538;3702.990;9346.445;405.775;7.653;5.339
18:23:41.104;27.637;35.136;42.395;21.788;263.449;183.343;169.124;167.893;2992.946;2.136;0.624;12.347;12.236;3531.656;8913.251;1254.840;-11.300;168.508;3703.539;9346.644;405.786;7.653;5.339
18:23:41.124;27.637;35.142;42.395;21.788;263.449;183.343;169.124;172.374;2988.642;2.138;0.626;12.350;12.230;3531.656;8913.251;1254.840;-11.300;168.508;3703.804;9347.723;405.791;7.653;5.309
18:23:41.144;27.637;35.145;42.395;21.788;263.449;183.343;171.287;168.665;2986.489;2.131;0.626;12.350;12.251;3532.489;8913.176;1254.913;-11.300;170.749;3703.804;9347.723;405.793;7.595;5.334
18:23:41.165;27.637;35.155;42.395;21.788;263.449;183.343;169.433;168.665;2983.127;2.131;0.629;12.353;12.251;3532.231;8913.332;1255.008;-11.300;169.976;3704.678;9347.644;405.794;7.650;5.334
18:23:41.185;27.637;35.159;42.395;21.788;263.449;183.343;169.433;171.292;2978.604;2.133;0.626;12.350;12.223;3532.231;8913.332;1255.008;-11.300;169.049;3704.408;9347.808;405.795;7.650;5.278
18:23:41.204;27.689;35.161;42.421;21.788;263.437;183.083;170.592;169.515;2976.342;2.133;0.626;12.350;12.233;3532.478;8913.616;1255.098;-11.300;170.362;3704.408;9347.808;405.795;7.647;5.253
18:23:41.224;27.689;35.174;42.421;21.788;263.437;183.083;170.592;169.515;2973.234;2.133;0.624;12.350;12.233;3532.478;8913.616;1255.098;-11.300;170.053;3704.667;9348.105;405.887;7.750;5.253
18:23:41.244;27.689;35.184;42.421;21.788;263.437;183.083;171.982;173.687;2965.625;2.140;0.629;12.347;12.248;3531.878;8914.388;1255.158;-11.300;170.053;3704.667;9348.105;405.933;7.750;5.256
18:23:41.264;27.689;35.190;42.421;21.788;263.437;183.083;172.678;171.447;2961.820;2.143;0.629;12.347;12.230;3532.722;8914.015;1255.212;-11.300;172.835;3704.038;9348.914;405.956;7.653;5.250
18:23:41.285;27.689;35.190;42.421;21.788;263.437;183.083;172.678;171.447;2961.820;2.143;0.629;12.347;12.230;3532.722;8914.015;1255.212;-11.300;172.835;3704.038;9348.914;405.956;7.653;5.250
18:23:41.306;27.715;35.192;42.434;21.788;263.441;183.009;172.678;171.447;2960.968;2.143;0.633;12.350;12.230;3532.742;8914.177;1255.233;-11.300;172.062;3704.923;9348.523;405.968;7.792;5.250
18:23:41.325;27.715;35.201;42.434;21.788;263.441;183.009;169.896;170.674;2958.998;2.143;0.633;12.350;12.236;3533.619;8914.536;1255.276;-11.300;172.062;3704.943;9348.693;405.974;7.792;5.250
18:23:41.344;27.715;35.206;42.434;21.788;263.441;183.009;168.815;171.138;2958.012;2.140;0.633;12.350;12.251;3534.468;8914.407;1255.308;-11.300;170.285;3705.863;9349.070;405.976;7.686;5.334
18:23:41.364;27.715;35.212;42.434;21.788;263.441;183.009;169.510;171.138;2954.554;2.140;0.631;12.350;12.251;3532.783;8914.523;1255.356;-11.305;169.976;3706.754;9348.935;405.978;7.703;5.334
18:23:41.386;27.715;35.215;42.434;21.788;263.441;183.009;169.510;171.138;2952.824;2.140;0.631;12.350;12.251;3532.783;8914.523;1255.356;-11.308;170.324;3705.027;9349.160;406.062;7.703;5.334
18:23:41.405;27.728;35.216;42.440;21.788;263.415;182.713;169.510;171.447;2948.932;2.140;0.631;12.350;12.264;3532.783;8914.523;1255.356;-11.310;170.324;3705.048;9349.212;406.104;7.703;5.306
18:23:41.427;27.728;35.225;42.440;21.788;263.415;182.713;170.746;169.979;2946.554;2.140;0.629;12.350;12.264;3531.585;8914.875;1255.390;-11.311;170.478;3705.059;9349.238;406.125;7.692;5.359
18:23:41.447;27.728;35.241;42.440;21.788;263.415;182.713;160.007;167.429;2941.842;2.140;0.629;12.347;12.273;3530.534;8914.401;1255.418;-11.311;170.362;3703.807;9349.620;406.136;7.692;5.334
18:23:41.466;27.728;35.248;42.440;21.788;263.415;182.713;169.510;171.524;2939.487;2.140;0.629;12.347;12.282;3531.526;8914.510;1255.420;-11.311;163.718;3702.707;9349.130;406.141;7.767;5.384
18:23:41.488;27.735;35.252;42.467;21.788;263.374;181.952;169.510;171.524;2938.309;2.140;0.629;12.347;12.282;3532.370;8914.266;1255.433;-11.311;170.517;3703.749;9349.247;406.144;7.767;5.384
18:23:41.504;27.735;35.258;42.467;21.788;263.374;181.952;169.510;171.524;2935.063;2.140;0.631;12.353;12.282;3532.370;8914.266;1255.433;-11.311;170.517;3704.635;9348.992;406.145;7.767;5.384
18:23:41.524;27.735;35.265;42.467;21.788;263.374;181.952;168.428;171.369;2930.475;2.138;0.633;12.350;12.291;3531.950;8914.050;1255.437;-11.311;170.517;3704.635;9348.992;406.196;7.664;5.359
18:23:41.545;27.735;35.268;42.467;21.788;263.374;181.952;171.132;167.738;2928.180;2.138;0.633;12.350;12.301;3533.394;8914.157;1255.435;-11.305;169.899;3704.195;9348.768;406.221;7.709;5.353
18:23:41.566;27.735;35.278;42.467;21.788;263.374;181.952;171.132;167.738;2924.376;2.138;0.636;12.350;12.301;3531.926;8913.784;1255.426;-11.303;169.435;3705.668;9348.776;406.234;7.709;5.353
18:23:41.584;27.773;35.283;42.481;21.788;262.844;181.452;169.278;171.988;2920.064;2.140;0.633;12.350;12.329;3531.926;8913.784;1255.426;-11.301;169.435;3704.108;9348.334;406.366;7.650;5.406
18:23:41.604;27.773;35.285;42.481;21.788;262.844;181.452;167.578;171.988;2917.909;2.140;0.633;12.350;12.322;3530.776;8913.373;1255.411;-11.300;170.633;3704.098;9348.307;406.432;7.392;5.409
18:23:41.624;27.773;35.294;42.481;21.788;262.844;181.452;167.578;169.515;2908.798;2.145;0.631;12.350;12.322;3531.210;8913.278;1255.398;-11.300;169.783;3702.887;9347.863;406.506;7.392;5.409
18:23:41.644;27.773;35.298;42.481;21.788;262.844;181.452;167.578;166.888;2908.568;2.152;0.633;12.350;12.338;3532.340;8912.953;1255.384;-11.300;168.547;3703.339;9347.757;406.543;7.570;5.514
18:23:41.664;27.773;35.301;42.481;21.788;262.844;181.452;168.737;169.438;2908.453;2.157;0.633;12.350;12.366;3531.096;8912.737;1255.371;-11.300;167.233;3704.523;9347.413;406.562;7.570;5.514
18:23:41.684;27.773;35.301;42.481;21.788;262.844;181.452;168.737;169.438;2908.453;2.157;0.633;12.350;12.366;3531.096;8912.737;1255.371;-11.300;167.233;3704.523;9347.413;406.562;7.570;5.514
18:23:41.704;27.792;35.309;42.487;21.788;261.661;180.877;168.737;169.438;2904.812;2.157;0.633;12.353;12.366;3531.340;8912.479;1255.350;-11.305;169.088;3703.218;9347.186;406.571;7.736;5.514
18:23:41.724;27.792;35.314;42.487;21.788;261.661;180.877;169.046;168.742;2900.705;2.161;0.636;12.350;12.372;3529.725;8912.256;1255.329;-11.308;169.088;3703.514;9347.018;406.576;7.736;5.565
18:23:41.744;27.792;35.316;42.487;21.788;261.661;180.877;167.424;167.120;2898.652;2.164;0.636;12.350;12.375;3530.265;8912.223;1255.329;-11.310;168.894;3701.842;9346.835;406.578;7.625;5.462
18:23:41.767;27.792;35.329;42.487;21.788;261.661;180.877;167.424;167.120;2895.215;2.164;0.631;12.350;12.375;3530.265;8911.998;1255.281;-11.311;167.272;3702.418;9346.825;406.580;7.625;5.462
18:23:41.789;27.802;35.335;42.491;21.788;260.346;179.653;167.424;167.120;2893.497;2.164;0.631;12.350;12.375;3529.842;8911.804;1255.252;-11.311;167.272;3702.423;9346.603;406.580;7.625;5.462
18:23:41.805;27.802;35.338;42.491;21.788;260.346;179.653;170.051;167.815;2889.981;2.166;0.631;12.350;12.396;3529.842;8911.804;1255.252;-11.311;167.272;3701.982;9346.405;406.580;7.394;5.384
18:23:41.825;27.802;35.340;42.491;21.788;260.346;179.653;169.278;167.815;2888.223;2.166;0.631;12.350;12.393;3528.813;8911.100;1255.184;-11.311;168.933;3701.983;9346.408;406.564;7.511;5.381
18:23:41.847;27.802;35.348;42.491;21.788;260.346;179.653;169.278;163.798;2883.513;2.166;0.631;12.347;12.393;3529.049;8910.789;1255.168;-11.311;168.547;3700.905;9345.671;406.556;7.653;5.381
18:23:41.867;27.802;35.360;42.491;21.788;260.346;179.653;166.883;169.052;2880.541;2.166;0.631;12.350;12.418;3528.641;8910.735;1255.109;-11.311;166.538;3701.152;9345.347;406.552;7.653;5.412
18:23:41.886;27.830;35.366;42.516;21.788;259.188;178.782;166.651;169.052;2879.054;2.166;0.631;12.350;12.440;3526.951;8909.938;1255.066;-11.317;167.967;3700.724;9345.291;406.549;7.472;5.542
18:23:41.904;27.830;35.369;42.516;21.788;259.188;178.782;166.651;168.511;2876.149;2.168;0.633;12.347;12.440;3527.292;8909.600;1255.048;-11.320;167.851;3698.993;9344.559;406.548;7.472;5.542
18:23:41.924;27.830;35.375;42.516;21.788;259.188;178.782;166.265;169.283;2874.696;2.173;0.633;12.347;12.455;3525.996;8908.693;1254.973;-11.321;167.581;3699.371;9344.256;406.548;7.519;5.359
18:23:41.944;27.830;35.377;42.516;21.788;259.188;178.782;167.347;169.283;2871.436;2.173;0.633;12.350;12.464;3526.528;8908.302;1254.927;-11.322;167.774;3698.022;9343.331;406.548;7.622;5.442
18:23:41.964;27.830;35.375;42.516;21.788;259.188;178.782;167.347;167.584;2869.436;2.178;0.633;12.347;12.464;3526.528;8908.302;1254.927;-11.323;168.315;3698.586;9342.934;406.548;7.622;5.442
18:23:41.986;27.830;35.375;42.516;21.788;259.188;178.782;167.347;167.584;2869.436;2.178;0.633;12.347;12.464;3526.528;8908.302;1254.927;-11.323;168.315;3698.586;9342.934;406.548;7.622;5.442
18:23:42.006;27.845;35.377;42.529;21.776;259.193;179.162;168.815;167.815;2868.435;2.176;0.636;12.347;12.483;3526.062;8907.221;1254.766;-11.323;167.465;3698.588;9342.939;406.547;7.583;5.487
18:23:42.027;27.845;35.379;42.529;21.776;259.193;179.162;162.479;167.815;2868.924;2.176;0.636;12.350;12.489;3525.433;8906.713;1254.716;-11.323;168.315;3698.101;9341.810;406.547;7.681;5.437
18:23:42.046;27.845;35.375;42.529;21.776;259.193;179.162;162.479;168.279;2868.426;2.178;0.629;12.350;12.489;3525.073;8906.207;1254.656;-11.323;165.147;3697.442;9341.278;406.497;7.681;5.437
18:23:42.065;27.845;35.374;42.529;21.776;259.193;179.162;167.810;167.274;2868.178;2.185;0.631;12.350;12.502;3526.809;8905.734;1254.597;-11.323;165.379;3697.064;9340.749;406.472;7.636;5.437
18:23:42.085;27.845;35.373;42.529;21.776;259.193;179.162;165.261;167.274;2866.818;2.185;0.631;12.350;12.480;3528.157;8906.140;1254.571;-11.323;167.542;3698.885;9340.254;406.460;7.483;5.375
18:23:42.105;27.852;35.369;42.535;21.771;258.686;180.196;165.261;167.043;2865.891;2.187;0.631;12.350;12.480;3524.654;8905.045;1254.486;-11.323;166.268;3700.300;9340.679;406.378;7.483;5.375
18:23:42.126;27.852;35.374;42.535;21.771;258.686;180.196;165.801;168.279;2867.898;2.185;0.629;12.347;12.480;3521.798;8903.903;1254.363;-11.323;166.152;3696.625;9339.530;406.337;7.795;5.275
18:23:42.146;27.852;35.377;42.535;21.771;258.686;180.196;165.801;168.279;2868.902;2.185;0.629;12.347;12.471;3521.798;8903.903;1254.363;-11.323;167.040;3693.629;9338.333;406.317;7.639;5.278
18:23:42.166;27.852;35.371;42.535;21.771;258.686;180.196;165.801;168.742;2870.208;2.183;0.626;12.350;12.471;3518.681;8903.033;1254.222;-11.323;167.040;3693.629;9338.333;406.307;7.639;5.278
18:23:42.188;27.914;35.375;42.562;21.768;257.681;180.889;169.664;164.957;2867.709;2.178;0.626;12.350;12.477;3519.726;8902.790;1254.155;-11.329;167.272;3690.361;9337.421;406.251;7.823;5.417
18:23:42.204;27.914;35.378;42.562;21.768;257.681;180.889;167.501;168.511;2866.460;2.178;0.626;12.350;12.480;3520.993;8902.210;1254.093;-11.332;167.310;3691.498;9337.270;406.149;7.650;5.439
18:23:42.224;27.914;35.394;42.562;21.768;257.681;180.889;167.501;168.511;2871.520;2.178;0.629;12.350;12.480;3520.637;8901.818;1254.026;-11.333;168.006;3692.847;9336.713;406.022;7.650;5.439
18:23:42.244;27.914;35.406;42.562;21.768;257.681;180.889;166.806;168.433;2874.049;2.178;0.624;12.347;12.474;3520.826;8901.022;1253.956;-11.334;168.006;3692.484;9336.328;405.959;7.678;5.459
18:23:42.264;27.945;35.413;42.576;21.766;257.874;181.467;167.965;168.433;2876.921;2.178;0.624;12.347;12.474;3519.086;8900.348;1253.895;-11.334;167.620;3692.687;9335.507;405.927;7.411;5.537
18:23:42.285;27.945;35.413;42.576;21.766;257.874;181.467;167.965;168.433;2876.921;2.178;0.624;12.347;12.474;3519.086;8900.348;1253.895;-11.334;167.620;3692.687;9335.507;405.927;7.411;5.537
18:23:42.305;27.945;35.416;42.576;21.766;257.874;181.467;167.965;168.433;2878.357;2.178;0.624;12.347;12.474;3519.990;8899.768;1253.826;-11.334;168.199;3690.865;9334.806;405.911;7.411;5.537
18:23:42.324;27.945;35.421;42.576;21.766;257.874;181.467;168.969;168.742;2880.743;2.178;0.624;12.350;12.480;3519.990;8899.768;1253.826;-11.334;168.199;3691.814;9334.199;405.904;7.403;5.595
18:23:42.344;27.945;35.424;42.576;21.766;257.874;181.467;166.265;168.742;2884.593;2.178;0.624;12.344;12.480;3519.687;8899.382;1253.738;-11.334;168.856;3691.815;9334.201;405.900;7.564;5.595
18:23:42.367;27.945;35.429;42.576;21.766;257.874;181.467;166.265;168.202;2890.349;2.183;0.626;12.350;12.477;3520.153;8898.397;1253.583;-11.334;167.504;3691.498;9333.798;405.898;7.564;5.512
18:23:42.386;27.945;35.431;42.576;21.766;257.874;181.467;166.265;168.202;2893.227;2.183;0.626;12.350;12.477;3516.029;8897.704;1253.511;-11.335;167.233;3691.987;9332.767;405.897;7.564;5.512
18:23:42.406;27.961;35.433;42.582;21.765;259.111;182.275;163.484;163.566;2894.666;2.178;0.626;12.350;12.464;3516.029;8897.704;1253.511;-11.335;167.233;3687.662;9332.039;405.896;7.795;5.539
18:23:42.426;27.961;35.441;42.582;21.765;259.111;182.275;169.742;163.566;2898.227;2.178;0.624;12.350;12.464;3518.886;8897.300;1253.454;-11.335;163.525;3687.662;9332.039;405.813;7.678;5.539
18:23:42.446;27.961;35.449;42.582;21.765;259.111;182.275;169.742;168.433;2901.738;2.178;0.626;12.350;12.486;3514.941;8896.977;1253.395;-11.335;166.654;3690.658;9331.615;405.771;7.678;5.467
18:23:42.464;27.961;35.453;42.582;21.765;259.111;182.275;166.651;168.279;2903.493;2.176;0.626;12.350;12.492;3516.332;8896.652;1253.338;-11.335;169.088;3686.521;9331.276;405.750;7.639;5.542
18:23:42.484;28.004;35.451;42.609;21.765;259.489;182.568;168.351;168.279;2905.360;2.176;0.624;12.350;12.492;3515.179;8896.006;1253.285;-11.340;167.465;3687.979;9330.937;405.739;7.642;5.542
18:23:42.504;28.004;35.458;42.609;21.765;259.489;182.568;168.351;167.815;2909.382;2.173;0.624;12.350;12.498;3515.385;8896.038;1253.233;-11.343;168.315;3686.811;9330.361;405.734;7.642;5.617
18:23:42.524;28.004;35.462;42.609;21.765;259.489;182.568;167.347;167.584;2911.394;2.178;0.624;12.350;12.523;3515.808;8895.669;1253.228;-11.345;168.083;3687.047;9330.446;405.732;7.564;5.592
18:23:42.544;28.004;35.467;42.609;21.765;259.489;182.568;168.428;167.584;2915.921;2.178;0.624;12.350;12.523;3515.808;8895.620;1253.182;-11.345;167.465;3687.502;9330.086;405.730;7.681;5.592
18:23:42.564;28.004;35.478;42.609;21.765;259.489;182.568;168.428;170.983;2917.258;2.183;0.629;12.350;12.517;3516.992;8895.426;1253.128;-11.346;168.006;3687.507;9330.048;405.730;7.681;5.470
18:23:42.585;28.004;35.478;42.609;21.765;259.489;182.568;168.428;170.983;2917.258;2.183;0.629;12.350;12.517;3516.992;8895.426;1253.128;-11.346;168.006;3687.507;9330.048;405.730;7.681;5.470
18:23:42.607;28.026;35.483;42.623;21.765;258.954;182.075;169.278;168.897;2917.926;2.185;0.629;12.350;12.523;3514.420;8894.838;1252.986;-11.346;169.706;3688.751;9329.851;405.729;7.656;5.539
18:23:42.626;28.026;35.485;42.623;21.765;258.954;182.075;167.347;168.897;2926.911;2.185;0.629;12.353;12.523;3514.016;8894.623;1252.937;-11.346;169.088;3686.055;9329.236;405.729;7.522;5.539
18:23:42.645;28.026;35.495;42.623;21.765;258.954;182.075;167.347;168.279;2933.689;2.190;0.629;12.347;12.529;3515.819;8894.286;1252.917;-11.346;168.122;3685.631;9329.013;405.729;7.522;5.567
18:23:42.665;28.026;35.499;42.623;21.765;258.954;182.075;168.428;168.279;2937.079;2.192;0.629;12.347;12.532;3512.147;8894.361;1252.849;-11.352;167.813;3687.523;9328.660;405.628;7.622;5.462
18:23:42.686;28.026;35.509;42.623;21.765;258.954;182.075;166.110;168.279;2941.615;2.192;0.626;12.350;12.532;3512.724;8893.876;1252.835;-11.355;168.354;3683.712;9328.843;405.453;7.700;5.462
18:23:42.706;28.036;35.514;42.630;21.765;258.909;181.300;166.110;169.515;2947.653;2.190;0.626;12.344;12.514;3514.825;8893.526;1252.741;-11.356;167.195;3684.338;9328.386;405.365;7.700;5.512
18:23:42.724;28.036;35.517;42.630;21.765;258.909;181.300;167.810;167.429;2950.671;2.192;0.626;12.344;12.508;3514.825;8893.526;1252.741;-11.357;167.813;3686.552;9328.046;405.321;7.739;5.617
18:23:42.744;28.036;35.525;42.630;21.765;258.909;181.300;162.788;167.429;2957.062;2.192;0.624;12.347;12.508;3513.193;8893.243;1252.682;-11.357;167.620;3686.558;9328.059;405.299;7.761;5.617
18:23:42.764;28.036;35.530;42.630;21.765;258.909;181.300;162.788;165.497;2963.841;2.194;0.629;12.350;12.486;3513.274;8893.540;1252.653;-11.358;165.109;3684.848;9327.768;405.288;7.761;5.681
18:23:42.786;28.077;35.532;42.645;21.765;259.406;180.467;170.592;169.283;2967.230;2.199;0.629;12.350;12.474;3513.628;8893.122;1252.633;-11.358;164.143;3684.934;9328.082;405.199;7.653;5.720
18:23:42.805;28.077;35.532;42.645;21.765;259.406;180.467;170.592;169.283;2967.230;2.199;0.629;12.350;12.474;3513.628;8893.122;1252.633;-11.358;164.143;3684.934;9328.082;405.199;7.653;5.720
18:23:42.826;28.077;35.537;42.645;21.765;259.406;180.467;168.969;169.283;2971.088;2.199;0.629;12.353;12.474;3512.190;8893.203;1252.611;-11.358;169.937;3685.306;9327.646;405.055;7.595;5.720
18:23:42.844;28.077;35.551;42.645;21.765;259.406;180.467;168.969;167.970;2976.724;2.206;0.629;12.347;12.477;3512.735;8893.356;1252.593;-11.358;169.126;3683.798;9327.732;404.982;7.595;5.617
18:23:42.865;28.077;35.558;42.645;21.765;259.406;180.467;168.969;167.970;2979.542;2.206;0.629;12.347;12.477;3515.151;8893.149;1252.576;-11.358;168.469;3684.370;9327.893;404.946;7.595;5.617
18:23:42.888;28.077;35.558;42.645;21.765;259.406;180.467;168.428;170.983;2983.793;2.208;0.626;12.350;12.434;3515.151;8893.149;1252.576;-11.358;168.469;3686.904;9327.676;404.928;7.878;5.640
18:23:42.907;28.097;35.558;42.653;21.753;260.100;179.346;168.428;170.983;2985.918;2.208;0.626;12.350;12.434;3513.407;8893.499;1252.553;-11.358;169.706;3686.904;9327.676;404.844;7.878;5.640
18:23:42.925;28.097;35.569;42.653;21.753;260.100;179.346;169.510;171.524;2990.194;2.223;0.629;12.350;12.400;3513.407;8893.499;1252.553;-11.358;169.706;3685.075;9328.042;404.802;7.653;5.615
18:23:42.945;28.097;35.575;42.653;21.753;260.100;179.346;164.488;171.524;2989.861;2.223;0.629;12.350;12.403;3514.233;8893.707;1252.537;-11.358;170.517;3685.075;9328.042;404.781;7.369;5.645
18:23:42.966;28.097;35.578;42.653;21.753;260.100;179.346;164.488;171.524;2989.694;2.223;0.629;12.350;12.403;3512.656;8893.903;1252.537;-11.358;168.006;3685.942;9328.261;404.770;7.369;5.645
18:23:42.985;28.107;35.579;42.657;21.747;260.659;178.897;164.488;173.301;2999.744;2.223;0.622;12.350;12.403;3512.656;8893.903;1252.537;-11.358;168.006;3684.287;9328.467;404.765;7.369;5.645
18:23:43.003;28.107;35.588;42.657;21.747;260.659;178.897;169.664;170.442;3004.769;2.220;0.624;12.347;12.387;3515.125;8894.011;1252.538;-11.364;168.894;3684.287;9328.467;404.762;7.339;5.592
18:23:43.023;28.107;35.592;42.657;21.747;260.659;178.897;169.278;170.906;3015.066;2.223;0.624;12.347;12.384;3515.335;8894.591;1252.545;-11.366;170.053;3686.918;9328.683;404.719;7.564;5.640
18:23:43.043;28.107;35.598;42.657;21.747;260.659;178.897;169.278;170.906;3020.215;2.223;0.624;12.347;12.384;3515.202;8894.793;1252.562;-11.368;170.092;3687.159;9329.344;404.698;7.564;5.640
18:23:43.063;28.107;35.605;42.657;21.747;260.659;178.897;168.351;171.447;3024.828;2.223;0.626;12.347;12.366;3515.202;8894.793;1252.562;-11.369;170.092;3687.030;9329.582;404.687;7.589;5.670
18:23:43.084;28.107;35.605;42.657;21.747;260.659;178.897;168.351;171.447;3024.828;2.223;0.626;12.347;12.366;3515.202;8894.793;1252.562;-11.369;170.092;3687.030;9329.582;404.687;7.589;5.670
18:23:43.105;28.160;35.608;42.682;21.744;260.253;179.229;170.051;171.447;3027.135;2.223;0.626;12.347;12.322;3515.496;8895.399;1252.598;-11.369;169.899;3687.035;9329.594;404.682;7.711;5.590
18:23:43.123;28.160;35.606;42.682;21.744;260.253;179.229;170.051;171.678;3031.069;2.225;0.626;12.350;12.322;3515.768;8896.019;1252.618;-11.369;170.749;3687.345;9330.236;404.679;7.711;5.590
