TimeStamp;Температура масла в магистрали общей откачки (поз. Тм);Температура слива масла из опоры турбины (поз. Т606);Температура масла на входе в двигатель за фильтром (поз. Т607);Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг);Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм);Давление масла в магистрали общей откачки (поз. Р615);Давление за ОК Pk1;Давление за ОК Pk2;Давление топливного газа перед дозаторами (поз. Pтг1.1);Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1);Вибрация корпуса силовой турбины (гориз.) (поз. В2);Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ);Контроль управления дозатором газа ДГ ;Частота вращения РНД (Расчетная);Частота вращения РВД (Расчетная);Частота вращения РСТ (Расчетная);Температура воздуха на входе в газогенератор (Расчетная);Давление воздуха за компрессором (Расчетная);Частота вращения РНД приведенная;Частота вращения РВД приведенная;Температура газов за ТНД максимальная (Расчетная);Положение лопаток НА КВД. (поз. A2) ;Положение КПВ (поз. A3)
12:10:58.075;27.197;36.71;24.129;11.006;301.279;196.162;247.95;259.735;2916.417;2.156;1.231;32.357;32.32;4083.468;9562.991;1508.445;5.124;254.187;4154.007;9728.82;440.02;16.587;8.519
12:10:58.099;27.197;36.71;24.129;11.006;301.279;196.162;247.95;259.735;2916.417;2.156;1.231;32.357;32.32;4082.805;9563.855;1508.481;5.124;253.843;4154.213;9728.669;440.02;16.587;8.519
12:10:58.121;27.197;36.71;24.129;11.006;301.279;196.162;246.64;263.336;2915.428;2.156;1.234;32.332;32.317;4082.805;9563.855;1508.481;5.124;253.843;4153.54;9729.549;440.02;16.587;8.567
12:10:58.144;27.127;36.71;24.129;11.006;300.927;197.386;247.642;261.268;2914.316;2.158;1.239;32.354;32.317;4083.043;9564.362;1508.497;5.124;254.988;4153.54;9729.549;440.02;16.532;8.651
12:10:58.168;27.127;36.71;24.129;11.006;300.927;197.961;249.029;261.268;2916.417;2.153;1.239;32.376;32.317;4084.338;9563.342;1508.516;5.124;254.455;4153.782;9730.064;440.045;16.711;8.651
12:10:58.190;27.127;36.71;24.129;11.006;301.131;198.09;249.029;260.272;2916.417;2.153;1.231;32.36;32.317;4081.323;9561.815;1508.547;5.124;255.148;4155.099;9729.026;440.045;16.741;8.632
12:10:58.212;27.127;36.71;24.129;11.006;301.687;198.739;247.41;262.11;2915.923;2.156;1.231;32.36;32.32;4084.083;9563.108;1508.572;5.148;254.65;4152.032;9727.474;440.045;16.557;8.632
12:10:58.235;27.127;36.71;24.129;11.006;301.687;198.739;247.41;262.11;2915.923;2.156;1.231;32.36;32.32;4081.641;9563.093;1508.614;5.148;254.76;4154.666;9728.382;440.045;16.557;8.632
12:10:58.261;27.127;36.71;24.129;11.006;301.928;198.739;247.179;261.574;2914.687;2.153;1.229;32.462;32.32;4081.641;9563.093;1508.614;5.148;254.76;4152.181;9728.365;440.045;16.414;8.592
12:10:58.284;27.127;36.71;24.129;11.006;301.928;199.017;248.489;260.655;2916.17;2.153;1.236;32.422;32.32;4083.595;9563.14;1508.647;5.148;254.377;4152.181;9728.365;440.045;16.414;8.567
12:10:58.305;27.127;36.71;24.129;11.006;301.965;199.11;248.027;260.655;2916.417;2.156;1.236;32.391;32.32;4082.415;9562.913;1508.67;5.148;254.572;4154.169;9728.413;440.045;16.447;8.547
12:10:58.327;27.127;36.757;24.129;11.006;301.706;199.203;248.027;261.804;2916.417;2.156;1.231;32.419;32.317;4080.396;9563.521;1508.711;5.148;254.341;4152.969;9728.183;440.058;16.573;8.502
12:10:58.350;27.127;36.757;24.129;11.006;301.594;199.574;247.719;261.268;2914.439;2.151;1.229;32.419;32.32;4082.453;9563.264;1508.753;5.148;254.915;4150.915;9728.801;440.045;16.681;8.502
12:10:58.375;27.127;36.757;24.129;11.03;301.891;199.574;248.643;260.348;2916.17;2.153;1.236;32.372;32.317;4082.802;9562.921;1508.793;5.171;254.493;4153.007;9728.539;440.058;16.584;8.483
12:10:58.398;27.127;36.757;24.129;11.03;301.891;199.574;248.643;260.348;2916.17;2.153;1.236;32.372;32.317;4080.97;9563.14;1508.823;5.171;254.496;4153.19;9727.785;440.058;16.584;8.483
12:10:58.421;27.127;36.757;24.129;11.03;301.891;200.742;248.489;261.804;2917.282;2.156;1.236;32.363;32.32;4080.97;9563.14;1508.823;5.171;254.496;4151.326;9728.008;440.058;16.584;8.513
12:10:58.442;27.127;36.757;24.129;11.03;302.355;202.836;247.179;261.804;2914.687;2.151;1.236;32.366;32.32;4082.514;9563.342;1508.883;5.171;255.147;4151.326;9728.008;440.058;16.387;8.519
12:10:58.465;27.243;36.757;24.129;11.03;302.169;204.208;247.179;261.574;2914.687;2.151;1.236;32.329;32.32;4083.546;9563.591;1508.922;5.171;254.491;4152.896;9728.213;440.058;16.351;8.589
12:10:58.488;27.243;36.757;24.129;11.03;301.687;203.875;248.335;261.038;2915.428;2.153;1.234;32.329;32.32;4082.165;9562.968;1508.953;5.171;254.377;4153.946;9728.467;440.058;16.464;8.528
12:10:58.512;27.243;36.757;24.129;11.03;301.261;203.875;248.875;260.348;2917.158;2.153;1.239;32.348;32.317;4081.916;9563.24;1509.001;5.171;254.686;4152.541;9727.833;440.058;16.499;8.528
12:10:58.535;27.243;36.757;24.129;11.03;301.261;203.875;248.875;260.348;2917.158;2.153;1.239;32.348;32.317;4081.373;9563.816;1509.038;5.171;254.611;4152.288;9728.109;440.095;16.499;8.528
12:10:58.557;27.243;36.757;24.129;11.03;301.261;201.576;247.179;262.11;2914.81;2.163;1.244;32.363;32.32;4081.373;9563.816;1509.038;5.171;254.611;4151.735;9728.696;440.095;16.499;8.525
12:10:58.584;27.243;36.757;24.129;11.03;301.483;197.701;249.414;262.11;2915.304;2.16;1.244;32.354;32.32;4081.878;9563.528;1509.093;5.171;254.645;4151.735;9728.696;440.095;16.529;8.516
12:10:58.604;27.243;36.757;24.129;11.03;301.873;193.419;249.414;260.578;2915.304;2.16;1.236;32.348;32.32;4082.748;9563.373;1509.142;5.171;255.762;4152.25;9728.403;440.095;16.645;8.516
12:10:58.627;27.243;36.757;24.059;11.03;302.188;191.064;248.643;260.501;2916.911;2.16;1.234;32.308;32.317;4083.777;9562.89;1509.202;5.171;254.996;4153.134;9728.245;440.095;16.496;8.558
12:10:58.651;27.243;36.803;24.059;11.03;302.095;190.879;247.487;262.34;2915.304;2.165;1.234;32.308;32.32;4082.11;9562.563;1509.266;5.171;254.572;4154.181;9727.753;440.095;16.502;8.558
12:10:58.673;27.243;36.803;24.059;11.03;302.095;190.879;248.104;259.965;2914.687;2.165;1.234;32.366;32.317;4081.779;9563.201;1509.319;5.171;254.914;4152.485;9727.42;440.095;16.502;8.544
12:10:58.695;27.243;36.803;24.059;11.03;302.095;190.879;248.104;259.965;2914.687;2.165;1.234;32.366;32.317;4081.165;9563.062;1509.365;5.171;254.035;4152.149;9728.07;440.095;16.502;8.544
12:10:58.719;27.243;36.803;24.059;11.03;302.169;191.657;249.183;259.965;2916.541;2.163;1.234;32.342;32.317;4081.165;9563.062;1509.365;5.171;254.035;4151.524;9727.928;440.095;16.428;8.595
12:10:58.742;27.243;36.803;24.059;11.03;301.965;191.694;248.027;260.655;2916.541;2.16;1.234;32.357;32.317;4082.198;9562.921;1509.392;5.171;254.574;4151.524;9727.928;440.095;16.568;8.516
12:10:58.764;27.22;36.803;24.059;11.03;301.798;191.027;246.794;260.961;2914.81;2.17;1.231;32.348;32.317;4082.641;9563.365;1509.438;5.171;254.456;4153.517;9728.349;440.133;16.686;8.55
12:10:58.789;27.22;36.803;24.059;11.03;301.798;191.027;246.794;260.961;2914.81;2.17;1.231;32.348;32.317;4082.641;9563.365;1509.438;5.171;254.456;4153.517;9728.349;440.133;16.686;8.55
12:10:58.810;27.22;36.803;24.059;11.03;301.798;191.027;246.794;260.961;2914.81;2.17;1.231;32.348;32.317;4080.844;9563.108;1509.461;5.171;253.877;4153.025;9728.237;440.133;16.686;8.55
12:10:58.833;27.22;36.803;24.059;11.03;301.798;191.027;249.029;260.578;2916.541;2.17;1.227;32.366;32.317;4080.844;9563.108;1509.461;5.171;253.877;4151.197;9727.976;440.133;16.686;8.508
12:10:58.857;27.22;36.803;24.059;11.03;301.761;190.452;246.871;260.578;2915.799;2.163;1.227;32.354;32.317;4080.651;9563.295;1509.481;5.171;254.803;4151.197;9727.976;440.133;16.576;8.44
12:10:58.882;27.22;36.803;24.059;11.03;302.077;190.619;247.95;261.804;2914.316;2.165;1.222;32.348;32.32;4082.964;9563.56;1509.489;5.182;253.724;4151.001;9728.165;440.133;16.59;8.488
12:10:58.904;27.22;36.803;24.059;11.03;302.151;192.566;247.95;260.961;2914.316;2.165;1.224;32.369;32.314;4082.638;9563.279;1509.518;5.182;254.877;4153.267;9728.23;440.133;16.593;8.474
12:10:58.925;27.22;36.803;24.059;11.03;301.78;194.327;248.258;260.118;2916.788;2.165;1.222;32.369;32.317;4081.754;9563.17;1509.536;5.182;254.455;4152.935;9727.945;440.133;16.532;8.474
12:10:58.948;27.22;36.803;24.129;11.03;301.78;194.327;248.566;261.114;2916.046;2.163;1.222;32.335;32.32;4083.595;9563.077;1509.561;5.182;254.188;4152.036;9727.834;440.133;16.532;8.553
12:10:58.971;27.22;36.803;24.129;11.03;301.131;195.514;246.794;261.114;2914.192;2.165;1.222;32.335;32.32;4082.61;9562.952;1509.63;5.159;253.954;4153.062;9727.621;440.083;16.634;8.435
12:10:58.997;27.22;36.803;24.129;11.03;301.131;195.514;246.794;261.114;2914.192;2.165;1.222;32.335;32.32;4082.61;9562.952;1509.63;5.159;253.954;4153.062;9727.621;440.083;16.634;8.435
12:10:59.020;27.22;36.803;24.129;11.03;301.02;195.921;249.568;261.574;2916.293;2.163;1.222;32.332;32.317;4082.61;9562.952;1509.63;5.159;253.954;4153.08;9728.02;440.083;16.612;8.483
12:10:59.041;27.22;36.803;24.129;11.03;301.539;195.94;249.568;259.965;2916.293;2.163;1.219;32.372;32.32;4081.684;9563.824;1509.673;5.159;255.571;4153.08;9728.02;440.083;16.843;8.488
12:10:59.064;27.22;36.803;24.129;11.03;302.132;196.292;248.875;260.808;2916.293;2.163;1.222;32.372;32.323;4083.619;9563.404;1509.7;5.159;254.767;4152.138;9728.907;440.083;16.697;8.488
12:10:59.086;27.266;36.803;24.129;11.03;302.132;196.292;247.025;261.804;2914.439;2.158;1.219;32.369;32.317;4082.705;9563.108;1509.724;5.159;254.841;4154.106;9728.479;440.083;16.697;8.547
12:10:59.111;27.266;36.803;24.129;11.03;301.835;197.015;249.183;260.731;2915.675;2.158;1.222;32.366;32.317;4082.323;9563.14;1509.763;5.159;254.414;4153.177;9728.179;440.083;16.697;8.536
12:10:59.134;27.266;36.803;24.129;11.03;301.483;197.979;248.566;260.731;2916.911;2.16;1.222;32.388;32.317;4082.21;9563.536;1509.773;5.159;254.957;4152.789;9728.21;440.083;16.529;8.609
12:10:59.157;27.266;36.803;24.129;11.03;301.706;199.444;248.566;260.501;2916.911;2.16;1.215;32.354;32.314;4082.717;9563.155;1509.788;5.148;254.649;4152.674;9728.613;440.083;16.529;8.626
12:10:59.183;27.266;36.803;24.129;11.03;301.706;199.444;248.566;260.501;2916.911;2.16;1.215;32.354;32.314;4084.162;9563.022;1509.796;5.148;254.534;4153.275;9728.43;440.083;16.529;8.626
12:10:59.201;27.266;36.803;24.129;11.03;302.114;200.222;248.027;261.421;2914.439;2.16;1.215;32.354;32.32;4084.162;9563.022;1509.796;5.148;254.534;4154.746;9728.294;440.083;16.557;8.626
12:10:59.224;27.266;36.803;24.129;11.03;302.114;200.222;248.566;260.348;2915.923;2.158;1.219;32.351;32.317;4082.702;9563.412;1509.809;5.148;254.724;4154.746;9728.294;440.083;16.557;8.587
12:10:59.248;27.266;36.803;24.129;11.03;301.947;200.649;248.875;260.348;2917.035;2.158;1.219;32.369;32.317;4083.121;9563.599;1509.816;5.148;254.457;4153.261;9728.69;440.083;16.37;8.474
12:10:59.272;27.266;36.873;24.083;11.03;301.798;200.927;246.794;260.348;2914.81;2.16;1.219;32.413;32.317;4081.58;9563.404;1509.822;5.148;254.611;4153.688;9728.88;440.083;16.67;8.409
12:10:59.294;27.266;36.873;24.083;11.03;302.095;201.483;246.794;262.723;2914.81;2.16;1.215;32.434;32.32;4082.19;9563.42;1509.823;5.148;253.571;4152.119;9728.683;440.083;16.59;8.412
12:10:59.316;27.266;36.873;24.083;11.03;302.095;201.483;246.794;262.723;2914.81;2.16;1.215;32.434;32.32;4082.976;9563.062;1509.827;5.148;254.758;4152.74;9728.698;440.083;16.59;8.412
12:10:59.340;27.266;36.873;24.083;11.03;302.151;202.206;249.8;260.272;2915.799;2.16;1.21;32.434;32.323;4082.976;9563.062;1509.827;5.148;254.758;4153.54;9728.334;440.083;16.485;8.412
12:10:59.362;27.266;36.873;24.083;11.077;301.854;202.206;248.335;261.344;2916.417;2.156;1.21;32.422;32.317;4084.484;9563.412;1509.826;5.148;255.036;4153.54;9728.334;440.095;16.59;8.573
12:10:59.386;27.266;36.873;24.083;11.077;301.854;202.966;247.642;261.497;2915.057;2.16;1.215;32.391;32.32;4083.095;9563.536;1509.83;5.148;254.84;4155.073;9728.69;440.12;16.59;8.499
12:10:59.409;27.29;36.873;24.083;11.077;301.669;203.745;248.721;261.497;2915.057;2.163;1.215;32.357;32.32;4079.928;9563.428;1509.845;5.148;254.569;4153.661;9728.816;440.12;16.527;8.544
12:10:59.433;27.29;36.873;24.083;11.077;301.372;203.967;248.721;261.344;2915.057;2.163;1.212;32.345;32.32;4081.789;9563.412;1509.85;5.148;255.109;4150.439;9728.706;440.12;16.529;8.516
12:10:59.456;27.29;36.873;24.083;11.077;301.576;202.799;248.875;260.118;2915.923;2.165;1.217;32.345;32.317;4080.785;9563.357;1509.864;5.148;255.032;4152.332;9728.69;440.12;16.727;8.516
12:10:59.478;27.29;36.873;24.083;11.077;301.576;202.799;248.875;260.118;2915.923;2.165;1.217;32.345;32.317;4081.754;9563.287;1509.899;5.136;254.497;4151.311;9728.635;440.12;16.727;8.516
12:10:59.500;27.29;36.873;24.083;11.077;301.632;202.799;247.256;261.421;2915.181;2.165;1.212;32.345;32.32;4081.754;9563.287;1509.899;5.136;254.497;4152.383;9728.767;440.12;16.502;8.488
12:10:59.523;27.29;36.873;24.083;11.077;301.632;199.981;247.95;261.191;2914.81;2.165;1.217;32.329;32.323;4083.396;9563.279;1509.916;5.136;254.338;4152.383;9728.767;440.12;16.502;8.502
12:10:59.547;27.29;36.873;24.083;11.077;301.372;196.515;248.412;261.191;2916.417;2.17;1.217;32.369;32.323;4082.664;9563.638;1509.948;5.136;254.57;4154.053;9728.759;440.108;16.634;8.519
12:10:59.570;27.29;36.873;24.083;11.077;300.927;193.53;248.412;260.578;2916.417;2.17;1.212;32.369;32.32;4081.757;9562.586;1509.957;5.136;254.802;4153.308;9729.123;440.045;16.615;8.598
12:10:59.592;27.29;36.896;24.036;11.077;301.242;192.881;247.719;262.187;2916.046;2.168;1.212;32.369;32.317;4082.158;9563.49;1509.97;5.136;254.495;4152.386;9728.053;440.045;16.568;8.511
12:10:59.616;27.29;36.896;24.036;11.077;301.242;192.881;247.719;262.187;2916.046;2.168;1.212;32.369;32.317;4081.933;9563.677;1509.989;5.136;254.953;4152.794;9728.973;440.045;16.568;8.511
12:10:59.638;27.29;36.896;24.036;11.077;301.391;192.881;247.487;261.727;2914.687;2.168;1.219;32.354;32.317;4081.933;9563.677;1509.989;5.136;254.953;4152.565;9729.163;440.045;16.716;8.511
12:10:59.661;27.29;36.896;24.036;11.053;301.316;196.793;247.796;260.348;2916.293;2.173;1.215;32.354;32.317;4083.428;9563.724;1509.997;5.148;254.342;4152.989;9728.556;440.045;16.527;8.626
12:10:59.685;27.29;36.896;24.036;11.053;301.316;196.793;247.796;260.348;2916.293;2.173;1.215;32.354;32.317;4083.428;9563.724;1509.997;5.148;254.342;4152.989;9728.556;440.045;16.527;8.626
12:10:59.707;27.29;36.896;24.036;11.053;301.539;198.016;247.796;262.646;2916.293;2.173;1.217;32.345;32.317;4082.155;9563.085;1510.008;5.148;254.072;4153.999;9729.008;440.045;16.727;8.519
12:10:59.730;27.29;36.896;24.036;11.053;301.539;198.016;247.796;262.646;2916.293;2.173;1.217;32.345;32.317;4082.597;9564.02;1510.007;5.148;255.221;4152.704;9728.357;440.032;16.727;8.519
12:10:59.753;27.313;36.896;24.036;11.053;301.446;195.328;248.875;260.348;2916.417;2.165;1.212;32.335;32.323;4082.597;9564.02;1510.007;5.148;255.221;4153.154;9729.309;440.032;16.612;8.525
12:10:59.776;27.313;36.896;24.036;11.053;301.446;195.328;248.875;260.348;2916.417;2.165;1.212;32.335;32.323;4083.127;9562.952;1510.033;5.148;254.611;4153.154;9729.309;440.032;16.612;8.525
12:10:59.799;27.313;36.896;24.036;11.053;301.446;195.328;248.104;261.038;2916.541;2.168;1.212;32.351;32.32;4083.127;9562.952;1510.033;5.148;254.611;4153.693;9728.223;440.032;16.612;8.592
12:10:59.822;27.313;36.896;24.036;11.053;301.743;193.066;247.796;262.34;2914.316;2.165;1.207;32.372;32.32;4084.747;9563.513;1510.084;5.148;254.417;4154.813;9729.134;440.032;16.502;8.64
12:10:59.845;27.313;36.896;24.036;11.053;301.65;193.641;249.26;260.961;2915.923;2.168;1.21;32.363;32.323;4083.983;9564.012;1510.124;5.148;255.068;4155.341;9728.793;440.032;16.444;8.547
12:10:59.868;27.313;36.896;24.036;11.053;301.65;193.641;249.26;260.961;2915.923;2.168;1.21;32.363;32.323;4082.595;9563.481;1510.146;5.148;255.111;4154.564;9729.301;440.032;16.444;8.547
12:10:59.891;27.313;36.896;24.036;11.053;301.353;194.512;248.798;261.268;2917.158;2.168;1.212;32.363;32.317;4082.595;9563.481;1510.146;5.148;255.111;4153.152;9728.761;440.032;16.642;8.547
12:10:59.914;27.313;36.919;24.036;11.053;301.353;194.512;247.41;261.957;2914.563;2.163;1.207;32.348;32.317;4083.943;9563.614;1510.193;5.148;255.033;4153.152;9728.761;440.032;16.642;8.502
12:10:59.937;27.313;36.919;24.036;11.053;301.446;194.142;248.875;261.957;2915.552;2.163;1.207;32.369;32.317;4084.642;9563.575;1510.197;5.148;254.684;4154.523;9728.896;440.032;16.529;8.55
12:10:59.960;27.313;36.919;24.036;11.053;301.094;192.64;248.875;260.118;2915.552;2.163;1.207;32.354;32.32;4083.352;9563.7;1510.226;5.148;255.416;4155.234;9728.856;440.007;16.362;8.584
12:10:59.983;27.313;36.919;24.036;11.077;301.057;191.88;249.414;261.268;2916.541;2.163;1.207;32.348;32.32;4083.968;9563.217;1510.258;5.148;254.497;4153.922;9728.983;440.007;16.634;8.595
12:11:00.007;27.313;36.919;24.036;11.077;301.057;191.88;249.414;261.268;2916.541;2.163;1.207;32.348;32.32;4081.613;9563.201;1510.273;5.148;255.341;4154.548;9728.492;440.007;16.634;8.595
12:11:00.031;27.313;36.919;24.036;11.077;301.112;192.659;248.181;260.808;2914.687;2.16;1.21;32.348;32.323;4081.613;9563.201;1510.273;5.148;255.341;4152.152;9728.476;440.007;16.582;8.595
12:11:00.052;27.359;36.919;24.036;11.077;301.112;192.659;249.337;260.655;2915.675;2.163;1.21;32.369;32.323;4082.925;9564.098;1510.292;5.148;254.494;4152.152;9728.476;440.007;16.582;8.598
12:11:00.075;27.359;36.919;24.036;11.077;301.112;194.123;249.029;260.655;2916.541;2.158;1.21;32.335;32.323;4082.56;9563.771;1510.318;5.148;254.996;4153.487;9729.388;440.007;16.782;8.584
12:11:00.098;27.359;36.919;24.036;11.077;301.112;194.123;249.029;260.655;2916.541;2.158;1.21;32.335;32.323;4082.56;9563.771;1510.318;5.148;254.996;4153.487;9729.388;440.007;16.782;8.584
12:11:00.121;27.359;36.919;24.036;11.077;301.038;194.346;247.564;260.425;2915.057;2.165;1.205;32.431;32.317;4083.341;9563.467;1510.331;5.148;254.842;4153.116;9729.055;440.007;16.952;8.623
12:11:00.144;27.359;36.919;24.036;11.077;301.279;192.844;247.564;262.57;2915.057;2.165;1.207;32.44;32.314;4082.539;9563.552;1510.348;5.159;253.995;4153.911;9728.746;440.02;16.584;8.637
12:11:00.167;27.359;36.919;24.036;11.077;301.835;190.86;248.566;259.352;2916.17;2.163;1.212;32.425;32.32;4083.688;9563.887;1510.394;5.159;254.457;4153.421;9728.709;440.02;16.598;8.558
12:11:00.191;27.359;36.919;24.036;11.077;301.835;190.86;248.566;259.352;2916.17;2.163;1.212;32.425;32.32;4083.688;9563.887;1510.394;5.159;254.457;4153.421;9728.709;440.02;16.598;8.558
12:11:00.213;27.359;36.919;24.036;11.077;301.835;190.86;248.566;259.352;2916.17;2.163;1.212;32.425;32.32;4084.85;9563.622;1510.409;5.159;253.959;4154.177;9728.971;440.02;16.598;8.558
12:11:00.236;27.359;36.989;24.083;11.077;301.835;190.007;247.564;259.352;2915.428;2.168;1.212;32.413;32.32;4084.85;9563.622;1510.409;5.159;253.959;4155.359;9728.701;440.02;16.637;8.547
12:11:00.260;27.359;36.989;24.083;11.077;301.539;190.619;249.183;262.417;2914.934;2.17;1.21;32.351;32.32;4083.142;9563.467;1510.434;5.159;253.458;4155.359;9728.701;439.982;16.584;8.544
12:11:00.286;27.359;36.989;24.083;11.077;301.261;192.102;249.183;260.501;2914.934;2.17;1.207;32.372;32.32;4083.479;9562.703;1510.455;5.159;255.8;4153.621;9728.543;439.982;16.48;8.468
12:11:00.306;27.359;36.989;24.083;11.077;301.242;194.049;248.181;260.885;2917.158;2.17;1.21;32.372;32.32;4082.172;9563.575;1510.496;5.171;254.842;4153.964;9727.767;439.982;16.675;8.468
12:11:00.330;27.359;36.989;24.083;11.077;301.242;194.049;247.796;261.727;2916.17;2.165;1.205;32.366;32.317;4081.797;9563.957;1510.524;5.171;254.533;4152.549;9728.45;439.982;16.675;8.488
12:11:00.353;27.429;36.989;24.083;11.077;301.428;194.475;247.796;261.114;2914.316;2.17;1.21;32.338;32.32;4082.687;9563.521;1510.562;5.171;254.761;4152.167;9728.839;439.982;16.593;8.589
12:11:00.376;27.429;36.989;24.083;11.077;301.576;193.233;248.412;261.114;2917.035;2.17;1.21;32.345;32.32;4083.066;9563.794;1510.589;5.171;254.455;4153.072;9728.395;439.982;16.661;8.578
12:11:00.400;27.429;36.989;24.083;11.077;301.576;193.233;248.412;261.114;2917.035;2.17;1.21;32.345;32.32;4082.641;9563.895;1510.626;5.171;254.763;4153.458;9728.673;439.982;16.661;8.578
12:11:00.421;27.429;36.989;24.083;11.077;301.279;191.565;248.412;260.272;2917.035;2.17;1.205;32.329;32.32;4082.641;9563.895;1510.626;5.171;254.763;4153.025;9728.775;439.982;16.477;8.536
12:11:00.443;27.429;36.989;24.083;11.077;301.446;190.768;248.798;260.501;2916.417;2.17;1.207;32.329;32.32;4082.169;9563.957;1510.653;5.171;254.342;4153.025;9728.775;439.982;16.442;8.536
12:11:00.466;27.429;36.989;24.083;11.077;301.576;190.768;247.102;262.034;2913.945;2.173;1.21;32.335;32.32;4082.71;9563.855;1510.697;5.171;254.568;4153.505;9728.895;440.02;16.557;8.533
12:11:00.489;27.429;36.989;24.083;11.077;301.576;190.768;247.102;262.034;2913.945;2.173;1.21;32.335;32.32;4082.71;9563.855;1510.697;5.171;254.568;4153.505;9728.895;440.02;16.557;8.533
12:11:00.512;27.429;36.989;24.083;11.077;301.446;193.419;248.181;258.74;2916.664;2.178;1.205;32.354;32.317;4082.638;9564.059;1510.712;5.171;254.193;4153.096;9728.735;440.02;16.609;8.522
12:11:00.536;27.429;36.989;24.083;11.077;301.446;193.419;248.181;258.74;2916.664;2.178;1.205;32.354;32.317;4082.638;9564.059;1510.712;5.171;254.193;4153.096;9728.735;440.02;16.609;8.522
12:11:00.561;27.429;36.966;24.106;11.077;301.168;194.883;248.181;261.344;2916.664;2.178;1.21;32.338;32.317;4085.914;9564.433;1510.727;5.171;253.46;4153.023;9728.942;440.02;16.499;8.443
12:11:00.582;27.429;36.966;24.106;11.077;301.057;196.051;248.027;261.268;2914.316;2.178;1.207;32.366;32.32;4081.701;9564.401;1510.733;5.171;254.763;4156.354;9729.322;439.995;16.672;8.471
12:11:00.604;27.429;36.966;24.106;11.077;301.279;196.478;248.104;260.501;2916.293;2.168;1.21;32.366;32.32;4083.746;9563.716;1510.756;5.171;254.647;4152.069;9729.291;439.995;16.521;8.471
12:11:00.629;27.429;36.966;24.106;11.077;301.279;196.478;248.721;261.804;2917.035;2.178;1.21;32.348;32.317;4085.377;9563.396;1510.766;5.182;254.303;4154.149;9728.594;439.995;16.521;8.471
12:11:00.652;27.429;36.966;24.106;11.124;301.261;196.459;247.102;261.804;2914.316;2.173;1.21;32.329;32.317;4083.41;9564.129;1510.78;5.182;255.262;4155.722;9728.065;439.995;16.576;8.457
12:11:00.674;27.406;36.966;24.106;11.124;301.112;196.459;248.489;262.034;2915.675;2.17;1.21;32.338;32.317;4083.121;9563.685;1510.796;5.182;254.453;4153.721;9728.811;439.995;16.535;8.485
12:11:00.696;27.406;36.966;24.106;11.124;301.112;196.459;248.489;262.034;2915.675;2.17;1.21;32.338;32.317;4081.34;9563.84;1510.811;5.182;255.261;4153.427;9728.358;439.995;16.535;8.485
12:11:00.722;27.406;36.966;24.106;11.124;301.335;195.643;248.489;260.501;2915.675;2.17;1.215;32.354;32.317;4081.34;9563.84;1510.811;5.182;255.261;4151.616;9728.517;439.995;16.623;8.485
12:11:00.742;27.406;36.966;24.106;11.124;301.353;194.772;248.875;261.268;2916.417;2.168;1.21;32.354;32.32;4082.74;9563.505;1510.816;5.182;254.495;4151.616;9728.517;439.995;16.653;8.485
12:11:00.766;27.406;36.966;24.106;11.124;301.353;194.772;248.181;262.187;2915.552;2.17;1.207;32.354;32.32;4084.654;9564.525;1510.829;5.217;255.071;4153.039;9728.176;440.02;16.653;8.55
12:11:00.788;27.406;36.966;24.106;11.124;301.131;194.216;248.027;260.195;2915.428;2.173;1.207;32.335;32.32;4080.11;9564.059;1510.853;5.217;255.184;4154.726;9728.604;439.97;16.821;8.508
12:11:00.812;27.406;36.966;24.106;11.124;301.224;193.419;248.335;260.195;2916.293;2.168;1.212;32.366;32.314;4084.756;9564.339;1510.878;5.217;254.111;4150.104;9728.129;439.97;16.678;8.516
12:11:00.836;27.406;36.966;24.059;11.124;301.261;192.788;248.335;260.501;2916.293;2.168;1.212;32.369;32.317;4084.756;9564.339;1510.891;5.217;254.265;4154.829;9728.414;439.97;16.716;8.539
12:11:00.857;27.406;36.942;24.059;11.124;301.483;192.9;247.41;262.57;2915.181;2.17;1.217;32.369;32.32;4083.629;9564.549;1510.918;5.217;254.418;4154.829;9728.414;439.957;16.634;8.539
12:11:00.886;27.406;36.942;24.059;11.124;301.483;192.9;247.41;262.57;2915.181;2.17;1.217;32.369;32.32;4083.656;9564.167;1510.924;5.217;254.99;4153.684;9728.628;439.957;16.634;8.539
12:11:00.905;27.406;36.942;24.059;11.124;301.483;192.9;248.721;260.501;2915.057;2.17;1.212;32.369;32.32;4083.656;9564.167;1510.924;5.217;254.99;4153.711;9728.239;439.957;16.634;8.598
12:11:00.928;27.406;36.942;24.059;11.124;301.761;193.66;248.875;260.272;2916.541;2.17;1.21;32.354;32.32;4082.704;9563.528;1510.954;5.229;254.611;4153.711;9728.239;439.97;16.727;8.64
12:11:00.952;27.406;36.942;24.059;11.124;301.502;194.791;247.179;260.272;2915.552;2.173;1.21;32.419;32.32;4081.086;9563.404;1510.954;5.229;254.573;4152.656;9727.387;439.97;16.843;8.564
12:11:00.974;27.406;36.942;24.059;11.124;301.502;195.069;247.179;261.651;2915.552;2.173;1.215;32.406;32.317;4082.922;9563.786;1510.981;5.229;253.725;4151.01;9727.261;439.97;16.702;8.578
