TimeStamp;Положение лопаток НА КВД. (поз. A2) ;0 - Bad, 1 - Good
12:10:53.866;16.645;0
12:10:53.888;16.557;1
12:10:53.911;16.557;1
12:10:53.937;16.612;1
12:10:53.960;16.653;1
12:10:53.985;16.653;1
12:10:54.005;16.417;0
12:10:54.026;16.612;0
12:10:54.051;16.367;0
12:10:54.072;16.417;1
12:10:54.095;16.417;1
12:10:54.118;16.417;1
12:10:54.142;16.475;1
12:10:54.164;16.475;1
12:10:54.188;16.475;1
12:10:54.210;16.475;1
12:10:54.234;16.42;1
12:10:54.256;16.42;1
12:10:54.282;16.672;0
12:10:54.302;16.595;1
12:10:54.326;16.387;0
12:10:54.348;16.529;1
12:10:54.372;16.529;1
12:10:54.394;16.529;1
12:10:54.420;16.615;1
12:10:54.443;16.73;1
12:10:54.464;16.746;1
12:10:54.489;16.645;1
12:10:54.511;16.645;1
12:10:54.535;16.499;1
12:10:54.556;16.499;1
12:10:54.580;16.499;1
12:10:54.603;16.45;1
12:10:54.625;16.612;1
12:10:54.648;16.612;1
12:10:54.672;16.529;1
12:10:54.694;16.442;1
12:10:54.719;16.442;1
12:10:54.740;16.598;1
12:10:54.762;16.56;1
12:10:54.785;16.56;1
12:10:54.808;16.466;1
12:10:54.831;16.466;1
12:10:54.854;16.466;1
12:10:54.878;16.749;0
12:10:54.900;16.573;0
12:10:54.924;16.573;1
12:10:54.948;16.477;1
12:10:54.970;16.475;1
12:10:54.994;16.475;1
12:10:55.015;16.269;0
12:10:55.040;16.34;1
12:10:55.064;16.543;0
12:10:55.086;16.543;1
12:10:55.107;16.694;1
12:10:55.133;16.499;0
12:10:55.154;16.532;1
12:10:55.177;16.532;1
12:10:55.201;16.573;1
12:10:55.222;16.573;1
12:10:55.247;16.612;1
12:10:55.269;16.595;1
12:10:55.294;16.595;1
12:10:55.314;16.702;1
12:10:55.338;16.702;1
12:10:55.361;16.702;1
12:10:55.386;16.642;1
12:10:55.408;16.675;1
12:10:55.430;16.628;1
12:10:55.454;16.672;1
12:10:55.477;16.672;1
12:10:55.499;16.672;1
12:10:55.522;16.557;1
12:10:55.545;16.727;1
12:10:55.568;16.76;1
12:10:55.591;16.76;1
12:10:55.614;16.76;1
12:10:55.637;16.628;1
12:10:55.660;16.675;1
12:10:55.683;16.675;1
12:10:55.706;16.475;0
12:10:55.729;16.475;1
12:10:55.752;16.475;1
12:10:55.775;16.475;1
12:10:55.799;16.56;1
12:10:55.822;16.45;1
12:10:55.844;16.615;1
12:10:55.867;16.722;1
12:10:55.891;16.722;1
12:10:55.913;16.722;1
12:10:55.936;16.645;1
12:10:55.961;16.387;0
12:10:55.984;16.475;1
12:10:56.006;16.642;1
12:10:56.028;16.642;1
12:10:56.051;16.389;0
12:10:56.075;16.488;1
12:10:56.099;16.488;1
12:10:56.122;16.557;1
12:10:56.143;16.702;1
12:10:56.166;16.741;1
12:10:56.190;16.741;1
12:10:56.214;16.741;1
12:10:56.236;16.587;1
12:10:56.259;16.587;1
12:10:56.287;16.617;1
12:10:56.306;16.584;1
12:10:56.329;16.584;1
12:10:56.349;16.67;1
12:10:56.375;16.475;0
12:10:56.397;16.645;1
12:10:56.421;16.645;1
12:10:56.441;16.73;1
12:10:56.465;16.73;1
12:10:56.488;16.628;1
12:10:56.510;16.675;1
12:10:56.533;16.549;1
12:10:56.558;16.549;1
12:10:56.582;16.76;0
12:10:56.602;16.76;1
12:10:56.625;16.524;0
12:10:56.648;16.579;1
12:10:56.672;16.387;0
12:10:56.695;16.387;1
12:10:56.718;16.387;1
12:10:56.740;16.593;0
12:10:56.763;16.527;1
12:10:56.786;16.527;1
12:10:56.809;16.428;1
12:10:56.832;16.428;1
12:10:56.855;16.442;1
12:10:56.881;16.436;1
12:10:56.901;16.42;1
12:10:56.924;16.42;1
12:10:56.947;16.535;1
12:10:56.973;16.381;1
12:10:56.993;16.214;1
12:10:57.016;16.214;1
12:10:57.039;16.488;0
12:10:57.062;16.631;1
12:10:57.085;16.631;1
12:10:57.110;16.34;0
12:10:57.132;16.496;1
12:10:57.154;16.496;1
12:10:57.179;16.389;1
12:10:57.201;16.499;1
12:10:57.224;16.499;1
12:10:57.246;16.535;1
12:10:57.269;16.642;1
12:10:57.292;16.642;1
12:10:57.315;16.554;1
12:10:57.338;16.505;1
12:10:57.364;16.656;1
12:10:57.385;16.656;1
12:10:57.407;16.387;0
12:10:57.433;16.387;1
12:10:57.456;16.411;1
12:10:57.476;16.502;1
12:10:57.499;16.502;1
12:10:57.523;16.507;1
12:10:57.546;16.31;0
12:10:57.568;16.31;1
12:10:57.593;16.458;1
12:10:57.616;16.406;1
12:10:57.638;16.453;1
12:10:57.660;16.56;1
12:10:57.683;16.56;1
12:10:57.707;16.56;1
12:10:57.731;16.527;1
12:10:57.752;16.689;1
12:10:57.778;16.551;1
12:10:57.798;16.615;1
12:10:57.824;16.615;1
12:10:57.844;16.615;1
12:10:57.867;16.755;1
12:10:57.891;16.727;1
12:10:57.915;16.595;1
12:10:57.938;16.675;1
12:10:57.962;16.675;1
12:10:57.984;16.675;1
12:10:58.006;16.716;1
12:10:58.028;16.606;1
12:10:58.053;16.554;1
12:10:58.075;16.587;1
12:10:58.099;16.587;1
12:10:58.121;16.587;1
12:10:58.144;16.532;1
12:10:58.168;16.711;0
12:10:58.190;16.741;1
12:10:58.212;16.557;0
12:10:58.235;16.557;1
12:10:58.261;16.414;1
12:10:58.284;16.414;1
12:10:58.305;16.447;1
12:10:58.327;16.573;1
12:10:58.350;16.681;1
12:10:58.375;16.584;1
12:10:58.398;16.584;1
12:10:58.421;16.584;1
12:10:58.442;16.387;0
12:10:58.465;16.351;1
12:10:58.488;16.464;1
12:10:58.512;16.499;1
12:10:58.535;16.499;1
12:10:58.557;16.499;1
12:10:58.584;16.529;1
12:10:58.604;16.645;1
12:10:58.627;16.496;1
12:10:58.651;16.502;1
12:10:58.673;16.502;1
12:10:58.695;16.502;1
12:10:58.719;16.428;1
12:10:58.742;16.568;1
12:10:58.764;16.686;1
12:10:58.789;16.686;1
12:10:58.810;16.686;1
12:10:58.833;16.686;1
12:10:58.857;16.576;1
12:10:58.882;16.59;1
12:10:58.904;16.593;1
12:10:58.925;16.532;1
12:10:58.948;16.532;1
12:10:58.971;16.634;1
12:10:58.997;16.634;1
12:10:59.020;16.612;1
12:10:59.041;16.843;0
12:10:59.064;16.697;1
12:10:59.086;16.697;1
12:10:59.111;16.697;1
12:10:59.134;16.529;1
12:10:59.157;16.529;1
12:10:59.183;16.529;1
12:10:59.201;16.557;1
12:10:59.224;16.557;1
12:10:59.248;16.37;0
12:10:59.272;16.67;0
12:10:59.294;16.59;1
12:10:59.316;16.59;1
12:10:59.340;16.485;1
12:10:59.362;16.59;1
12:10:59.386;16.59;1
12:10:59.409;16.527;1
12:10:59.433;16.529;1
12:10:59.456;16.727;0
12:10:59.478;16.727;1
12:10:59.500;16.502;0
12:10:59.523;16.502;1
12:10:59.547;16.634;1
12:10:59.570;16.615;1
12:10:59.592;16.568;1
12:10:59.616;16.568;1
12:10:59.638;16.716;1
12:10:59.661;16.527;0
12:10:59.685;16.527;1
12:10:59.707;16.727;0
12:10:59.730;16.727;1
12:10:59.753;16.612;1
12:10:59.776;16.612;1
12:10:59.799;16.612;1
12:10:59.822;16.502;1
12:10:59.845;16.444;1
12:10:59.868;16.444;1
12:10:59.891;16.642;0
12:10:59.914;16.642;1
12:10:59.937;16.529;1
12:10:59.960;16.362;1
12:10:59.983;16.634;0
12:11:00.007;16.634;1
12:11:00.031;16.582;1
12:11:00.052;16.582;1
12:11:00.075;16.782;0
12:11:00.098;16.782;1
12:11:00.121;16.952;1
12:11:00.144;16.584;0
12:11:00.167;16.598;1
12:11:00.191;16.598;1
12:11:00.213;16.598;1
12:11:00.236;16.637;1
12:11:00.260;16.584;1
12:11:00.286;16.48;1
12:11:00.306;16.675;0
12:11:00.330;16.675;1
12:11:00.353;16.593;1
12:11:00.376;16.661;1
12:11:00.400;16.661;1
12:11:00.421;16.477;0
12:11:00.443;16.442;1
12:11:00.466;16.557;1
12:11:00.489;16.557;1
12:11:00.512;16.609;1
12:11:00.536;16.609;1
12:11:00.561;16.499;1
12:11:00.582;16.672;1
12:11:00.604;16.521;1
12:11:00.629;16.521;1
12:11:00.652;16.576;1
12:11:00.674;16.535;1
12:11:00.696;16.535;1
12:11:00.722;16.623;1
12:11:00.742;16.653;1
12:11:00.766;16.653;1
12:11:00.788;16.821;1
12:11:00.812;16.678;1
12:11:00.836;16.716;1
12:11:00.857;16.634;1
12:11:00.886;16.634;1
12:11:00.905;16.634;1
12:11:00.928;16.727;1
12:11:00.952;16.843;1
12:11:00.974;16.702;1
12:11:00.997;16.648;1
12:11:01.021;16.507;1
12:11:01.041;16.507;1
12:11:01.064;16.507;1
12:11:01.087;16.535;1
12:11:01.110;16.67;1
12:11:01.133;16.727;1
12:11:01.156;16.667;1
12:11:01.182;16.667;1
12:11:01.203;16.727;1
12:11:01.225;16.727;1
12:11:01.248;16.428;0
12:11:01.272;16.766;0
12:11:01.294;16.59;1
12:11:01.317;16.59;1
12:11:01.340;16.532;1
12:11:01.363;16.532;1
12:11:01.386;16.713;0
12:11:01.409;16.675;1
12:11:01.432;16.593;1
12:11:01.455;16.593;1
12:11:01.480;16.417;0
12:11:01.501;16.626;0
12:11:01.524;16.442;0
12:11:01.547;16.442;1
12:11:01.570;16.483;1
12:11:01.594;16.483;1
12:11:01.617;16.483;1
12:11:01.639;16.7;0
12:11:01.663;16.73;1
12:11:01.686;16.595;1
12:11:01.708;16.7;1
12:11:01.731;16.7;1
12:11:01.755;16.7;1
12:11:01.777;16.804;1
12:11:01.801;16.606;0
12:11:01.824;16.568;1
12:11:01.847;16.472;1
12:11:01.869;16.472;1
12:11:01.895;16.472;1
12:11:01.916;16.417;1
12:11:01.939;16.483;1
12:11:01.963;16.562;1
12:11:01.987;16.672;1
12:11:02.010;16.672;1
12:11:02.031;16.623;1
12:11:02.055;16.505;1
12:11:02.077;16.505;1
12:11:02.100;16.656;1
12:11:02.124;16.617;1
12:11:02.148;16.499;1
12:11:02.169;16.499;1
12:11:02.192;16.62;1
12:11:02.217;16.62;1
12:11:02.241;16.667;1
12:11:02.264;16.529;1
12:11:02.286;16.639;1
12:11:02.307;16.639;1
12:11:02.332;16.521;1
12:11:02.354;16.697;0
12:11:02.376;16.683;1
12:11:02.401;16.719;1
12:11:02.422;16.719;1
12:11:02.446;16.719;1
12:11:02.470;16.659;1
12:11:02.492;16.587;1
12:11:02.516;16.642;1
12:11:02.538;16.727;1
12:11:02.563;16.727;1
12:11:02.585;16.727;1
12:11:02.607;16.67;1
12:11:02.631;16.812;1
12:11:02.654;16.7;1
12:11:02.676;16.483;0
12:11:02.698;16.483;1
12:11:02.721;16.65;1
12:11:02.744;16.785;1
12:11:02.769;16.785;1
12:11:02.790;16.719;1
12:11:02.813;16.502;0
12:11:02.836;16.502;1
12:11:02.859;16.642;1
12:11:02.883;16.702;1
12:11:02.907;16.702;1
12:11:02.929;16.593;1
12:11:02.952;16.557;1
12:11:02.974;16.557;1
12:11:02.998;16.801;0
12:11:03.020;16.801;1
12:11:03.043;16.801;1
12:11:03.065;16.529;0
12:11:03.088;16.626;1
12:11:03.111;16.626;1
12:11:03.134;16.653;1
12:11:03.160;16.549;1
12:11:03.181;16.829;0
12:11:03.203;16.829;1
12:11:03.226;16.7;1
12:11:03.252;16.7;1
12:11:03.274;16.7;1
12:11:03.296;16.524;1
12:11:03.320;16.672;1
12:11:03.341;16.7;1
12:11:03.366;16.7;1
12:11:03.389;16.727;1
12:11:03.413;16.727;1
12:11:03.435;16.7;1
12:11:03.457;16.76;1
12:11:03.482;16.87;1
12:11:03.503;16.87;1
12:11:03.525;16.694;1
12:11:03.551;16.694;1
12:11:03.573;16.84;1
12:11:03.594;16.829;1
12:11:03.617;16.727;1
12:11:03.640;16.645;1
12:11:03.665;16.645;1
12:11:03.686;16.645;1
12:11:03.709;16.664;1
12:11:03.732;16.785;1
12:11:03.755;16.645;1
12:11:03.783;16.727;1
12:11:03.801;16.727;1
12:11:03.824;16.727;1
12:11:03.847;16.496;0
12:11:03.870;16.667;1
12:11:03.894;16.667;1
12:11:03.916;16.609;1
12:11:03.940;16.609;1
12:11:03.962;16.757;1
12:11:03.985;16.757;1
12:11:04.008;16.757;1
12:11:04.032;16.908;1
12:11:04.055;16.735;1
12:11:04.077;16.609;1
12:11:04.100;16.755;1
12:11:04.123;16.582;1
12:11:04.146;16.582;1
12:11:04.169;16.782;0
12:11:04.193;16.56;0
12:11:04.215;16.56;1
12:11:04.239;16.755;0
12:11:04.261;16.7;1
12:11:04.285;16.7;1
12:11:04.307;16.595;1
12:11:04.330;16.595;1
12:11:04.355;16.595;1
12:11:04.376;16.782;0
12:11:04.400;16.782;1
12:11:04.422;16.681;1
12:11:04.445;16.681;1
12:11:04.468;16.774;1
12:11:04.492;16.472;0
12:11:04.514;16.472;1
12:11:04.537;16.472;1
12:11:04.560;16.587;1
12:11:04.584;16.678;1
12:11:04.607;16.826;1
12:11:04.630;16.771;1
12:11:04.653;16.771;1
12:11:04.676;16.771;1
12:11:04.698;16.683;1
12:11:04.721;16.933;0
12:11:04.744;16.826;1
12:11:04.767;16.826;1
12:11:04.790;16.826;1
12:11:04.813;16.826;1
12:11:04.836;16.755;1
12:11:04.860;16.735;1
12:11:04.882;16.799;1
12:11:04.905;16.812;1
12:11:04.928;16.812;1
12:11:04.951;16.87;1
12:11:04.975;16.87;1
12:11:04.999;16.843;1
12:11:05.020;16.785;1
12:11:05.043;16.615;1
12:11:05.066;16.722;1
12:11:05.091;16.722;1
12:11:05.112;16.722;1
12:11:05.135;16.727;1
12:11:05.159;16.584;1
12:11:05.183;16.549;1
12:11:05.205;16.645;1
12:11:05.227;16.645;1
12:11:05.250;16.587;1
12:11:05.273;16.587;1
12:11:05.296;16.678;1
12:11:05.321;16.554;1
12:11:05.342;16.7;1
12:11:05.365;16.713;1
12:11:05.389;16.713;1
12:11:05.411;16.713;1
12:11:05.436;16.919;0
12:11:05.458;16.79;1
12:11:05.483;16.777;1
12:11:05.503;16.777;1
12:11:05.526;16.697;1
12:11:05.550;16.812;1
12:11:05.573;16.664;1
12:11:05.595;16.664;1
12:11:05.618;16.672;1
12:11:05.641;16.672;1
12:11:05.665;16.815;1
12:11:05.688;16.637;0
12:11:05.711;16.821;0
12:11:05.735;16.485;0
12:11:05.757;16.485;1
12:11:05.783;16.702;0
12:11:05.803;16.702;1
12:11:05.826;16.582;1
12:11:05.850;16.76;0
12:11:05.872;16.966;0
12:11:05.895;16.966;1
12:11:05.918;16.702;0
12:11:05.941;16.702;1
12:11:05.964;16.702;1
12:11:05.988;16.609;1
12:11:06.009;16.527;1
12:11:06.035;16.527;1
12:11:06.057;16.631;1
12:11:06.081;16.727;1
12:11:06.101;16.727;1
12:11:06.124;16.925;0
12:11:06.147;16.788;1
12:11:06.173;16.788;1
12:11:06.193;16.788;1
12:11:06.216;16.648;1
12:11:06.239;16.686;1
12:11:06.262;16.897;0
12:11:06.286;16.587;0
12:11:06.308;16.587;1
12:11:06.331;16.587;1
12:11:06.354;16.587;1
12:11:06.377;16.691;1
12:11:06.400;16.705;1
12:11:06.424;16.705;1
12:11:06.447;16.672;1
12:11:06.470;16.672;1
12:11:06.492;16.788;1
12:11:06.515;16.867;1
12:11:06.538;16.928;1
12:11:06.563;16.617;0
12:11:06.585;16.617;1
12:11:06.608;16.617;1
12:11:06.630;16.914;0
12:11:06.656;16.887;1
12:11:06.679;16.843;1
12:11:06.701;16.843;1
12:11:06.723;16.845;1
12:11:06.746;16.845;1
12:11:06.769;16.738;1
12:11:06.791;16.587;1
12:11:06.814;16.573;1
12:11:06.837;16.785;0
12:11:06.863;16.933;1
12:11:06.884;16.933;1
12:11:06.907;16.933;1
12:11:06.929;16.727;0
12:11:06.955;16.733;1
12:11:06.977;16.788;1
12:11:07.001;16.779;1
12:11:07.021;16.779;1
12:11:07.046;16.779;1
12:11:07.069;16.645;1
12:11:07.090;16.928;0
12:11:07.113;16.834;1
12:11:07.136;16.782;1
12:11:07.160;16.782;1
12:11:07.183;16.782;1
12:11:07.205;16.705;1
12:11:07.228;16.609;1
12:11:07.254;16.727;1
12:11:07.276;16.639;1
12:11:07.297;16.639;1
12:11:07.320;16.617;1
12:11:07.345;16.617;1
12:11:07.366;16.999;0
12:11:07.392;16.87;1
12:11:07.412;16.865;1
12:11:07.438;16.865;1
12:11:07.459;16.919;1
12:11:07.483;16.919;1
12:11:07.506;16.774;1
12:11:07.527;16.812;1
12:11:07.553;16.911;1
12:11:07.575;16.911;1
12:11:07.596;16.821;1
12:11:07.619;16.867;1
12:11:07.642;16.67;0
12:11:07.665;16.67;1
12:11:07.688;16.653;1
12:11:07.711;16.738;1
12:11:07.734;16.738;1
12:11:07.757;16.757;1
12:11:07.780;16.87;1
12:11:07.803;16.84;1
12:11:07.828;16.84;1
12:11:07.851;16.757;1
12:11:07.873;16.757;1
12:11:07.895;16.664;1
12:11:07.918;16.587;1
12:11:07.941;16.843;0
12:11:07.964;16.782;1
12:11:07.988;16.782;1
12:11:08.010;16.782;1
12:11:08.033;16.782;1
12:11:08.056;16.804;1
12:11:08.083;16.804;1
12:11:08.103;16.804;1
12:11:08.126;16.755;1
12:11:08.148;16.755;1
12:11:08.171;16.755;1
12:11:08.194;16.925;1
12:11:08.217;16.936;1
12:11:08.240;16.691;0
12:11:08.264;16.785;1
12:11:08.287;16.785;1
12:11:08.309;16.785;1
12:11:08.333;16.98;0
12:11:08.356;16.897;1
12:11:08.384;16.615;0
12:11:08.402;16.716;1
12:11:08.425;16.716;1
12:11:08.449;16.796;1
12:11:08.472;16.7;1
12:11:08.494;16.7;1
12:11:08.517;16.782;1
12:11:08.541;16.818;1
12:11:08.564;16.878;1
12:11:08.587;16.878;1
12:11:08.609;16.881;1
12:11:08.633;16.81;1
12:11:08.658;16.785;1
12:11:08.679;16.785;1
12:11:08.704;16.757;1
12:11:08.725;16.757;1
12:11:08.747;16.84;1
12:11:08.772;16.807;1
12:11:08.796;16.727;1
12:11:08.817;16.708;1
12:11:08.839;16.708;1
12:11:08.864;16.708;1
12:11:08.886;16.645;1
12:11:08.909;16.67;1
12:11:08.934;16.897;0
12:11:08.956;16.818;1
12:11:08.977;16.818;1
12:11:09.002;16.818;1
12:11:09.024;17.013;0
12:11:09.047;16.952;1
12:11:09.070;16.678;0
12:11:09.093;16.782;1
12:11:09.117;16.782;1
12:11:09.139;16.867;1
12:11:09.163;16.895;1
12:11:09.184;16.895;1
12:11:09.207;16.672;0
12:11:09.232;16.587;1
12:11:09.254;16.587;1
12:11:09.276;16.499;1
12:11:09.300;16.653;1
12:11:09.324;16.763;1
12:11:09.345;16.763;1
12:11:09.369;17.01;0
12:11:09.391;17.01;1
12:11:09.414;16.897;1
12:11:09.437;16.9;1
12:11:09.460;16.735;1
12:11:09.484;16.884;1
12:11:09.506;16.884;1
12:11:09.530;16.884;1
12:11:09.552;16.878;1
12:11:09.574;16.785;1
12:11:09.597;16.862;1
12:11:09.620;16.807;1
12:11:09.644;16.837;1
12:11:09.667;16.837;1
12:11:09.689;16.837;1
12:11:09.712;16.7;1
12:11:09.735;16.859;1
12:11:09.758;16.815;1
12:11:09.781;16.9;1
12:11:09.806;16.9;1
12:11:09.828;16.9;1
12:11:09.851;16.766;1
12:11:09.873;17.013;0
12:11:09.898;16.966;1
12:11:09.922;16.708;0
12:11:09.943;16.708;1
12:11:09.967;16.708;1
12:11:09.988;16.733;1
12:11:10.011;16.488;0
12:11:10.034;16.749;0
12:11:10.057;16.785;1
12:11:10.084;16.785;1
12:11:10.103;17.076;0
12:11:10.127;17.076;1
12:11:10.151;16.936;1
12:11:10.173;16.856;1
12:11:10.195;16.815;1
12:11:10.218;16.815;1
12:11:10.241;16.807;1
12:11:10.264;16.757;1
12:11:10.287;16.757;1
12:11:10.310;16.705;1
12:11:10.336;16.897;0
12:11:10.358;16.897;1
12:11:10.383;16.845;1
12:11:10.403;16.832;1
12:11:10.425;16.832;1
12:11:10.450;17.101;0
12:11:10.473;17.035;1
12:11:10.494;17.035;1
12:11:10.517;17.035;1
12:11:10.540;16.98;1
12:11:10.563;16.716;0
12:11:10.586;16.716;1
12:11:10.609;16.755;1
12:11:10.632;16.755;1
12:11:10.655;16.755;1
12:11:10.681;17.068;0
12:11:10.704;16.804;0
12:11:10.725;16.818;1
12:11:10.749;16.999;0
12:11:10.770;16.999;1
12:11:10.794;16.87;1
12:11:10.817;16.87;1
12:11:10.839;16.93;1
12:11:10.865;16.834;1
12:11:10.886;16.815;1
12:11:10.908;16.815;1
12:11:10.934;16.925;1
12:11:10.955;16.837;1
12:11:10.979;16.837;1
12:11:11.000;16.87;1
12:11:11.023;16.906;1
12:11:11.046;16.955;1
12:11:11.069;16.955;1
12:11:11.095;16.98;1
12:11:11.115;16.911;1
12:11:11.141;16.826;1
12:11:11.162;16.755;1
12:11:11.184;16.755;1
12:11:11.208;16.755;1
12:11:11.230;16.7;1
12:11:11.256;16.73;1
12:11:11.278;16.947;0
12:11:11.300;16.928;1
12:11:11.322;16.928;1
12:11:11.347;16.928;1
12:11:11.370;16.928;1
12:11:11.393;16.656;0
12:11:11.417;16.84;0
12:11:11.439;16.73;1
12:11:11.461;16.73;1
12:11:11.483;16.848;1
12:11:11.507;16.848;1
12:11:11.531;16.818;1
12:11:11.553;16.757;1
12:11:11.575;16.691;1
12:11:11.599;16.862;1
12:11:11.623;16.862;1
12:11:11.645;16.862;1
12:11:11.669;16.933;1
12:11:11.692;16.897;1
12:11:11.713;16.84;1
12:11:11.739;16.755;1
12:11:11.761;16.755;1
12:11:11.786;16.755;1
12:11:11.806;16.812;1
12:11:11.828;16.818;1
12:11:11.851;16.639;0
12:11:11.877;16.777;1
12:11:11.900;16.777;1
12:11:11.920;16.799;1
12:11:11.946;16.98;0
12:11:11.967;16.98;1
12:11:11.989;16.955;1
12:11:12.012;16.865;1
12:11:12.036;16.865;1
12:11:12.058;16.746;1
12:11:12.083;16.746;1
12:11:12.105;16.727;1
12:11:12.128;16.59;1
12:11:12.152;16.757;1
12:11:12.175;16.757;1
12:11:12.197;16.757;1
12:11:12.221;16.755;1
12:11:12.242;16.812;1
12:11:12.265;16.812;1
12:11:12.289;16.771;1
12:11:12.311;16.771;1
12:11:12.336;16.771;1
12:11:12.358;16.843;1
12:11:12.384;16.812;1
12:11:12.406;16.87;1
12:11:12.427;16.755;1
12:11:12.449;16.755;1
12:11:12.472;16.955;0
12:11:12.496;16.955;1
12:11:12.521;16.972;1
12:11:12.541;16.98;1
12:11:12.564;16.873;1
12:11:12.589;16.873;1
12:11:12.612;16.815;1
12:11:12.633;16.823;1
12:11:12.657;16.672;1
12:11:12.683;16.672;1
12:11:12.702;16.815;1
12:11:12.726;16.955;1
12:11:12.750;16.955;1
12:11:12.771;16.977;1
12:11:12.796;16.727;0
12:11:12.820;16.727;1
12:11:12.843;16.447;0
12:11:12.865;16.475;1
12:11:12.889;16.475;1
12:11:12.909;16.708;0
12:11:12.935;16.815;1
12:11:12.956;16.675;1
12:11:12.981;16.675;1
12:11:13.003;16.81;1
12:11:13.024;16.81;1
12:11:13.048;16.727;1
12:11:13.071;16.562;1
12:11:13.095;16.587;1
12:11:13.118;16.587;1
12:11:13.141;16.7;1
12:11:13.164;16.7;1
12:11:13.186;16.897;0
12:11:13.210;16.782;1
12:11:13.231;16.672;1
12:11:13.256;16.727;1
12:11:13.280;16.727;1
12:11:13.303;16.727;1
12:11:13.326;16.887;1
12:11:13.346;16.777;1
12:11:13.370;16.782;1
12:11:13.394;16.878;1
12:11:13.415;16.878;1
12:11:13.440;16.878;1
12:11:13.462;16.686;0
12:11:13.485;16.746;1
12:11:13.508;16.755;1
12:11:13.531;16.648;1
12:11:13.555;16.648;1
12:11:13.578;16.812;1
12:11:13.600;16.812;1
12:11:13.625;16.67;1
12:11:13.645;16.648;1
12:11:13.668;16.755;1
12:11:13.691;16.755;1
12:11:13.714;16.73;1
12:11:13.738;16.788;1
12:11:13.763;16.788;1
12:11:13.786;16.409;0
12:11:13.806;16.81;0
12:11:13.831;16.81;1
12:11:13.852;16.587;0
12:11:13.878;16.755;1
12:11:13.900;16.672;1
12:11:13.922;16.884;0
12:11:13.945;16.884;1
12:11:13.968;16.884;1
12:11:13.990;16.936;1
12:11:14.015;16.862;1
12:11:14.037;16.73;1
12:11:14.059;16.675;1
12:11:14.085;16.81;1
12:11:14.105;16.81;1
12:11:14.130;16.81;1
12:11:14.152;16.785;1
12:11:14.177;16.7;1
12:11:14.200;16.76;1
12:11:14.220;16.785;1
12:11:14.246;16.785;1
12:11:14.266;16.735;1
12:11:14.289;16.735;1
12:11:14.312;16.727;1
12:11:14.335;16.95;0
12:11:14.361;16.87;1
12:11:14.382;16.87;1
12:11:14.407;16.727;1
12:11:14.427;16.727;1
12:11:14.451;16.67;1
12:11:14.475;16.409;0
12:11:14.498;16.354;1
12:11:14.522;16.354;0
12:11:14.544;16.464;0
12:11:14.566;16.464;0
12:11:14.588;16.56;0
12:11:14.611;16.812;0
12:11:14.634;16.851;0
12:11:14.660;16.851;0
12:11:14.683;16.681;0
12:11:14.703;16.812;0
12:11:14.726;16.672;0
12:11:14.749;16.807;0
12:11:14.774;16.807;0
12:11:14.795;16.807;0
12:11:14.818;16.779;0
12:11:14.841;16.779;1
12:11:14.864;16.7;1
12:11:14.887;16.7;1
12:11:14.910;16.757;1
12:11:14.933;16.757;1
12:11:14.956;16.757;1
12:11:14.982;16.587;1
12:11:15.003;16.587;1
12:11:15.025;16.67;1
12:11:15.049;16.821;1
12:11:15.071;16.837;1
12:11:15.096;16.837;1
12:11:15.118;16.837;1
12:11:15.143;16.76;1
12:11:15.165;16.895;1
12:11:15.188;16.799;1
12:11:15.210;16.672;1
12:11:15.234;16.672;1
12:11:15.258;16.691;1
12:11:15.282;16.691;1
12:11:15.305;16.859;1
12:11:15.327;16.7;1
12:11:15.348;16.656;1
12:11:15.371;16.656;1
12:11:15.395;16.84;0
12:11:15.417;16.656;0
12:11:15.440;16.755;1
12:11:15.463;16.711;1
12:11:15.486;16.711;1
12:11:15.509;16.903;0
12:11:15.532;16.766;1
12:11:15.555;16.766;1
12:11:15.578;16.81;1
12:11:15.601;16.865;1
12:11:15.624;16.865;1
12:11:15.647;16.7;1
12:11:15.671;16.79;1
12:11:15.693;16.79;1
12:11:15.716;16.84;1
12:11:15.739;16.724;1
12:11:15.765;16.724;1
12:11:15.787;16.867;1
12:11:15.809;16.867;1
12:11:15.831;16.955;1
12:11:15.855;16.955;1
12:11:15.880;16.801;1
12:11:15.900;16.801;1
12:11:15.924;16.766;1
12:11:15.947;16.81;1
12:11:15.971;16.81;1
12:11:15.992;16.807;1
12:11:16.016;16.755;1
12:11:16.039;16.755;1
12:11:16.061;16.84;1
12:11:16.084;16.801;1
12:11:16.110;16.733;1
12:11:16.130;16.733;1
12:11:16.152;16.73;1
12:11:16.175;16.73;1
12:11:16.198;16.991;0
12:11:16.223;16.815;1
12:11:16.244;16.81;1
12:11:16.267;16.81;1
12:11:16.290;16.702;1
12:11:16.314;16.529;1
12:11:16.339;16.529;1
12:11:16.360;16.472;1
12:11:16.386;16.518;1
12:11:16.406;16.518;1
12:11:16.428;16.675;1
12:11:16.452;16.785;1
12:11:16.476;16.785;1
12:11:16.497;16.818;1
12:11:16.521;16.67;1
12:11:16.546;16.615;1
12:11:16.569;16.606;1
12:11:16.590;16.606;1
12:11:16.612;16.606;1
12:11:16.635;16.752;1
12:11:16.660;16.7;1
12:11:16.683;16.81;1
12:11:16.704;16.617;0
12:11:16.729;16.617;1
12:11:16.751;16.617;1
