TimeStamp;Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм);0 - Bad, 1 - Good
12:10:57.915;301.242;1
12:10:57.938;301.446;1
12:10:57.962;301.446;1
12:10:57.984;301.446;1
12:10:58.006;301.835;1
12:10:58.028;301.835;1
12:10:58.053;301.613;1
12:10:58.075;301.279;1
12:10:58.099;301.279;1
12:10:58.121;301.279;1
12:10:58.144;300.927;1
12:10:58.168;300.927;1
12:10:58.190;301.131;1
12:10:58.212;301.687;1
12:10:58.235;301.687;1
12:10:58.261;301.928;1
12:10:58.284;301.928;1
12:10:58.305;301.965;1
12:10:58.327;301.706;1
12:10:58.350;301.594;1
12:10:58.375;301.891;1
12:10:58.398;301.891;1
12:10:58.421;301.891;1
12:10:58.442;302.355;1
12:10:58.465;302.169;1
12:10:58.488;301.687;1
12:10:58.512;301.261;1
12:10:58.535;301.261;1
12:10:58.557;301.261;1
12:10:58.584;301.483;1
12:10:58.604;301.873;1
12:10:58.627;302.188;1
12:10:58.651;302.095;1
12:10:58.673;302.095;1
12:10:58.695;302.095;1
12:10:58.719;302.169;1
12:10:58.742;301.965;1
12:10:58.764;301.798;1
12:10:58.789;301.798;1
12:10:58.810;301.798;1
12:10:58.833;301.798;1
12:10:58.857;301.761;1
12:10:58.882;302.077;1
12:10:58.904;302.151;1
12:10:58.925;301.78;1
12:10:58.948;301.78;1
12:10:58.971;301.131;1
12:10:58.997;301.131;1
12:10:59.020;301.02;1
12:10:59.041;301.539;1
12:10:59.064;302.132;1
12:10:59.086;302.132;1
12:10:59.111;301.835;1
12:10:59.134;301.483;1
12:10:59.157;301.706;1
12:10:59.183;301.706;1
12:10:59.201;302.114;1
12:10:59.224;302.114;1
12:10:59.248;301.947;1
12:10:59.272;301.798;1
12:10:59.294;302.095;1
12:10:59.316;302.095;1
12:10:59.340;302.151;1
12:10:59.362;301.854;1
12:10:59.386;301.854;1
12:10:59.409;301.669;1
12:10:59.433;301.372;1
12:10:59.456;301.576;1
12:10:59.478;301.576;1
12:10:59.500;301.632;1
12:10:59.523;301.632;1
12:10:59.547;301.372;1
12:10:59.570;300.927;1
12:10:59.592;301.242;1
12:10:59.616;301.242;1
12:10:59.638;301.391;1
12:10:59.661;301.316;1
12:10:59.685;301.316;1
12:10:59.707;301.539;1
12:10:59.730;301.539;1
12:10:59.753;301.446;1
12:10:59.776;301.446;1
12:10:59.799;301.446;1
12:10:59.822;301.743;1
12:10:59.845;301.65;1
12:10:59.868;301.65;1
12:10:59.891;301.353;1
12:10:59.914;301.353;1
12:10:59.937;301.446;1
12:10:59.960;301.094;1
12:10:59.983;301.057;1
12:11:00.007;301.057;1
12:11:00.031;301.112;1
12:11:00.052;301.112;1
12:11:00.075;301.112;1
12:11:00.098;301.112;1
12:11:00.121;301.038;1
12:11:00.144;301.279;1
12:11:00.167;301.835;1
12:11:00.191;301.835;1
12:11:00.213;301.835;1
12:11:00.236;301.835;1
12:11:00.260;301.539;1
12:11:00.286;301.261;1
12:11:00.306;301.242;1
12:11:00.330;301.242;1
12:11:00.353;301.428;1
12:11:00.376;301.576;1
12:11:00.400;301.576;1
12:11:00.421;301.279;1
12:11:00.443;301.446;1
12:11:00.466;301.576;1
12:11:00.489;301.576;1
12:11:00.512;301.446;1
12:11:00.536;301.446;1
12:11:00.561;301.168;1
12:11:00.582;301.057;1
12:11:00.604;301.279;1
12:11:00.629;301.279;1
12:11:00.652;301.261;1
12:11:00.674;301.112;1
12:11:00.696;301.112;1
12:11:00.722;301.335;1
12:11:00.742;301.353;1
12:11:00.766;301.353;1
12:11:00.788;301.131;1
12:11:00.812;301.224;1
12:11:00.836;301.261;1
12:11:00.857;301.483;1
12:11:00.886;301.483;1
12:11:00.905;301.483;1
12:11:00.928;301.761;1
12:11:00.952;301.502;1
12:11:00.974;301.502;1
12:11:00.997;301.706;1
12:11:01.021;301.669;1
12:11:01.041;301.669;1
12:11:01.064;301.669;1
12:11:01.087;301.669;1
12:11:01.110;301.409;1
12:11:01.133;301.242;1
12:11:01.156;301.298;1
12:11:01.182;301.298;1
12:11:01.203;301.446;1
12:11:01.225;301.446;1
12:11:01.248;301.372;1
12:11:01.272;301.613;1
12:11:01.294;301.854;1
12:11:01.317;301.854;1
12:11:01.340;301.873;1
12:11:01.363;301.873;1
12:11:01.386;301.984;1
12:11:01.409;301.91;1
12:11:01.432;301.65;1
12:11:01.455;301.65;1
12:11:01.480;301.65;1
12:11:01.501;301.761;1
12:11:01.524;301.465;1
12:11:01.547;301.465;1
12:11:01.570;301.261;1
12:11:01.594;301.261;1
12:11:01.617;301.261;1
12:11:01.639;301.483;1
12:11:01.663;301.724;1
12:11:01.686;301.835;1
12:11:01.708;301.798;1
12:11:01.731;301.798;1
12:11:01.755;301.798;1
12:11:01.777;301.242;1
12:11:01.801;300.983;1
12:11:01.824;301.205;1
12:11:01.847;301.65;1
12:11:01.869;301.65;1
12:11:01.895;301.65;1
12:11:01.916;301.761;1
12:11:01.939;301.761;1
12:11:01.963;301.65;1
12:11:01.987;301.761;1
12:11:02.010;301.761;1
12:11:02.031;301.854;1
12:11:02.055;301.632;1
12:11:02.077;301.632;1
12:11:02.100;301.502;1
12:11:02.124;301.465;1
12:11:02.148;301.298;1
12:11:02.169;301.298;1
12:11:02.192;301.594;1
12:11:02.217;301.594;1
12:11:02.241;302.077;1
12:11:02.264;302.28;1
12:11:02.286;302.206;1
12:11:02.307;302.206;1
12:11:02.332;301.706;1
12:11:02.354;301.632;1
12:11:02.376;301.984;1
12:11:02.401;302.114;1
12:11:02.422;302.114;1
12:11:02.446;302.114;1
12:11:02.470;302.151;1
12:11:02.492;301.928;1
12:11:02.516;301.65;1
12:11:02.538;301.687;1
12:11:02.563;301.687;1
12:11:02.585;301.687;1
12:11:02.607;301.353;1
12:11:02.631;301.261;1
12:11:02.654;301.261;1
12:11:02.676;301.465;1
12:11:02.698;301.465;1
12:11:02.721;301.261;1
12:11:02.744;301.261;1
12:11:02.769;301.446;1
12:11:02.790;301.409;1
12:11:02.813;301.15;1
12:11:02.836;301.15;1
12:11:02.859;301.335;1
12:11:02.883;301.298;1
12:11:02.907;301.298;1
12:11:02.929;301.669;1
12:11:02.952;301.502;1
12:11:02.974;301.502;1
12:11:02.998;301.724;1
12:11:03.020;301.724;1
12:11:03.043;301.724;1
12:11:03.065;301.316;1
12:11:03.088;301.353;1
12:11:03.111;301.353;1
12:11:03.134;301.409;1
12:11:03.160;301.205;1
12:11:03.181;301.706;1
12:11:03.203;301.706;1
12:11:03.226;301.891;1
12:11:03.252;302.225;1
12:11:03.274;302.225;1
12:11:03.296;301.798;1
12:11:03.320;301.112;1
12:11:03.341;301.075;1
12:11:03.366;301.075;1
12:11:03.389;300.964;1
12:11:03.413;300.964;1
12:11:03.435;301.075;1
12:11:03.457;300.871;1
12:11:03.482;300.575;1
12:11:03.503;300.575;1
12:11:03.525;301.057;1
12:11:03.551;301.057;1
12:11:03.573;301.391;1
12:11:03.594;301.261;1
12:11:03.617;301.428;1
12:11:03.640;301.465;1
12:11:03.665;301.465;1
12:11:03.686;301.465;1
12:11:03.709;301.335;1
12:11:03.732;301.168;1
12:11:03.755;300.964;1
12:11:03.783;301.057;1
12:11:03.801;301.057;1
12:11:03.824;301.057;1
12:11:03.847;301.391;1
12:11:03.870;301.316;1
12:11:03.894;301.316;1
12:11:03.916;301.428;1
12:11:03.940;301.428;1
12:11:03.962;301.724;1
12:11:03.985;301.724;1
12:11:04.008;301.724;1
12:11:04.032;301.873;1
12:11:04.055;301.446;1
12:11:04.077;301.335;1
12:11:04.100;301.205;1
12:11:04.123;301.483;1
12:11:04.146;301.483;1
12:11:04.169;301.594;1
12:11:04.193;301.298;1
12:11:04.215;301.298;1
12:11:04.239;301.112;1
12:11:04.261;301.02;1
12:11:04.285;301.02;1
12:11:04.307;301.15;1
12:11:04.330;301.15;1
12:11:04.355;301.15;1
12:11:04.376;301.409;1
12:11:04.400;301.409;1
12:11:04.422;301.298;1
12:11:04.445;301.298;1
12:11:04.468;301.168;1
12:11:04.492;301.353;1
12:11:04.514;301.353;1
12:11:04.537;301.353;1
12:11:04.560;301.557;1
12:11:04.584;301.594;1
12:11:04.607;301.65;1
12:11:04.630;301.613;1
12:11:04.653;301.613;1
12:11:04.676;301.613;1
12:11:04.698;301.391;1
12:11:04.721;301.446;1
12:11:04.744;301.854;1
12:11:04.767;301.854;1
12:11:04.790;301.854;1
12:11:04.813;301.854;1
12:11:04.836;302.077;1
12:11:04.860;302.002;1
12:11:04.882;301.928;1
12:11:04.905;301.798;1
12:11:04.928;301.798;1
12:11:04.951;301.428;1
12:11:04.975;301.428;1
12:11:04.999;301.353;1
12:11:05.020;301.465;1
12:11:05.043;301.539;1
12:11:05.066;301.743;1
12:11:05.091;301.743;1
12:11:05.112;301.743;1
12:11:05.135;301.761;1
12:11:05.159;301.613;1
12:11:05.183;301.428;1
12:11:05.205;301.224;1
12:11:05.227;301.224;1
12:11:05.250;301.687;1
12:11:05.273;301.687;1
12:11:05.296;302.559;1
12:11:05.321;302.318;1
12:11:05.342;301.798;1
12:11:05.365;301.483;1
12:11:05.389;301.483;1
12:11:05.411;301.483;1
12:11:05.436;301.502;1
12:11:05.458;302.021;1
12:11:05.483;301.965;1
12:11:05.503;301.965;1
12:11:05.526;301.576;1
12:11:05.550;301.075;1
12:11:05.573;301.094;1
12:11:05.595;301.094;1
12:11:05.618;301.02;1
12:11:05.641;301.02;1
12:11:05.665;301.187;1
12:11:05.688;301.316;1
12:11:05.711;301.465;1
12:11:05.735;301.928;1
12:11:05.757;301.928;1
12:11:05.783;302.132;1
12:11:05.803;302.132;1
12:11:05.826;301.65;1
12:11:05.850;301.094;1
12:11:05.872;300.723;1
12:11:05.895;300.723;1
12:11:05.918;300.853;1
12:11:05.941;300.853;1
12:11:05.964;301.168;1
12:11:05.988;301.669;1
12:11:06.009;301.706;1
12:11:06.035;301.706;1
12:11:06.057;301.557;1
12:11:06.081;301.353;1
12:11:06.101;301.353;1
12:11:06.124;301.465;1
12:11:06.147;301.594;1
12:11:06.173;301.594;1
12:11:06.193;301.131;1
12:11:06.216;301.187;1
12:11:06.239;301.52;1
12:11:06.262;301.428;1
12:11:06.286;301.52;1
12:11:06.308;301.52;1
12:11:06.331;301.52;1
12:11:06.354;301.428;1
12:11:06.377;301.428;1
12:11:06.400;301.428;1
12:11:06.424;301.428;1
12:11:06.447;301.353;1
12:11:06.470;301.353;1
12:11:06.492;301.446;1
12:11:06.515;301.409;1
12:11:06.538;301.298;1
12:11:06.563;301.316;1
12:11:06.585;301.316;1
12:11:06.608;301.316;1
12:11:06.630;300.871;1
12:11:06.656;300.76;1
12:11:06.679;301.001;1
12:11:06.701;301.001;1
12:11:06.723;301.335;1
12:11:06.746;301.335;1
12:11:06.769;301.539;1
12:11:06.791;301.353;1
12:11:06.814;301.613;1
12:11:06.837;301.594;1
12:11:06.863;301.465;1
12:11:06.884;301.465;1
12:11:06.907;301.465;1
12:11:06.929;301.706;1
12:11:06.955;301.984;1
12:11:06.977;301.984;1
12:11:07.001;301.798;1
12:11:07.021;301.798;1
12:11:07.046;301.798;1
12:11:07.069;301.743;1
12:11:07.090;301.557;1
12:11:07.113;301.353;1
12:11:07.136;301.428;1
12:11:07.160;301.428;1
12:11:07.183;301.428;1
12:11:07.205;301.743;1
12:11:07.228;302.169;1
12:11:07.254;301.928;1
12:11:07.276;301.539;1
12:11:07.297;301.539;1
12:11:07.320;301.502;1
12:11:07.345;301.502;1
12:11:07.366;301.835;1
12:11:07.392;301.483;1
12:11:07.412;301.224;1
12:11:07.438;301.224;1
12:11:07.459;301.576;1
12:11:07.483;301.576;1
12:11:07.506;301.835;1
12:11:07.527;301.539;1
12:11:07.553;301.502;1
12:11:07.575;301.372;1
12:11:07.596;301.372;1
12:11:07.619;301.446;1
12:11:07.642;301.131;1
12:11:07.665;301.131;1
12:11:07.688;301.316;1
12:11:07.711;302.077;1
12:11:07.734;302.077;1
12:11:07.757;302.484;1
12:11:07.780;302.188;1
12:11:07.803;301.483;1
12:11:07.828;301.483;1
12:11:07.851;301.576;1
12:11:07.873;301.576;1
12:11:07.895;301.91;1
12:11:07.918;301.798;1
12:11:07.941;301.78;1
12:11:07.964;301.576;1
12:11:07.988;301.576;1
12:11:08.010;301.576;1
12:11:08.033;301.576;1
12:11:08.056;301.557;1
12:11:08.083;301.724;1
12:11:08.103;301.724;1
12:11:08.126;301.372;1
12:11:08.148;301.372;1
12:11:08.171;301.372;1
12:11:08.194;301.557;1
12:11:08.217;301.465;1
12:11:08.240;301.075;1
12:11:08.264;301.279;1
12:11:08.287;301.279;1
12:11:08.309;301.279;1
12:11:08.333;301.613;1
12:11:08.356;301.539;1
12:11:08.384;301.372;1
12:11:08.402;301.483;1
12:11:08.425;301.483;1
12:11:08.449;301.613;1
12:11:08.472;301.594;1
12:11:08.494;301.594;1
12:11:08.517;301.428;1
12:11:08.541;301.224;1
12:11:08.564;301.001;1
12:11:08.587;301.001;1
12:11:08.609;301.242;1
12:11:08.633;301.743;1
12:11:08.658;301.502;1
12:11:08.679;301.502;1
12:11:08.704;301.335;1
12:11:08.725;301.335;1
12:11:08.747;301.242;1
12:11:08.772;300.834;1
12:11:08.796;300.834;1
12:11:08.817;301.261;1
12:11:08.839;301.261;1
12:11:08.864;301.261;1
12:11:08.886;301.576;1
12:11:08.909;301.353;1
12:11:08.934;301.001;1
12:11:08.956;301.168;1
12:11:08.977;301.168;1
12:11:09.002;301.168;1
12:11:09.024;301.465;1
12:11:09.047;301.576;1
12:11:09.070;301.446;1
12:11:09.093;301.094;1
12:11:09.117;301.094;1
12:11:09.139;301.242;1
12:11:09.163;301.038;1
12:11:09.184;301.038;1
12:11:09.207;301.242;1
12:11:09.232;301.094;1
12:11:09.254;301.094;1
12:11:09.276;300.946;1
12:11:09.300;301.057;1
12:11:09.324;301.576;1
12:11:09.345;301.576;1
12:11:09.369;301.669;1
12:11:09.391;301.669;1
12:11:09.414;301.854;1
12:11:09.437;301.947;1
12:11:09.460;302.132;1
12:11:09.484;301.891;1
12:11:09.506;301.891;1
12:11:09.530;302.002;1
12:11:09.552;302.002;1
12:11:09.574;302.021;1
12:11:09.597;301.984;1
12:11:09.620;301.835;1
12:11:09.644;301.391;1
12:11:09.667;301.391;1
12:11:09.689;301.391;1
12:11:09.712;301.131;1
12:11:09.735;301.835;1
12:11:09.758;302.039;1
12:11:09.781;301.928;1
12:11:09.806;301.928;1
12:11:09.828;301.928;1
12:11:09.851;301.502;1
12:11:09.873;301.409;1
12:11:09.898;301.372;1
12:11:09.922;301.372;1
12:11:09.943;301.372;1
12:11:09.967;301.372;1
12:11:09.988;301.576;1
12:11:10.011;301.854;1
12:11:10.034;301.947;1
12:11:10.057;301.984;1
12:11:10.084;301.984;1
12:11:10.103;301.91;1
12:11:10.127;301.91;1
12:11:10.151;301.891;1
12:11:10.173;301.873;1
12:11:10.195;302.151;1
12:11:10.218;302.151;1
12:11:10.241;302.095;1
12:11:10.264;302.077;1
12:11:10.287;302.077;1
12:11:10.310;301.743;1
12:11:10.336;301.817;1
12:11:10.358;301.817;1
12:11:10.383;301.891;1
12:11:10.403;302.039;1
12:11:10.425;302.039;1
12:11:10.450;301.743;1
12:11:10.473;301.65;1
12:11:10.494;301.65;1
12:11:10.517;301.65;1
12:11:10.540;301.687;1
12:11:10.563;301.557;1
12:11:10.586;301.557;1
12:11:10.609;301.261;1
12:11:10.632;301.261;1
12:11:10.655;301.261;1
12:11:10.681;301.576;1
12:11:10.704;301.873;1
12:11:10.725;301.632;1
12:11:10.749;301.502;1
12:11:10.770;301.502;1
12:11:10.794;301.483;1
12:11:10.817;301.483;1
12:11:10.839;301.632;1
12:11:10.865;301.743;1
12:11:10.886;301.594;1
12:11:10.908;301.52;1
12:11:10.934;301.52;1
12:11:10.955;301.78;1
12:11:10.979;301.78;1
12:11:11.000;301.557;1
12:11:11.023;301.224;1
12:11:11.046;301.335;1
12:11:11.069;301.335;1
12:11:11.095;301.465;1
12:11:11.115;301.706;1
12:11:11.141;301.446;1
12:11:11.162;301.446;1
12:11:11.184;301.446;1
12:11:11.208;301.446;1
12:11:11.230;301.483;1
12:11:11.256;301.409;1
12:11:11.278;301.409;1
12:11:11.300;301.724;1
12:11:11.322;301.724;1
12:11:11.347;301.724;1
12:11:11.370;301.724;1
12:11:11.393;301.632;1
12:11:11.417;301.613;1
12:11:11.439;301.743;1
12:11:11.461;301.743;1
12:11:11.483;301.91;1
12:11:11.507;301.91;1
12:11:11.531;301.687;1
12:11:11.553;301.576;1
12:11:11.575;301.279;1
12:11:11.599;301.465;1
12:11:11.623;301.465;1
12:11:11.645;301.465;1
12:11:11.669;301.687;1
12:11:11.692;301.761;1
12:11:11.713;301.446;1
12:11:11.739;301.187;1
12:11:11.761;301.187;1
12:11:11.786;301.187;1
12:11:11.806;301.112;1
12:11:11.828;301.242;1
12:11:11.851;301.52;1
12:11:11.877;301.706;1
12:11:11.900;301.706;1
12:11:11.920;301.835;1
12:11:11.946;301.316;1
12:11:11.967;301.316;1
12:11:11.989;301.409;1
12:11:12.012;301.817;1
12:11:12.036;301.817;1
12:11:12.058;302.299;1
12:11:12.083;302.299;1
12:11:12.105;302.039;1
12:11:12.128;301.298;1
12:11:12.152;301.112;1
12:11:12.175;301.112;1
12:11:12.197;301.112;1
12:11:12.221;301.78;1
12:11:12.242;301.947;1
12:11:12.265;301.576;1
12:11:12.289;301.298;1
12:11:12.311;301.298;1
12:11:12.336;301.298;1
12:11:12.358;301.502;1
12:11:12.384;301.706;1
12:11:12.406;301.91;1
12:11:12.427;301.613;1
12:11:12.449;301.576;1
12:11:12.472;301.576;1
12:11:12.496;301.576;1
12:11:12.521;301.724;1
12:11:12.541;301.947;1
12:11:12.564;302.002;1
12:11:12.589;301.798;1
12:11:12.612;301.798;1
12:11:12.633;301.724;1
12:11:12.657;301.761;1
12:11:12.683;301.761;1
12:11:12.702;301.706;1
12:11:12.726;301.576;1
12:11:12.750;301.576;1
12:11:12.771;301.576;1
12:11:12.796;301.446;1
12:11:12.820;301.446;1
12:11:12.843;301.483;1
12:11:12.865;301.724;1
12:11:12.889;301.724;1
12:11:12.909;301.446;1
12:11:12.935;301.112;1
12:11:12.956;301.168;1
12:11:12.981;301.168;1
12:11:13.003;301.557;1
12:11:13.024;301.557;1
12:11:13.048;302.169;1
12:11:13.071;302.188;1
12:11:13.095;301.78;1
12:11:13.118;301.78;1
12:11:13.141;301.557;1
12:11:13.164;301.557;1
12:11:13.186;301.761;1
12:11:13.210;301.724;1
12:11:13.231;301.594;1
12:11:13.256;301.279;1
12:11:13.280;301.279;1
12:11:13.303;301.279;1
12:11:13.326;301.298;1
12:11:13.346;301.761;1
12:11:13.370;302.225;1
12:11:13.394;301.891;1
12:11:13.415;301.891;1
12:11:13.440;301.891;1
12:11:13.462;301.316;1
12:11:13.485;301.557;1
12:11:13.508;301.687;1
12:11:13.531;301.465;1
12:11:13.555;301.465;1
12:11:13.578;301.242;1
12:11:13.600;301.242;1
12:11:13.625;301.298;1
12:11:13.645;301.298;1
12:11:13.668;301.557;1
12:11:13.691;301.557;1
12:11:13.714;301.391;1
12:11:13.738;301.112;1
12:11:13.763;301.112;1
12:11:13.786;301.112;1
12:11:13.806;301.669;1
12:11:13.831;301.669;1
12:11:13.852;301.817;1
12:11:13.878;301.891;1
12:11:13.900;301.632;1
12:11:13.922;301.409;1
12:11:13.945;301.409;1
12:11:13.968;301.038;1
12:11:13.990;301.038;1
12:11:14.015;301.446;1
12:11:14.037;302.077;1
12:11:14.059;301.965;1
12:11:14.085;301.557;1
12:11:14.105;301.557;1
12:11:14.130;301.557;1
12:11:14.152;301.669;1
12:11:14.177;302.114;1
12:11:14.200;302.114;1
12:11:14.220;301.687;1
12:11:14.246;301.687;1
12:11:14.266;301.446;1
12:11:14.289;301.446;1
12:11:14.312;301.539;1
12:11:14.335;301.891;1
12:11:14.361;302.021;1
12:11:14.382;302.021;1
12:11:14.407;302.243;1
12:11:14.427;302.243;1
12:11:14.451;302.077;1
12:11:14.475;301.947;1
12:11:14.498;302.114;1
12:11:14.522;302.114;1
12:11:14.544;301.891;1
12:11:14.566;301.891;1
12:11:14.588;301.669;1
12:11:14.611;301.446;1
12:11:14.634;301.539;1
12:11:14.660;301.539;1
12:11:14.683;301.669;1
12:11:14.703;301.52;1
12:11:14.726;301.65;1
12:11:14.749;301.669;1
12:11:14.774;301.669;1
12:11:14.795;301.669;1
12:11:14.818;301.687;1
12:11:14.841;301.687;1
12:11:14.864;301.65;1
12:11:14.887;301.65;1
12:11:14.910;301.539;1
12:11:14.933;301.539;1
12:11:14.956;301.706;1
12:11:14.982;301.761;1
12:11:15.003;301.761;1
12:11:15.025;301.817;1
12:11:15.049;301.576;1
12:11:15.071;301.298;1
12:11:15.096;301.298;1
12:11:15.118;301.298;1
12:11:15.143;301.391;1
12:11:15.165;301.669;1
12:11:15.188;301.761;1
12:11:15.210;302.077;1
12:11:15.234;302.077;1
12:11:15.258;302.002;1
12:11:15.282;302.002;1
12:11:15.305;301.52;1
12:11:15.327;301.279;1
12:11:15.348;301.632;1
12:11:15.371;301.632;1
12:11:15.395;301.984;1
12:11:15.417;301.724;1
12:11:15.440;301.353;1
12:11:15.463;301.075;1
12:11:15.486;301.075;1
12:11:15.509;301.483;1
12:11:15.532;301.724;1
12:11:15.555;301.724;1
12:11:15.578;301.613;1
12:11:15.601;301.409;1
12:11:15.624;301.409;1
12:11:15.647;301.613;1
12:11:15.671;301.947;1
12:11:15.693;301.947;1
12:11:15.716;302.169;1
12:11:15.739;302.225;1
12:11:15.765;302.225;1
12:11:15.787;302.243;1
12:11:15.809;302.243;1
12:11:15.831;302.021;1
12:11:15.855;301.947;1
12:11:15.880;301.91;1
12:11:15.900;301.91;1
12:11:15.924;301.984;1
12:11:15.947;301.78;1
12:11:15.971;301.78;1
12:11:15.992;301.724;1
12:11:16.016;301.947;1
12:11:16.039;301.947;1
12:11:16.061;301.835;1
12:11:16.084;302.058;1
12:11:16.110;301.873;1
12:11:16.130;301.873;1
12:11:16.152;301.78;1
12:11:16.175;301.78;1
12:11:16.198;301.632;1
12:11:16.223;301.298;1
12:11:16.244;301.298;1
12:11:16.267;301.298;1
12:11:16.290;301.52;1
12:11:16.314;301.78;1
12:11:16.339;301.78;1
12:11:16.360;301.576;1
12:11:16.386;301.798;1
12:11:16.406;301.798;1
12:11:16.428;301.835;1
12:11:16.452;301.65;1
12:11:16.476;301.65;1
12:11:16.497;301.613;1
12:11:16.521;301.873;1
12:11:16.546;301.891;1
12:11:16.569;301.576;1
12:11:16.590;301.576;1
12:11:16.612;301.576;1
12:11:16.635;301.798;1
12:11:16.660;302.28;1
12:11:16.683;302.243;1
12:11:16.704;301.854;1
12:11:16.729;301.854;1
12:11:16.751;301.854;1
12:11:16.775;301.446;1
12:11:16.798;301.576;1
12:11:16.821;301.557;1
12:11:16.843;301.632;1
12:11:16.866;301.632;1
12:11:16.888;301.632;1
12:11:16.912;301.391;1
12:11:16.935;301.483;1
12:11:16.958;301.52;1
12:11:16.982;301.353;1
12:11:17.005;301.353;1
12:11:17.027;301.353;1
12:11:17.050;301.409;1
12:11:17.073;301.891;1
12:11:17.098;302.151;1
12:11:17.120;302.151;1
12:11:17.143;302.151;1
12:11:17.164;302.151;1
12:11:17.190;301.613;1
12:11:17.211;301.687;1
12:11:17.234;301.91;1
12:11:17.257;302.021;1
12:11:17.281;302.021;1
12:11:17.302;301.91;1
12:11:17.325;301.91;1
12:11:17.349;302.262;1
12:11:17.371;301.947;1
12:11:17.396;301.669;1
12:11:17.418;301.65;1
12:11:17.441;301.65;1
12:11:17.463;301.65;1
12:11:17.486;301.761;1
12:11:17.509;301.316;1
12:11:17.532;301.316;1
12:11:17.555;301.594;1
12:11:17.580;301.594;1
12:11:17.601;301.891;1
12:11:17.624;302.002;1
12:11:17.647;301.835;1
12:11:17.672;301.835;1
12:11:17.693;301.65;1
12:11:17.716;301.65;1
12:11:17.739;301.873;1
12:11:17.762;301.947;1
12:11:17.786;301.835;1
12:11:17.808;301.835;1
12:11:17.831;301.428;1
12:11:17.855;301.428;1
12:11:17.879;300.779;1
12:11:17.901;300.834;1
12:11:17.925;301.428;1
12:11:17.948;301.873;1
12:11:17.970;301.873;1
12:11:17.993;302.225;1
12:11:18.017;302.225;1
12:11:18.039;301.873;1
12:11:18.062;301.15;1
12:11:18.084;300.908;1
12:11:18.107;300.908;1
12:11:18.132;301.094;1
12:11:18.154;301.094;1
12:11:18.179;301.168;1
12:11:18.200;301.316;1
12:11:18.223;301.594;1
12:11:18.246;301.854;1
12:11:18.268;301.854;1
12:11:18.294;301.854;1
12:11:18.314;301.78;1
12:11:18.340;301.835;1
12:11:18.361;302.188;1
12:11:18.386;302.021;1
12:11:18.408;302.021;1
12:11:18.430;302.021;1
12:11:18.454;301.483;1
12:11:18.475;301.187;1
12:11:18.498;301.465;1
12:11:18.521;301.965;1
12:11:18.546;301.965;1
12:11:18.569;301.965;1
12:11:18.591;301.873;1
12:11:18.615;301.539;1
12:11:18.638;301.112;1
12:11:18.659;301.057;1
12:11:18.684;301.057;1
12:11:18.707;301.465;1
12:11:18.728;301.465;1
12:11:18.752;302.336;1
12:11:18.777;302.577;1
12:11:18.800;302.206;1
12:11:18.820;302.206;1
12:11:18.844;301.52;1
12:11:18.867;301.52;1
12:11:18.889;301.168;1
12:11:18.913;301.353;1
12:11:18.936;301.632;1
12:11:18.961;301.613;1
12:11:18.986;301.613;1
12:11:19.005;301.613;1
12:11:19.028;301.372;1
12:11:19.050;301.65;1
12:11:19.075;301.817;1
12:11:19.099;301.743;1
12:11:19.122;301.743;1
12:11:19.143;301.743;1
12:11:19.165;301.761;1
12:11:19.188;301.594;1
12:11:19.212;301.632;1
12:11:19.235;301.428;1
12:11:19.258;301.428;1
12:11:19.286;301.428;1
12:11:19.304;301.279;1
12:11:19.328;301.168;1
12:11:19.349;301.168;1
12:11:19.373;301.446;1
12:11:19.395;301.446;1
12:11:19.418;301.928;1
12:11:19.443;302.429;1
12:11:19.467;302.429;1
12:11:19.487;302.503;1
12:11:19.511;302.132;1
12:11:19.534;302.132;1
12:11:19.557;301.687;1
12:11:19.581;301.279;1
12:11:19.603;301.279;1
12:11:19.626;301.52;1
12:11:19.650;302.225;1
12:11:19.673;302.225;1
12:11:19.696;302.818;1
12:11:19.720;302.818;1
12:11:19.742;302.8;1
12:11:19.764;301.965;1
12:11:19.788;301.428;1
12:11:19.809;301.428;1
12:11:19.834;301.428;1
12:11:19.855;301.65;1
12:11:19.882;301.65;1
12:11:19.902;301.817;1
12:11:19.925;302.058;1
12:11:19.947;302.058;1
12:11:19.971;302.077;1
12:11:19.995;301.687;1
12:11:20.017;301.594;1
12:11:20.040;301.594;1
12:11:20.063;301.613;1
12:11:20.086;301.613;1
12:11:20.109;301.557;1
12:11:20.133;301.557;1
12:11:20.156;301.557;1
12:11:20.178;301.78;1
12:11:20.202;301.984;1
12:11:20.226;301.835;1
12:11:20.247;301.835;1
12:11:20.270;301.594;1
12:11:20.294;301.409;1
12:11:20.315;301.409;1
12:11:20.339;301.743;1
12:11:20.363;301.947;1
12:11:20.388;301.947;1
12:11:20.407;301.891;1
12:11:20.430;301.724;1
12:11:20.455;301.798;1
12:11:20.479;301.835;1
12:11:20.502;301.835;1
12:11:20.523;301.835;1
12:11:20.545;301.78;1
12:11:20.568;301.298;1
12:11:20.592;301.298;1
12:11:20.614;301.298;1
12:11:20.638;301.724;1
12:11:20.661;301.724;1
12:11:20.686;302.114;1
12:11:20.707;301.984;1
12:11:20.730;301.91;1
12:11:20.752;301.78;1
12:11:20.776;301.78;1
12:11:20.798;301.78;1
