TimeStamp;Частота вращения РСТ (Расчетная);0 - Bad, 1 - Good
12:11:10.886;1513.792;0
12:11:10.908;1513.776;1
12:11:10.934;1513.777;0
12:11:10.955;1513.767;1
12:11:10.979;1513.761;1
12:11:11.000;1513.761;1
12:11:11.023;1513.754;1
12:11:11.046;1513.757;1
12:11:11.069;1513.754;1
12:11:11.095;1513.763;1
12:11:11.115;1513.761;1
12:11:11.141;1513.755;1
12:11:11.162;1513.751;1
12:11:11.184;1513.74;0
12:11:11.208;1513.74;1
12:11:11.230;1513.73;0
12:11:11.256;1513.724;1
12:11:11.278;1513.704;1
12:11:11.300;1513.703;0
12:11:11.322;1513.703;1
12:11:11.347;1513.716;1
12:11:11.370;1513.716;1
12:11:11.393;1513.724;1
12:11:11.417;1513.725;0
12:11:11.439;1513.727;1
12:11:11.461;1513.725;1
12:11:11.483;1513.717;1
12:11:11.507;1513.709;1
12:11:11.531;1513.709;1
12:11:11.553;1513.713;1
12:11:11.575;1513.709;1
12:11:11.599;1513.729;1
12:11:11.623;1513.733;1
12:11:11.645;1513.733;1
12:11:11.669;1513.766;1
12:11:11.692;1513.797;1
12:11:11.713;1513.841;1
12:11:11.739;1513.857;1
12:11:11.761;1513.892;1
12:11:11.786;1513.908;1
12:11:11.806;1513.908;1
12:11:11.828;1513.938;1
12:11:11.851;1513.958;1
12:11:11.877;1513.997;1
12:11:11.900;1514.008;1
12:11:11.920;1514.029;1
12:11:11.946;1514.057;1
12:11:11.967;1514.08;1
12:11:11.989;1514.08;1
12:11:12.012;1514.108;1
12:11:12.036;1514.133;1
12:11:12.058;1514.155;1
12:11:12.083;1514.155;1
12:11:12.105;1514.201;1
12:11:12.128;1514.223;1
12:11:12.152;1514.268;1
12:11:12.175;1514.296;1
12:11:12.197;1514.336;1
12:11:12.221;1514.336;1
12:11:12.242;1514.379;1
12:11:12.265;1514.41;1
12:11:12.289;1514.448;1
12:11:12.311;1514.492;1
12:11:12.336;1514.492;1
12:11:12.358;1514.492;1
12:11:12.384;1514.518;1
12:11:12.406;1514.535;1
12:11:12.427;1514.552;1
12:11:12.449;1514.567;1
12:11:12.472;1514.574;1
12:11:12.496;1514.58;0
12:11:12.521;1514.58;1
12:11:12.541;1514.584;0
12:11:12.564;1514.584;1
12:11:12.589;1514.59;1
12:11:12.612;1514.593;1
12:11:12.633;1514.606;1
12:11:12.657;1514.616;1
12:11:12.683;1514.623;1
12:11:12.702;1514.623;1
12:11:12.726;1514.645;1
12:11:12.750;1514.658;1
12:11:12.771;1514.67;1
12:11:12.796;1514.675;0
12:11:12.820;1514.677;1
12:11:12.843;1514.677;1
12:11:12.865;1514.672;1
12:11:12.889;1514.671;0
12:11:12.909;1514.658;1
12:11:12.935;1514.655;1
12:11:12.956;1514.641;1
12:11:12.981;1514.618;1
12:11:13.003;1514.618;1
12:11:13.024;1514.6;1
12:11:13.048;1514.566;1
12:11:13.071;1514.547;1
12:11:13.095;1514.531;1
12:11:13.118;1514.492;1
12:11:13.141;1514.492;1
12:11:13.164;1514.483;1
12:11:13.186;1514.468;1
12:11:13.210;1514.443;1
12:11:13.231;1514.409;1
12:11:13.256;1514.366;1
12:11:13.280;1514.324;1
12:11:13.303;1514.324;1
12:11:13.326;1514.298;1
12:11:13.346;1514.261;1
12:11:13.370;1514.189;1
12:11:13.394;1514.146;1
12:11:13.415;1514.082;1
12:11:13.440;1514.013;1
12:11:13.462;1514.013;1
12:11:13.485;1513.966;1
12:11:13.508;1513.862;1
12:11:13.531;1513.83;1
12:11:13.555;1513.754;1
12:11:13.578;1513.655;1
12:11:13.600;1513.629;1
12:11:13.625;1513.629;1
12:11:13.645;1513.567;1
12:11:13.668;1513.508;1
12:11:13.691;1513.451;1
12:11:13.714;1513.4;1
12:11:13.738;1513.36;1
12:11:13.763;1513.317;1
12:11:13.786;1513.317;1
12:11:13.806;1513.265;1
12:11:13.831;1513.213;0
12:11:13.852;1513.184;1
12:11:13.878;1513.113;1
12:11:13.900;1513.054;1
12:11:13.922;1513.02;1
12:11:13.945;1512.941;1
12:11:13.968;1512.941;1
12:11:13.990;1512.911;1
12:11:14.015;1512.886;1
12:11:14.037;1512.78;1
12:11:14.059;1512.729;1
12:11:14.085;1512.65;1
12:11:14.105;1512.601;1
12:11:14.130;1512.601;1
12:11:14.152;1512.561;1
12:11:14.177;1512.496;1
12:11:14.200;1512.434;1
12:11:14.220;1512.414;1
12:11:14.246;1512.371;1
12:11:14.266;1512.294;1
12:11:14.289;1512.244;1
12:11:14.312;1512.244;1
12:11:14.335;1512.174;1
12:11:14.361;1512.146;1
12:11:14.382;1512.107;1
12:11:14.407;1512.042;1
12:11:14.427;1512.026;1
12:11:14.451;1512.026;1
12:11:14.475;1511.986;1
12:11:14.498;1511.942;1
12:11:14.522;1511.93;1
12:11:14.544;1511.919;1
12:11:14.566;1511.932;1
12:11:14.588;1511.932;1
12:11:14.611;1511.939;1
12:11:14.634;1511.966;1
12:11:14.660;1511.979;1
12:11:14.683;1511.996;1
12:11:14.703;1512.016;1
12:11:14.726;1512.038;1
12:11:14.749;1512.044;1
12:11:14.774;1512.05;1
12:11:14.795;1512.05;1
12:11:14.818;1512.069;1
12:11:14.841;1512.069;1
12:11:14.864;1512.08;1
12:11:14.887;1512.08;1
12:11:14.910;1512.089;1
12:11:14.933;1512.089;1
12:11:14.956;1512.074;1
12:11:14.982;1512.06;1
12:11:15.003;1512.06;1
12:11:15.025;1512.045;1
12:11:15.049;1512.01;1
12:11:15.071;1511.931;1
12:11:15.096;1511.931;1
12:11:15.118;1511.904;1
12:11:15.143;1511.904;1
12:11:15.165;1511.881;1
12:11:15.188;1511.869;1
12:11:15.210;1511.839;1
12:11:15.234;1511.835;0
12:11:15.258;1511.832;0
12:11:15.282;1511.84;0
12:11:15.305;1511.84;1
12:11:15.327;1511.846;0
12:11:15.348;1511.862;1
12:11:15.371;1511.87;1
12:11:15.395;1511.88;0
12:11:15.417;1511.925;1
12:11:15.440;1511.925;1
12:11:15.463;1511.959;1
12:11:15.486;1511.959;1
12:11:15.509;1512.057;1
12:11:15.532;1512.082;1
12:11:15.555;1512.136;1
12:11:15.578;1512.136;1
12:11:15.601;1512.168;1
12:11:15.624;1512.218;1
12:11:15.647;1512.235;1
12:11:15.671;1512.271;1
12:11:15.693;1512.309;1
12:11:15.716;1512.309;1
12:11:15.739;1512.348;1
12:11:15.765;1512.392;1
12:11:15.787;1512.455;1
12:11:15.809;1512.487;1
12:11:15.831;1512.487;1
12:11:15.855;1512.559;1
12:11:15.880;1512.585;1
12:11:15.900;1512.618;1
12:11:15.924;1512.656;1
12:11:15.947;1512.677;1
12:11:15.971;1512.702;1
12:11:15.992;1512.702;1
12:11:16.016;1512.721;1
12:11:16.039;1512.728;1
12:11:16.061;1512.742;1
12:11:16.084;1512.778;1
12:11:16.110;1512.797;1
12:11:16.130;1512.834;1
12:11:16.152;1512.834;1
12:11:16.175;1512.869;1
12:11:16.198;1512.914;1
12:11:16.223;1512.95;1
12:11:16.244;1512.996;1
12:11:16.267;1513.022;1
12:11:16.290;1513.022;1
12:11:16.314;1513.052;1
12:11:16.339;1513.074;1
12:11:16.360;1513.095;1
12:11:16.386;1513.099;1
12:11:16.406;1513.101;1
12:11:16.428;1513.101;1
12:11:16.452;1513.099;1
12:11:16.476;1513.095;0
12:11:16.497;1513.096;0
12:11:16.521;1513.09;1
12:11:16.546;1513.088;1
12:11:16.569;1513.085;0
12:11:16.590;1513.095;0
12:11:16.612;1513.095;1
12:11:16.635;1513.111;1
12:11:16.660;1513.119;1
12:11:16.683;1513.133;1
12:11:16.704;1513.153;1
12:11:16.729;1513.18;1
12:11:16.751;1513.18;1
12:11:16.775;1513.222;1
12:11:16.798;1513.25;1
12:11:16.821;1513.276;1
12:11:16.843;1513.296;1
12:11:16.866;1513.318;1
12:11:16.888;1513.324;0
12:11:16.912;1513.324;1
12:11:16.935;1513.33;0
12:11:16.958;1513.329;0
12:11:16.982;1513.334;0
12:11:17.005;1513.341;1
12:11:17.027;1513.335;1
12:11:17.050;1513.335;1
12:11:17.073;1513.332;1
12:11:17.098;1513.329;0
12:11:17.120;1513.333;1
12:11:17.143;1513.327;1
12:11:17.164;1513.327;1
12:11:17.190;1513.313;1
12:11:17.211;1513.307;1
12:11:17.234;1513.303;1
12:11:17.257;1513.303;1
12:11:17.281;1513.313;0
12:11:17.302;1513.313;1
12:11:17.325;1513.327;1
12:11:17.349;1513.349;1
12:11:17.371;1513.357;1
12:11:17.396;1513.362;1
12:11:17.418;1513.367;1
12:11:17.441;1513.374;1
12:11:17.463;1513.374;1
12:11:17.486;1513.38;1
12:11:17.509;1513.383;1
12:11:17.532;1513.398;1
12:11:17.555;1513.398;1
12:11:17.580;1513.408;0
12:11:17.601;1513.43;1
12:11:17.624;1513.447;1
12:11:17.647;1513.471;1
12:11:17.672;1513.497;1
12:11:17.693;1513.497;1
12:11:17.716;1513.525;1
12:11:17.739;1513.572;1
12:11:17.762;1513.62;1
12:11:17.786;1513.645;1
12:11:17.808;1513.674;1
12:11:17.831;1513.674;1
12:11:17.855;1513.728;1
12:11:17.879;1513.748;1
12:11:17.901;1513.772;1
12:11:17.925;1513.775;1
12:11:17.948;1513.771;1
12:11:17.970;1513.771;1
12:11:17.993;1513.771;1
12:11:18.017;1513.765;0
12:11:18.039;1513.761;0
12:11:18.062;1513.762;0
12:11:18.084;1513.76;1
12:11:18.107;1513.774;1
12:11:18.132;1513.774;1
12:11:18.154;1513.787;1
12:11:18.179;1513.797;0
12:11:18.200;1513.801;1
12:11:18.223;1513.828;1
12:11:18.246;1513.828;1
12:11:18.268;1513.846;1
12:11:18.294;1513.846;1
12:11:18.314;1513.855;0
12:11:18.340;1513.861;1
12:11:18.361;1513.863;1
12:11:18.386;1513.862;0
12:11:18.408;1513.845;1
12:11:18.430;1513.845;1
12:11:18.454;1513.833;0
12:11:18.475;1513.799;1
12:11:18.498;1513.769;1
12:11:18.521;1513.718;1
12:11:18.546;1513.686;1
12:11:18.569;1513.66;1
12:11:18.591;1513.66;1
12:11:18.615;1513.635;1
12:11:18.638;1513.627;0
12:11:18.659;1513.633;0
12:11:18.684;1513.647;1
12:11:18.707;1513.659;1
12:11:18.728;1513.676;1
12:11:18.752;1513.676;1
12:11:18.777;1513.701;1
12:11:18.800;1513.721;1
12:11:18.820;1513.748;1
12:11:18.844;1513.78;1
12:11:18.867;1513.801;1
12:11:18.889;1513.801;1
12:11:18.913;1513.855;1
12:11:18.936;1513.882;1
12:11:18.961;1513.923;1
12:11:18.986;1513.973;1
12:11:19.005;1514.03;1
12:11:19.028;1514.03;1
12:11:19.050;1514.072;1
12:11:19.075;1514.122;1
12:11:19.099;1514.147;1
12:11:19.122;1514.192;1
12:11:19.143;1514.226;1
12:11:19.165;1514.226;1
12:11:19.188;1514.249;1
12:11:19.212;1514.26;1
12:11:19.235;1514.282;1
12:11:19.258;1514.284;1
12:11:19.286;1514.297;1
12:11:19.304;1514.297;1
12:11:19.328;1514.303;0
12:11:19.349;1514.301;0
12:11:19.373;1514.3;0
12:11:19.395;1514.3;1
12:11:19.418;1514.298;1
12:11:19.443;1514.299;0
12:11:19.467;1514.286;1
12:11:19.487;1514.286;1
12:11:19.511;1514.281;1
12:11:19.534;1514.282;1
12:11:19.557;1514.294;0
12:11:19.581;1514.31;1
12:11:19.603;1514.349;1
12:11:19.626;1514.349;1
12:11:19.650;1514.361;0
12:11:19.673;1514.402;1
12:11:19.696;1514.432;1
12:11:19.720;1514.481;1
12:11:19.742;1514.481;1
12:11:19.764;1514.5;1
12:11:19.788;1514.533;1
12:11:19.809;1514.549;1
12:11:19.834;1514.575;1
12:11:19.855;1514.61;1
12:11:19.882;1514.628;1
12:11:19.902;1514.628;1
12:11:19.925;1514.684;1
12:11:19.947;1514.708;1
12:11:19.971;1514.744;1
12:11:19.995;1514.793;1
12:11:20.017;1514.822;1
12:11:20.040;1514.865;1
12:11:20.063;1514.865;1
12:11:20.086;1514.898;1
12:11:20.109;1514.938;1
12:11:20.133;1514.987;1
12:11:20.156;1515.004;1
12:11:20.178;1515.004;1
12:11:20.202;1515.024;1
12:11:20.226;1515.031;1
12:11:20.247;1515.024;1
12:11:20.270;1515.019;1
12:11:20.294;1515.013;0
12:11:20.315;1514.993;1
12:11:20.339;1514.993;1
12:11:20.363;1514.977;1
12:11:20.388;1514.955;1
12:11:20.407;1514.938;1
12:11:20.430;1514.927;0
12:11:20.455;1514.922;0
12:11:20.479;1514.923;0
12:11:20.502;1514.924;0
12:11:20.523;1514.924;1
12:11:20.545;1514.942;1
12:11:20.568;1514.982;1
12:11:20.592;1514.982;1
12:11:20.614;1514.994;1
12:11:20.638;1514.994;1
12:11:20.661;1514.998;1
12:11:20.686;1515;1
12:11:20.707;1515.003;0
12:11:20.730;1515.005;0
12:11:20.752;1515.002;0
12:11:20.776;1514.996;0
12:11:20.798;1514.983;1
12:11:20.821;1514.987;1
12:11:20.844;1514.995;1
12:11:20.867;1515.001;1
12:11:20.890;1515.022;1
12:11:20.915;1515.022;1
12:11:20.938;1515.037;1
12:11:20.960;1515.042;1
12:11:20.986;1515.062;1
12:11:21.007;1515.062;1
12:11:21.029;1515.072;0
12:11:21.052;1515.095;1
12:11:21.075;1515.104;1
12:11:21.099;1515.115;1
12:11:21.122;1515.127;1
12:11:21.145;1515.159;1
12:11:21.167;1515.169;1
12:11:21.190;1515.181;1
12:11:21.212;1515.181;1
12:11:21.237;1515.201;1
12:11:21.259;1515.209;1
12:11:21.282;1515.221;1
12:11:21.305;1515.24;1
12:11:21.327;1515.256;1
12:11:21.351;1515.256;1
12:11:21.374;1515.276;1
12:11:21.396;1515.297;1
12:11:21.419;1515.313;1
12:11:21.444;1515.351;1
12:11:21.467;1515.351;1
12:11:21.490;1515.377;1
12:11:21.512;1515.406;1
12:11:21.534;1515.421;1
12:11:21.560;1515.437;1
12:11:21.583;1515.441;0
12:11:21.603;1515.462;1
12:11:21.626;1515.467;0
12:11:21.651;1515.467;1
12:11:21.675;1515.469;1
12:11:21.698;1515.474;1
12:11:21.720;1515.482;1
12:11:21.745;1515.497;1
12:11:21.767;1515.515;1
12:11:21.788;1515.515;1
12:11:21.813;1515.525;1
12:11:21.834;1515.553;1
12:11:21.859;1515.589;1
12:11:21.884;1515.628;1
12:11:21.903;1515.675;1
12:11:21.929;1515.675;1
12:11:21.949;1515.702;1
12:11:21.974;1515.754;1
12:11:21.998;1515.765;1
12:11:22.018;1515.807;1
12:11:22.044;1515.84;1
12:11:22.065;1515.866;1
12:11:22.087;1515.88;1
12:11:22.112;1515.88;1
12:11:22.135;1515.882;1
12:11:22.157;1515.882;1
12:11:22.182;1515.877;1
12:11:22.205;1515.867;1
12:11:22.225;1515.867;1
12:11:22.248;1515.847;1
12:11:22.273;1515.841;1
12:11:22.294;1515.814;1
12:11:22.317;1515.796;1
12:11:22.341;1515.784;0
12:11:22.363;1515.753;1
12:11:22.387;1515.753;1
12:11:22.409;1515.715;1
12:11:22.432;1515.677;1
12:11:22.455;1515.662;1
12:11:22.478;1515.662;1
12:11:22.501;1515.647;1
12:11:22.524;1515.623;1
12:11:22.547;1515.613;1
12:11:22.571;1515.599;1
12:11:22.593;1515.599;1
12:11:22.616;1515.583;1
12:11:22.639;1515.583;1
12:11:22.661;1515.57;1
12:11:22.684;1515.569;0
12:11:22.709;1515.568;0
12:11:22.730;1515.568;1
12:11:22.754;1515.568;1
12:11:22.779;1515.558;0
12:11:22.802;1515.554;0
12:11:22.822;1515.547;1
12:11:22.846;1515.536;0
12:11:22.868;1515.529;1
12:11:22.891;1515.529;1
12:11:22.914;1515.525;1
12:11:22.937;1515.526;0
12:11:22.962;1515.531;1
12:11:22.985;1515.546;1
12:11:23.007;1515.549;1
12:11:23.030;1515.56;0
12:11:23.052;1515.56;1
12:11:23.077;1515.57;0
12:11:23.098;1515.576;1
12:11:23.122;1515.58;1
12:11:23.145;1515.588;1
12:11:23.169;1515.587;0
12:11:23.190;1515.587;1
12:11:23.215;1515.612;1
12:11:23.237;1515.618;1
12:11:23.259;1515.648;1
12:11:23.284;1515.659;1
12:11:23.307;1515.672;1
12:11:23.328;1515.681;1
12:11:23.352;1515.681;1
12:11:23.374;1515.686;1
12:11:23.400;1515.678;1
12:11:23.423;1515.679;0
12:11:23.447;1515.686;1
12:11:23.467;1515.699;1
12:11:23.489;1515.699;1
12:11:23.513;1515.72;1
12:11:23.535;1515.742;1
12:11:23.559;1515.772;1
12:11:23.584;1515.797;1
12:11:23.605;1515.797;1
12:11:23.629;1515.832;1
12:11:23.651;1515.859;1
12:11:23.674;1515.865;1
12:11:23.699;1515.875;1
12:11:23.719;1515.877;0
12:11:23.743;1515.879;0
12:11:23.765;1515.873;1
12:11:23.789;1515.856;1
12:11:23.813;1515.856;1
12:11:23.837;1515.84;1
12:11:23.860;1515.827;1
12:11:23.885;1515.816;0
12:11:23.906;1515.794;1
12:11:23.926;1515.794;1
12:11:23.950;1515.79;1
12:11:23.973;1515.794;0
12:11:23.995;1515.802;1
12:11:24.019;1515.814;0
12:11:24.041;1515.849;1
12:11:24.067;1515.871;1
12:11:24.087;1515.889;1
12:11:24.110;1515.889;1
12:11:24.133;1515.896;1
12:11:24.159;1515.898;1
12:11:24.182;1515.887;1
12:11:24.203;1515.876;1
12:11:24.227;1515.876;1
12:11:24.249;1515.873;1
12:11:24.271;1515.849;1
12:11:24.294;1515.843;0
12:11:24.319;1515.845;1
12:11:24.342;1515.845;1
12:11:24.364;1515.845;1
12:11:24.388;1515.856;0
12:11:24.409;1515.852;1
12:11:24.433;1515.841;0
12:11:24.455;1515.827;1
12:11:24.481;1515.816;0
12:11:24.501;1515.816;1
12:11:24.525;1515.797;1
12:11:24.547;1515.756;1
12:11:24.570;1515.732;1
12:11:24.594;1515.732;1
12:11:24.616;1515.687;1
12:11:24.642;1515.687;1
12:11:24.662;1515.662;1
12:11:24.690;1515.65;1
12:11:24.709;1515.632;1
12:11:24.731;1515.624;0
12:11:24.756;1515.609;1
12:11:24.778;1515.593;1
12:11:24.800;1515.59;0
12:11:24.824;1515.59;1
12:11:24.846;1515.58;1
12:11:24.869;1515.576;1
12:11:24.892;1515.576;1
12:11:24.915;1515.573;1
12:11:24.938;1515.573;1
12:11:24.962;1515.572;0
12:11:24.986;1515.579;1
12:11:25.009;1515.574;1
12:11:25.031;1515.576;1
12:11:25.054;1515.579;1
12:11:25.076;1515.577;1
12:11:25.100;1515.577;1
12:11:25.122;1515.573;1
12:11:25.145;1515.56;1
12:11:25.168;1515.542;1
12:11:25.191;1515.53;0
12:11:25.214;1515.53;1
12:11:25.237;1515.51;1
12:11:25.260;1515.504;1
12:11:25.284;1515.485;1
12:11:25.306;1515.466;1
12:11:25.329;1515.431;1
12:11:25.352;1515.384;1
12:11:25.375;1515.384;1
12:11:25.399;1515.351;1
12:11:25.421;1515.325;1
12:11:25.444;1515.254;1
12:11:25.467;1515.218;1
12:11:25.490;1515.164;1
12:11:25.513;1515.128;1
12:11:25.538;1515.128;1
12:11:25.560;1515.079;1
12:11:25.586;1515.025;1
12:11:25.608;1514.994;1
12:11:25.629;1514.987;1
12:11:25.653;1514.987;1
12:11:25.676;1514.949;1
12:11:25.700;1514.943;1
12:11:25.723;1514.938;1
12:11:25.745;1514.924;1
12:11:25.769;1514.91;1
12:11:25.789;1514.91;1
12:11:25.813;1514.889;1
12:11:25.837;1514.86;1
12:11:25.860;1514.837;1
12:11:25.883;1514.81;1
12:11:25.907;1514.763;1
12:11:25.928;1514.763;1
12:11:25.950;1514.742;1
12:11:25.975;1514.721;1
12:11:25.997;1514.692;1
12:11:26.019;1514.681;1
12:11:26.042;1514.668;1
12:11:26.065;1514.67;0
12:11:26.089;1514.67;1
12:11:26.111;1514.669;0
12:11:26.134;1514.679;1
12:11:26.157;1514.685;1
12:11:26.182;1514.694;1
12:11:26.205;1514.694;1
12:11:26.226;1514.716;1
12:11:26.250;1514.753;1
12:11:26.273;1514.783;1
12:11:26.295;1514.812;1
12:11:26.318;1514.846;1
12:11:26.341;1514.878;1
12:11:26.364;1514.906;1
12:11:26.387;1514.906;1
12:11:26.410;1514.945;1
12:11:26.433;1514.957;1
12:11:26.456;1514.968;1
12:11:26.482;1514.968;1
12:11:26.505;1514.968;1
12:11:26.528;1514.984;1
12:11:26.549;1514.997;1
12:11:26.572;1515.02;1
12:11:26.596;1515.034;1
12:11:26.618;1515.051;1
12:11:26.642;1515.051;1
12:11:26.665;1515.083;1
12:11:26.690;1515.099;1
12:11:26.709;1515.123;1
12:11:26.734;1515.156;1
12:11:26.755;1515.176;1
12:11:26.781;1515.183;0
12:11:26.804;1515.213;1
12:11:26.827;1515.245;1
12:11:26.849;1515.245;1
12:11:26.870;1515.269;1
12:11:26.894;1515.299;1
12:11:26.916;1515.33;1
12:11:26.939;1515.33;1
12:11:26.962;1515.344;1
12:11:26.986;1515.365;1
12:11:27.008;1515.374;1
12:11:27.031;1515.372;0
12:11:27.054;1515.372;1
12:11:27.077;1515.372;1
12:11:27.100;1515.357;1
12:11:27.123;1515.357;1
12:11:27.146;1515.353;1
12:11:27.169;1515.349;1
12:11:27.192;1515.351;1
12:11:27.215;1515.353;1
12:11:27.240;1515.353;1
12:11:27.263;1515.355;1
12:11:27.284;1515.365;0
12:11:27.310;1515.37;1
12:11:27.330;1515.377;1
12:11:27.354;1515.377;1
12:11:27.376;1515.376;1
12:11:27.399;1515.376;1
12:11:27.423;1515.376;1
12:11:27.447;1515.371;1
12:11:27.468;1515.371;1
12:11:27.493;1515.371;1
12:11:27.516;1515.361;0
12:11:27.538;1515.357;1
12:11:27.560;1515.353;1
12:11:27.587;1515.359;1
12:11:27.608;1515.36;1
12:11:27.629;1515.36;1
12:11:27.654;1515.363;1
12:11:27.677;1515.366;1
12:11:27.700;1515.37;1
12:11:27.724;1515.374;1
12:11:27.745;1515.374;1
12:11:27.767;1515.366;1
12:11:27.790;1515.366;1
12:11:27.814;1515.367;1
12:11:27.838;1515.354;1
12:11:27.859;1515.357;1
12:11:27.888;1515.351;1
12:11:27.906;1515.356;1
12:11:27.928;1515.356;1
12:11:27.951;1515.356;1
12:11:27.974;1515.345;0
12:11:28.000;1515.338;1
12:11:28.022;1515.338;1
12:11:28.045;1515.34;1
12:11:28.066;1515.35;0
12:11:28.089;1515.35;1
12:11:28.113;1515.374;1
12:11:28.137;1515.402;1
12:11:28.160;1515.425;1
12:11:28.187;1515.463;1
12:11:28.205;1515.494;1
12:11:28.228;1515.494;1
12:11:28.251;1515.511;1
12:11:28.274;1515.513;1
12:11:28.297;1515.503;1
12:11:28.320;1515.48;1
12:11:28.343;1515.441;1
12:11:28.366;1515.4;1
12:11:28.390;1515.361;1
12:11:28.412;1515.339;1
12:11:28.435;1515.326;1
12:11:28.458;1515.326;1
12:11:28.483;1515.326;1
12:11:28.504;1515.298;1
12:11:28.528;1515.297;0
12:11:28.551;1515.302;0
12:11:28.573;1515.305;0
12:11:28.597;1515.305;1
12:11:28.619;1515.315;1
12:11:28.642;1515.326;1
12:11:28.665;1515.333;1
12:11:28.688;1515.336;1
12:11:28.713;1515.341;1
12:11:28.735;1515.341;1
12:11:28.757;1515.341;1
12:11:28.785;1515.341;1
12:11:28.803;1515.32;1
12:11:28.826;1515.301;1
12:11:28.849;1515.259;1
12:11:28.874;1515.259;1
12:11:28.897;1515.239;1
12:11:28.920;1515.198;1
12:11:28.942;1515.155;1
12:11:28.964;1515.128;1
12:11:28.988;1515.082;1
12:11:29.011;1515.082;1
12:11:29.035;1515.051;1
12:11:29.056;1515.034;1
12:11:29.083;1515.026;1
12:11:29.103;1515.011;1
12:11:29.128;1515.012;0
12:11:29.149;1515.012;1
12:11:29.171;1515.005;0
12:11:29.195;1515.022;1
12:11:29.217;1515.039;1
12:11:29.241;1515.047;1
12:11:29.264;1515.047;1
12:11:29.287;1515.068;1
12:11:29.309;1515.08;0
12:11:29.331;1515.09;0
12:11:29.356;1515.099;1
12:11:29.377;1515.093;0
12:11:29.401;1515.089;0
12:11:29.423;1515.089;1
12:11:29.447;1515.082;1
12:11:29.471;1515.082;1
12:11:29.494;1515.07;0
12:11:29.515;1515.069;0
12:11:29.538;1515.065;1
12:11:29.563;1515.065;1
12:11:29.587;1515.071;1
12:11:29.609;1515.067;1
12:11:29.631;1515.075;1
12:11:29.653;1515.093;1
12:11:29.677;1515.093;1
12:11:29.699;1515.112;1
12:11:29.722;1515.118;1
12:11:29.746;1515.129;0
12:11:29.769;1515.127;1
12:11:29.791;1515.134;1
12:11:29.816;1515.127;1
12:11:29.838;1515.128;0
12:11:29.860;1515.128;1
12:11:29.885;1515.12;1
12:11:29.908;1515.12;1
12:11:29.929;1515.12;1
12:11:29.955;1515.125;1
12:11:29.976;1515.132;1
12:11:30.001;1515.147;1
12:11:30.024;1515.147;1
12:11:30.044;1515.152;1
12:11:30.067;1515.171;1
12:11:30.090;1515.175;1
12:11:30.114;1515.181;1
12:11:30.137;1515.193;0
12:11:30.160;1515.206;1
12:11:30.184;1515.206;1
12:11:30.205;1515.202;0
12:11:30.228;1515.211;0
12:11:30.254;1515.21;1
12:11:30.276;1515.208;1
12:11:30.301;1515.195;1
12:11:30.322;1515.187;1
12:11:30.343;1515.187;1
12:11:30.366;1515.167;1
12:11:30.391;1515.165;1
12:11:30.414;1515.149;1
12:11:30.438;1515.138;0
12:11:30.460;1515.138;1
12:11:30.485;1515.137;1
12:11:30.505;1515.14;1
12:11:30.528;1515.142;1
12:11:30.551;1515.171;1
12:11:30.573;1515.186;1
12:11:30.599;1515.209;1
12:11:30.620;1515.212;1
12:11:30.642;1515.212;1
12:11:30.666;1515.224;1
12:11:30.690;1515.235;0
12:11:30.712;1515.238;1
12:11:30.734;1515.238;1
12:11:30.758;1515.241;1
12:11:30.785;1515.249;1
12:11:30.803;1515.255;1
12:11:30.826;1515.255;1
12:11:30.849;1515.268;1
12:11:30.875;1515.275;1
12:11:30.895;1515.297;1
12:11:30.918;1515.297;1
12:11:30.943;1515.306;1
12:11:30.964;1515.321;1
12:11:30.989;1515.34;1
12:11:31.011;1515.361;1
12:11:31.033;1515.377;1
12:11:31.057;1515.377;1
12:11:31.081;1515.409;1
12:11:31.103;1515.423;1
12:11:31.126;1515.443;1
12:11:31.150;1515.48;1
12:11:31.171;1515.508;1
12:11:31.196;1515.53;1
12:11:31.217;1515.53;1
12:11:31.242;1515.566;1
12:11:31.263;1515.58;1
12:11:31.286;1515.61;1
12:11:31.310;1515.615;0
12:11:31.334;1515.622;0
12:11:31.357;1515.626;0
12:11:31.382;1515.63;0
12:11:31.402;1515.63;1
12:11:31.425;1515.621;1
12:11:31.449;1515.617;1
12:11:31.472;1515.6;1
12:11:31.493;1515.586;1
12:11:31.516;1515.519;1
12:11:31.540;1515.519;1
12:11:31.562;1515.489;1
12:11:31.586;1515.389;1
12:11:31.609;1515.362;1
12:11:31.633;1515.285;1
12:11:31.654;1515.25;1
12:11:31.677;1515.136;1
12:11:31.703;1515.136;1
12:11:31.723;1515.068;1
12:11:31.748;1514.991;1
12:11:31.772;1514.971;1
12:11:31.794;1514.949;1
12:11:31.818;1514.924;1
12:11:31.840;1514.919;1
12:11:31.861;1514.911;1
12:11:31.885;1514.911;1
12:11:31.908;1514.911;1
12:11:31.930;1514.91;0
12:11:31.956;1514.909;0
12:11:31.978;1514.904;1
12:11:32.001;1514.892;1
12:11:32.023;1514.88;1
12:11:32.046;1514.88;1
12:11:32.070;1514.863;1
12:11:32.092;1514.849;1
12:11:32.116;1514.843;1
12:11:32.138;1514.817;1
12:11:32.163;1514.802;1
12:11:32.183;1514.792;1
12:11:32.206;1514.792;1
12:11:32.231;1514.778;1
12:11:32.253;1514.768;1
