TimeStamp;Давление масла в магистрали общей откачки (поз. Р615);0 - Bad, 1 - Good
12:11:08.449;198.202;1
12:11:08.472;199.277;1
12:11:08.494;199.277;1
12:11:08.517;198.851;1
12:11:08.541;196.515;0
12:11:08.564;196.515;1
12:11:08.587;193.159;0
12:11:08.609;190.248;1
12:11:08.633;189.433;1
12:11:08.658;189.136;1
12:11:08.679;189.136;1
12:11:08.704;189.136;1
12:11:08.725;188.506;1
12:11:08.747;188.079;1
12:11:08.772;188.969;1
12:11:08.796;190.971;0
12:11:08.817;190.971;1
12:11:08.839;190.971;1
12:11:08.864;192.659;1
12:11:08.886;193.4;1
12:11:08.909;193.085;1
12:11:08.934;191.435;1
12:11:08.956;191.435;1
12:11:08.977;189.47;0
12:11:09.002;189.47;1
12:11:09.024;188.839;1
12:11:09.047;189.284;1
12:11:09.070;189.581;1
12:11:09.093;189.321;1
12:11:09.117;189.321;1
12:11:09.139;189.488;1
12:11:09.163;189.896;1
12:11:09.184;189.896;1
12:11:09.207;190.23;1
12:11:09.232;190.601;1
12:11:09.254;190.601;1
12:11:09.276;190.063;1
12:11:09.300;189.6;1
12:11:09.324;189.451;1
12:11:09.345;189.451;1
12:11:09.369;189.896;1
12:11:09.391;189.896;1
12:11:09.414;190.786;1
12:11:09.437;191.657;1
12:11:09.460;192.269;1
12:11:09.484;192.436;1
12:11:09.506;192.436;1
12:11:09.530;192.436;1
12:11:09.552;192.195;1
12:11:09.574;190.953;1
12:11:09.597;189.544;1
12:11:09.620;188.765;1
12:11:09.644;188.765;1
12:11:09.667;188.765;1
12:11:09.689;188.487;1
12:11:09.712;188.469;0
12:11:09.735;187.931;1
12:11:09.758;186.448;1
12:11:09.781;186.448;1
12:11:09.806;184.52;1
12:11:09.828;184.52;1
12:11:09.851;183.018;1
12:11:09.873;182.147;1
12:11:09.898;182.091;0
12:11:09.922;183.778;1
12:11:09.943;183.778;1
12:11:09.967;183.778;1
12:11:09.988;184.724;1
12:11:10.011;184.668;0
12:11:10.034;183.593;1
12:11:10.057;182.425;1
12:11:10.084;182.425;1
12:11:10.103;181.628;1
12:11:10.127;181.628;1
12:11:10.151;182.221;1
12:11:10.173;184.279;1
12:11:10.195;186.374;0
12:11:10.218;186.374;1
12:11:10.241;188.802;0
12:11:10.264;191.046;0
12:11:10.287;191.046;1
12:11:10.310;192.38;1
12:11:10.336;193.252;1
12:11:10.358;193.252;1
12:11:10.383;193.307;0
12:11:10.403;194.383;1
12:11:10.425;194.383;1
12:11:10.450;196.96;0
12:11:10.473;198.535;1
12:11:10.494;198.535;1
12:11:10.517;198.535;1
12:11:10.540;199.24;1
12:11:10.563;199.073;1
12:11:10.586;199.073;1
12:11:10.609;198.406;1
12:11:10.632;198.406;1
12:11:10.655;198.406;1
12:11:10.681;196.997;1
12:11:10.704;195.736;1
12:11:10.725;195.662;1
12:11:10.749;196.496;1
12:11:10.770;196.496;1
12:11:10.794;197.256;1
12:11:10.817;197.256;1
12:11:10.839;197.608;1
12:11:10.865;197.59;0
12:11:10.886;196.848;1
12:11:10.908;196.848;1
12:11:10.934;195.866;1
12:11:10.955;194.865;1
12:11:10.979;194.865;1
12:11:11.000;194.772;1
12:11:11.023;195.847;1
12:11:11.046;195.847;1
12:11:11.069;196.663;1
12:11:11.095;196.607;1
12:11:11.115;195.625;1
12:11:11.141;194.067;1
12:11:11.162;194.067;1
12:11:11.184;194.067;1
12:11:11.208;192.881;1
12:11:11.230;192.195;1
12:11:11.256;192.158;1
12:11:11.278;191.898;1
12:11:11.300;190.916;1
12:11:11.322;190.916;1
12:11:11.347;190.916;1
12:11:11.370;189.525;1
12:11:11.393;189.08;1
12:11:11.417;189.674;1
12:11:11.439;190.916;1
12:11:11.461;190.916;1
12:11:11.483;192.139;1
12:11:11.507;192.139;1
12:11:11.531;192.621;1
12:11:11.553;191.676;1
12:11:11.575;189.229;1
12:11:11.599;189.229;1
12:11:11.623;189.229;1
12:11:11.645;185.966;0
12:11:11.669;183.111;1
12:11:11.692;182.128;1
12:11:11.713;182.388;1
12:11:11.739;183.296;1
12:11:11.761;183.296;1
12:11:11.786;183.296;1
12:11:11.806;185.818;0
12:11:11.828;188.654;1
12:11:11.851;190.675;0
12:11:11.877;192.158;1
12:11:11.900;192.158;1
12:11:11.920;192.677;1
12:11:11.946;191.935;1
12:11:11.967;191.935;1
12:11:11.989;190.36;1
12:11:12.012;189.525;1
12:11:12.036;189.525;1
12:11:12.058;191.287;1
12:11:12.083;191.287;1
12:11:12.105;194.012;0
12:11:12.128;196.311;1
12:11:12.152;197.497;1
12:11:12.175;197.497;1
12:11:12.197;197.497;1
12:11:12.221;197.831;0
12:11:12.242;196.737;1
12:11:12.265;195.402;1
12:11:12.289;194.902;1
12:11:12.311;194.902;1
12:11:12.336;194.902;1
12:11:12.358;196.125;1
12:11:12.384;197.979;1
12:11:12.406;199.166;1
12:11:12.427;199.499;1
12:11:12.449;199.499;1
12:11:12.472;198.999;1
12:11:12.496;198.999;1
12:11:12.521;197.312;1
12:11:12.541;194.92;0
12:11:12.564;192.547;0
12:11:12.589;192.547;1
12:11:12.612;191.324;1
12:11:12.633;190.971;1
12:11:12.657;191.62;1
12:11:12.683;191.62;1
12:11:12.702;192.288;1
12:11:12.726;192.288;1
12:11:12.750;192.77;1
12:11:12.771;192.343;1
12:11:12.796;191.287;1
12:11:12.820;191.287;1
12:11:12.843;190.879;1
12:11:12.865;190.879;1
12:11:12.889;191.12;1
12:11:12.909;192.306;1
12:11:12.935;194.308;1
12:11:12.956;196.014;1
12:11:12.981;196.014;1
12:11:13.003;196.014;1
12:11:13.024;196.478;1
12:11:13.048;195.829;1
12:11:13.071;194.994;1
12:11:13.095;195.087;0
12:11:13.118;195.087;1
12:11:13.141;195.866;1
12:11:13.164;195.866;1
12:11:13.186;195.625;1
12:11:13.210;194.067;1
12:11:13.231;191.175;1
12:11:13.256;187.764;0
12:11:13.280;187.764;1
12:11:13.303;187.764;1
12:11:13.326;185.336;0
12:11:13.346;185.169;1
12:11:13.370;185.224;0
12:11:13.394;185.855;1
12:11:13.415;185.855;1
12:11:13.440;185.855;1
12:11:13.462;187.338;1
12:11:13.485;188.895;1
12:11:13.508;190.174;1
12:11:13.531;189.97;1
12:11:13.555;189.97;1
12:11:13.578;189.21;1
12:11:13.600;189.21;1
12:11:13.625;188.673;1
12:11:13.645;188.765;0
12:11:13.668;189.433;1
12:11:13.691;189.433;1
12:11:13.714;190.267;1
12:11:13.738;190.638;1
12:11:13.763;190.638;1
12:11:13.786;191.046;1
12:11:13.806;190.693;1
12:11:13.831;190.693;1
12:11:13.852;189.822;1
12:11:13.878;189.118;1
12:11:13.900;188.172;1
12:11:13.922;186.93;1
12:11:13.945;186.93;1
12:11:13.968;186.93;1
12:11:13.990;186.429;1
12:11:14.015;187.097;1
12:11:14.037;187.319;1
12:11:14.059;186.374;1
12:11:14.085;186.374;1
12:11:14.105;186.374;1
12:11:14.130;185.836;1
12:11:14.152;186.151;1
12:11:14.177;187.189;1
12:11:14.200;188.283;1
12:11:14.220;188.283;1
12:11:14.246;188.728;1
12:11:14.266;188.598;1
12:11:14.289;188.598;1
12:11:14.312;187.505;1
12:11:14.335;185.836;1
12:11:14.361;185.002;1
12:11:14.382;185.002;1
12:11:14.407;185.298;1
12:11:14.427;185.298;1
12:11:14.451;186.188;1
12:11:14.475;186.429;0
12:11:14.498;185.91;1
12:11:14.522;185.91;1
12:11:14.544;184.483;1
12:11:14.566;184.483;1
12:11:14.588;182.555;0
12:11:14.611;181.294;1
12:11:14.634;181.702;1
12:11:14.660;181.702;1
12:11:14.683;183.723;0
12:11:14.703;186.04;0
12:11:14.726;187.634;1
12:11:14.749;188.172;1
12:11:14.774;188.172;1
12:11:14.795;188.172;1
12:11:14.818;187.709;1
12:11:14.841;187.709;1
12:11:14.864;184.631;0
12:11:14.887;184.631;1
12:11:14.910;182.963;1
12:11:14.933;182.963;1
12:11:14.956;182.314;1
12:11:14.982;182.925;0
12:11:15.003;182.925;1
12:11:15.025;184.019;1
12:11:15.049;185.595;1
12:11:15.071;187.616;1
12:11:15.096;187.616;1
12:11:15.118;187.616;1
12:11:15.143;189.359;1
12:11:15.165;190.267;1
12:11:15.188;190.267;1
12:11:15.210;190.267;1
12:11:15.234;189.637;1
12:11:15.258;188.636;1
12:11:15.282;188.636;1
12:11:15.305;188.58;0
12:11:15.327;188.728;1
12:11:15.348;189.692;1
12:11:15.371;189.692;1
12:11:15.395;190.267;1
12:11:15.417;190.211;1
12:11:15.440;189.525;1
12:11:15.463;188.228;1
12:11:15.486;188.228;1
12:11:15.509;187.653;1
12:11:15.532;188.654;1
12:11:15.555;188.654;1
12:11:15.578;190.286;1
12:11:15.601;191.472;1
12:11:15.624;191.472;1
12:11:15.647;192.937;1
12:11:15.671;194.197;1
12:11:15.693;194.197;1
12:11:15.716;195.069;1
12:11:15.739;195.551;1
12:11:15.765;195.551;1
12:11:15.787;195.699;0
12:11:15.809;195.699;1
12:11:15.831;196.348;1
12:11:15.855;197.683;1
12:11:15.880;198.554;1
12:11:15.900;198.554;1
12:11:15.924;198.962;1
12:11:15.947;199.499;1
12:11:15.971;199.499;1
12:11:15.992;199.555;0
12:11:16.016;198.665;1
12:11:16.039;198.665;1
12:11:16.061;196.626;0
12:11:16.084;194.865;1
12:11:16.110;193.585;1
12:11:16.130;193.585;1
12:11:16.152;193.641;0
12:11:16.175;193.641;1
12:11:16.198;194.29;1
12:11:16.223;193.27;1
12:11:16.244;191.212;0
12:11:16.267;191.212;1
12:11:16.290;188.506;1
12:11:16.314;188.506;1
12:11:16.339;185.929;0
12:11:16.360;184.816;1
12:11:16.386;185.651;1
12:11:16.406;185.651;1
12:11:16.428;186.8;1
12:11:16.452;188.45;1
12:11:16.476;188.45;1
12:11:16.497;190.137;1
12:11:16.521;191.602;1
12:11:16.546;192.566;1
12:11:16.569;193.085;1
12:11:16.590;193.085;1
12:11:16.612;193.085;1
12:11:16.635;193.252;1
12:11:16.660;192.473;1
12:11:16.683;191.12;1
12:11:16.704;190.119;1
12:11:16.729;190.119;1
12:11:16.751;190.119;1
12:11:16.775;190.007;0
12:11:16.798;190.489;1
12:11:16.821;191.064;1
12:11:16.843;190.656;1
12:11:16.866;190.656;1
12:11:16.888;190.656;1
12:11:16.912;188.839;0
12:11:16.935;186.504;1
12:11:16.958;185.762;1
12:11:16.982;187.06;1
12:11:17.005;187.06;1
12:11:17.027;187.06;1
12:11:17.050;189.006;0
12:11:17.073;191.694;0
12:11:17.098;194.364;1
12:11:17.120;196.329;1
12:11:17.143;196.329;1
12:11:17.164;196.329;1
12:11:17.190;197.831;1
12:11:17.211;198.443;1
12:11:17.234;198.684;1
12:11:17.257;198.906;1
12:11:17.281;198.906;1
12:11:17.302;198.906;1
12:11:17.325;198.776;0
12:11:17.349;198.22;1
12:11:17.371;197.646;1
12:11:17.396;197.052;1
12:11:17.418;197.015;1
12:11:17.441;197.015;1
12:11:17.463;197.015;1
12:11:17.486;197.868;1
12:11:17.509;199.981;1
12:11:17.532;199.981;1
12:11:17.555;200.056;1
12:11:17.580;200.056;1
12:11:17.601;199.296;1
12:11:17.624;197.683;1
12:11:17.647;195.977;0
12:11:17.672;195.977;1
12:11:17.693;194.568;1
12:11:17.716;194.568;1
12:11:17.739;193.901;1
12:11:17.762;194.105;1
12:11:17.786;194.383;1
12:11:17.808;194.383;1
12:11:17.831;194.308;1
12:11:17.855;194.308;1
12:11:17.879;193.882;1
12:11:17.901;192.362;1
12:11:17.925;190.007;0
12:11:17.948;187.189;1
12:11:17.970;187.189;1
12:11:17.993;187.189;1
12:11:18.017;184.557;0
12:11:18.039;182.536;1
12:11:18.062;182.963;1
12:11:18.084;184.205;1
12:11:18.107;184.205;1
12:11:18.132;184.205;1
12:11:18.154;184.872;1
12:11:18.179;185.836;1
12:11:18.200;186.615;1
12:11:18.223;187.634;1
12:11:18.246;187.634;1
12:11:18.268;187.634;1
12:11:18.294;188.617;1
12:11:18.314;190.211;1
12:11:18.340;191.861;1
12:11:18.361;193.382;1
12:11:18.386;194.735;1
12:11:18.408;194.735;1
12:11:18.430;194.735;1
12:11:18.454;195.643;1
12:11:18.475;196.218;1
12:11:18.498;195.903;1
12:11:18.521;194.642;1
12:11:18.546;194.642;1
12:11:18.569;194.642;1
12:11:18.591;193.066;1
12:11:18.615;191.75;1
12:11:18.638;191.268;1
12:11:18.659;191.509;1
12:11:18.684;191.509;1
12:11:18.707;192.01;1
12:11:18.728;192.01;1
12:11:18.752;192.51;1
12:11:18.777;191.231;1
12:11:18.800;189.729;1
12:11:18.820;189.729;1
12:11:18.844;188.636;1
12:11:18.867;188.636;1
12:11:18.889;189.47;1
12:11:18.913;190.953;1
12:11:18.936;192.881;0
12:11:18.961;192.881;1
12:11:18.986;194.957;1
12:11:19.005;194.957;1
12:11:19.028;196.162;1
12:11:19.050;196.422;1
12:11:19.075;195.439;1
12:11:19.099;195.439;1
12:11:19.122;193.474;1
12:11:19.143;193.474;1
12:11:19.165;191.954;1
12:11:19.188;190.267;1
12:11:19.212;188.802;1
12:11:19.235;188.802;1
12:11:19.258;188.116;1
12:11:19.286;188.116;1
12:11:19.304;188.116;1
12:11:19.328;188.895;1
12:11:19.349;190.286;1
12:11:19.373;191.472;1
12:11:19.395;191.472;1
12:11:19.418;192.102;1
12:11:19.443;192.121;0
12:11:19.467;192.121;1
12:11:19.487;191.175;1
12:11:19.511;190.082;1
12:11:19.534;190.082;1
12:11:19.557;189.729;1
12:11:19.581;190.768;1
12:11:19.603;190.768;1
12:11:19.626;191.083;1
12:11:19.650;190.286;1
12:11:19.673;190.286;1
12:11:19.696;188.877;1
12:11:19.720;188.877;1
12:11:19.742;187.579;1
12:11:19.764;187.746;1
12:11:19.788;187.56;1
12:11:19.809;187.56;1
12:11:19.834;188.951;1
12:11:19.855;190.36;1
12:11:19.882;190.36;1
12:11:19.902;191.453;1
12:11:19.925;191.88;1
12:11:19.947;191.88;1
12:11:19.971;191.843;1
12:11:19.995;192.047;1
12:11:20.017;192.584;1
12:11:20.040;192.584;1
12:11:20.063;193.307;1
12:11:20.086;193.307;1
12:11:20.109;194.012;1
12:11:20.133;194.605;1
12:11:20.156;194.605;1
12:11:20.178;194.883;1
12:11:20.202;195.235;1
12:11:20.226;195.235;1
12:11:20.247;195.514;1
12:11:20.270;194.383;1
12:11:20.294;192.139;1
12:11:20.315;192.139;1
12:11:20.339;189.47;1
12:11:20.363;189.47;1
12:11:20.388;186.986;1
12:11:20.407;186.411;1
12:11:20.430;188.524;1
12:11:20.455;190.897;1
12:11:20.479;190.897;1
12:11:20.502;190.897;1
12:11:20.523;191.175;1
12:11:20.545;190.508;1
12:11:20.568;190.248;1
12:11:20.592;190.248;1
12:11:20.614;190.248;1
12:11:20.638;190.749;1
12:11:20.661;190.749;1
12:11:20.686;191.101;1
12:11:20.707;191.064;1
12:11:20.730;191.398;1
12:11:20.752;191.75;1
12:11:20.776;191.75;1
12:11:20.798;191.75;1
12:11:20.821;190.582;1
12:11:20.844;189.97;1
12:11:20.867;189.062;1
12:11:20.890;189.062;1
12:11:20.915;189.062;1
12:11:20.938;188.191;1
12:11:20.960;187.968;1
12:11:20.986;187.968;1
12:11:21.007;188.413;1
12:11:21.029;189.284;1
12:11:21.052;189.284;1
12:11:21.075;190.1;1
12:11:21.099;190.323;1
12:11:21.122;190.656;1
12:11:21.145;191.472;1
12:11:21.167;191.472;1
12:11:21.190;191.472;1
12:11:21.212;192.195;1
12:11:21.237;191.973;1
12:11:21.259;191.138;1
12:11:21.282;190.619;1
12:11:21.305;190.619;1
12:11:21.327;190.619;1
12:11:21.351;190.193;1
12:11:21.374;189.692;1
12:11:21.396;189.544;1
12:11:21.419;190.415;1
12:11:21.444;190.415;1
12:11:21.467;190.415;1
12:11:21.490;191.027;1
12:11:21.512;191.398;1
12:11:21.534;192.714;1
12:11:21.560;194.16;1
12:11:21.583;194.16;1
12:11:21.603;195.94;1
12:11:21.626;195.94;1
12:11:21.651;197.646;1
12:11:21.675;198.61;1
12:11:21.698;199.073;1
12:11:21.720;199.073;1
12:11:21.745;198.813;1
12:11:21.767;198.813;1
12:11:21.788;198.313;1
12:11:21.813;197.683;1
12:11:21.834;196.978;1
12:11:21.859;196.181;1
12:11:21.884;196.181;1
12:11:21.903;196.181;1
12:11:21.929;195.365;1
12:11:21.949;193.845;1
12:11:21.974;191.101;0
12:11:21.998;187.912;0
12:11:22.018;187.912;1
12:11:22.044;185.28;0
12:11:22.065;184.131;1
12:11:22.087;184.131;1
12:11:22.112;185.132;1
12:11:22.135;186.225;1
12:11:22.157;186.225;1
12:11:22.182;186.188;1
12:11:22.205;186.188;1
12:11:22.225;185.187;1
12:11:22.248;184.483;1
12:11:22.273;185.651;1
12:11:22.294;185.651;1
12:11:22.317;187.653;1
12:11:22.341;187.653;1
12:11:22.363;189.433;0
12:11:22.387;189.433;1
12:11:22.409;188.969;1
12:11:22.432;189.043;1
12:11:22.455;189.043;1
12:11:22.478;189.729;1
12:11:22.501;191.12;1
12:11:22.524;192.584;1
12:11:22.547;192.584;1
12:11:22.571;192.584;1
12:11:22.593;193.27;1
12:11:22.616;193.066;1
12:11:22.639;191.75;1
12:11:22.661;189.97;1
12:11:22.684;189.97;1
12:11:22.709;188.598;1
12:11:22.730;188.598;1
12:11:22.754;188.302;1
12:11:22.779;189.006;1
12:11:22.802;190.916;0
12:11:22.822;193.307;0
12:11:22.846;193.307;1
12:11:22.868;193.307;1
12:11:22.891;194.92;1
12:11:22.914;194.234;1
12:11:22.937;191.991;0
12:11:22.962;189.284;0
12:11:22.985;189.284;1
12:11:23.007;187.412;1
12:11:23.030;187.412;1
12:11:23.052;187.653;1
12:11:23.077;187.912;1
12:11:23.098;187.505;1
12:11:23.122;187.505;1
12:11:23.145;186.263;1
12:11:23.169;186.263;1
12:11:23.190;185.688;1
12:11:23.215;185.206;1
12:11:23.237;184.446;1
12:11:23.259;184.446;1
12:11:23.284;184.687;1
12:11:23.307;185.391;1
12:11:23.328;185.391;1
12:11:23.352;186.466;1
12:11:23.374;187.671;1
12:11:23.400;187.671;1
12:11:23.423;188.432;1
12:11:23.447;188.784;1
12:11:23.467;188.784;1
12:11:23.489;188.654;0
12:11:23.513;187.523;1
12:11:23.535;187.523;1
12:11:23.559;186.429;1
12:11:23.584;186.429;1
12:11:23.605;185.502;1
12:11:23.629;184.372;1
12:11:23.651;183.074;1
12:11:23.674;183.074;1
12:11:23.699;182.202;1
12:11:23.719;182.073;0
12:11:23.743;183.185;1
12:11:23.765;183.185;1
12:11:23.789;184.613;1
12:11:23.813;184.613;1
12:11:23.837;185.818;1
12:11:23.860;186.782;1
12:11:23.885;186.967;1
12:11:23.906;186.967;1
12:11:23.926;186.059;1
12:11:23.950;184.724;1
12:11:23.973;184.724;1
12:11:23.995;183.982;1
12:11:24.019;184.594;1
12:11:24.041;185.799;1
12:11:24.067;187.282;1
12:11:24.087;187.282;1
12:11:24.110;187.282;1
12:11:24.133;188.357;1
12:11:24.159;189.266;1
12:11:24.182;190.026;1
12:11:24.203;190.026;1
12:11:24.227;190.916;1
12:11:24.249;190.916;1
12:11:24.271;192.455;1
12:11:24.294;193.901;1
12:11:24.319;194.679;1
12:11:24.342;194.679;1
12:11:24.364;195.31;1
12:11:24.388;195.31;1
12:11:24.409;195.328;0
12:11:24.433;194.865;1
12:11:24.455;194.92;0
12:11:24.481;194.92;1
12:11:24.501;195.18;1
12:11:24.525;195.18;1
12:11:24.547;195.476;1
12:11:24.570;194.29;1
12:11:24.594;192.01;1
12:11:24.616;192.01;1
12:11:24.642;189.748;0
12:11:24.662;189.748;1
12:11:24.690;189.136;1
12:11:24.709;188.524;1
12:11:24.731;188.135;1
12:11:24.756;188.302;1
12:11:24.778;188.302;1
12:11:24.800;188.302;1
12:11:24.824;188.469;1
12:11:24.846;189.136;1
12:11:24.869;192.362;0
12:11:24.892;192.362;1
12:11:24.915;192.362;1
12:11:24.938;192.362;1
12:11:24.962;192.807;1
12:11:24.986;192.473;1
12:11:25.009;191.954;1
12:11:25.031;191.491;1
12:11:25.054;191.491;1
12:11:25.076;191.157;1
12:11:25.100;191.157;1
12:11:25.122;190.545;1
12:11:25.145;189.841;1
12:11:25.168;189.841;1
12:11:25.191;189.841;1
12:11:25.214;189.359;1
12:11:25.237;188.691;1
12:11:25.260;188.561;0
12:11:25.284;188.58;0
12:11:25.306;188.58;1
12:11:25.329;188.58;1
12:11:25.352;188.58;1
12:11:25.375;187.82;1
12:11:25.399;186.504;1
12:11:25.421;184.779;1
12:11:25.444;183.037;1
12:11:25.467;183.037;1
12:11:25.490;183.519;1
12:11:25.513;183.519;1
12:11:25.538;184.223;0
12:11:25.560;185.02;1
12:11:25.586;185.465;1
12:11:25.608;185.465;1
12:11:25.629;185.465;1
12:11:25.653;185.577;0
12:11:25.676;185.873;1
12:11:25.700;188.098;1
12:11:25.723;190.545;0
12:11:25.745;190.545;1
12:11:25.769;190.545;1
12:11:25.789;192.659;1
12:11:25.813;194.865;0
12:11:25.837;196.96;0
12:11:25.860;198.943;0
12:11:25.883;198.943;1
12:11:25.907;198.943;1
12:11:25.928;200.482;1
12:11:25.950;201.316;1
12:11:25.975;201.02;1
12:11:25.997;199.815;1
12:11:26.019;199.815;1
12:11:26.042;199.815;1
12:11:26.065;195.291;0
12:11:26.089;195.291;1
12:11:26.111;193.085;0
12:11:26.134;191.546;1
12:11:26.157;191.546;1
12:11:26.182;191.546;1
12:11:26.205;190.026;1
12:11:26.226;187.931;0
12:11:26.250;185.484;0
12:11:26.273;182.833;0
12:11:26.295;182.833;1
12:11:26.318;180.108;0
12:11:26.341;178.309;0
12:11:26.364;177.253;0
12:11:26.387;177.253;1
12:11:26.410;179.014;0
12:11:26.433;181.387;0
12:11:26.456;181.387;1
12:11:26.482;181.387;1
12:11:26.505;183.278;1
12:11:26.528;183.611;1
12:11:26.549;182.629;1
12:11:26.572;182.629;1
12:11:26.596;181.85;1
12:11:26.618;181.85;1
12:11:26.642;181.257;1
12:11:26.665;181.331;0
12:11:26.690;182.666;1
12:11:26.709;183.537;1
12:11:26.734;183.537;1
12:11:26.755;184.038;1
12:11:26.781;184.705;1
12:11:26.804;186.04;1
12:11:26.827;186.04;1
12:11:26.849;187.356;1
12:11:26.870;187.356;1
12:11:26.894;188.135;1
12:11:26.916;188.524;1
12:11:26.939;188.951;1
12:11:26.962;189.47;1
12:11:26.986;189.47;1
12:11:27.008;190.026;0
12:11:27.031;190.026;1
12:11:27.054;190.267;1
12:11:27.077;190.082;1
12:11:27.100;190.397;1
12:11:27.123;190.397;1
12:11:27.146;190.545;1
12:11:27.169;190.786;0
12:11:27.192;190.99;1
12:11:27.215;190.99;1
12:11:27.240;191.713;1
12:11:27.263;191.713;1
12:11:27.284;191.676;1
12:11:27.310;190.953;1
12:11:27.330;190.953;1
12:11:27.354;189.433;1
12:11:27.376;187.838;1
12:11:27.399;187.838;1
12:11:27.423;187.282;1
12:11:27.447;187.968;1
12:11:27.468;187.968;1
12:11:27.493;189.21;1
12:11:27.516;189.711;1
12:11:27.538;189.711;1
12:11:27.560;189.136;1
12:11:27.587;188.172;1
12:11:27.608;188.172;1
12:11:27.629;187.931;1
12:11:27.654;188.895;1
12:11:27.677;188.895;1
12:11:27.700;189.136;1
12:11:27.724;188.024;1
12:11:27.745;185.15;0
12:11:27.767;185.15;1
12:11:27.790;181.887;0
12:11:27.814;179.57;1
12:11:27.838;179.57;1
12:11:27.859;180.163;1
12:11:27.888;180.627;1
12:11:27.906;180.423;1
12:11:27.928;180.423;1
12:11:27.951;180.608;1
12:11:27.974;180.608;1
12:11:28.000;181.646;1
12:11:28.022;182.87;1
12:11:28.045;184.019;1
12:11:28.066;184.019;1
12:11:28.089;184.779;1
12:11:28.113;184.779;1
12:11:28.137;185.632;1
12:11:28.160;186.689;1
12:11:28.187;187.189;1
12:11:28.205;187.189;1
12:11:28.228;187.041;1
12:11:28.251;187.041;1
12:11:28.274;187.227;1
12:11:28.297;186.726;1
12:11:28.320;186.355;1
12:11:28.343;186.355;1
12:11:28.366;185.947;1
12:11:28.390;185.762;1
12:11:28.412;186.318;1
12:11:28.435;186.318;1
12:11:28.458;187.282;1
12:11:28.483;187.282;1
12:11:28.504;188.506;1
12:11:28.528;188.432;1
12:11:28.551;188.432;1
12:11:28.573;186.541;1
12:11:28.597;186.541;1
12:11:28.619;186.541;1
12:11:28.642;186.67;1
12:11:28.665;186.67;1
12:11:28.688;188.784;1
12:11:28.713;188.784;1
12:11:28.735;190.434;0
12:11:28.757;190.712;1
12:11:28.785;189.47;1
12:11:28.803;189.47;1
12:11:28.826;189.47;1
12:11:28.849;187.375;0
12:11:28.874;186.114;1
12:11:28.897;186.578;1
12:11:28.920;187.801;1
12:11:28.942;187.801;1
12:11:28.964;188.821;1
12:11:28.988;188.821;1
12:11:29.011;189.451;1
12:11:29.035;189.062;1
12:11:29.056;187.634;1
12:11:29.083;185.836;1
12:11:29.103;185.836;1
12:11:29.128;185.836;1
12:11:29.149;184.52;1
12:11:29.171;184.687;1
12:11:29.195;185.169;1
12:11:29.217;184.705;1
12:11:29.241;184.705;1
12:11:29.264;184.705;1
12:11:29.287;182.759;0
12:11:29.309;180.33;1
12:11:29.331;177.901;1
12:11:29.356;176.381;1
12:11:29.377;176.381;1
12:11:29.401;176.381;1
12:11:29.423;176.956;1
12:11:29.447;179.737;1
12:11:29.471;182.796;0
12:11:29.494;186.188;0
12:11:29.515;186.188;1
12:11:29.538;186.188;1
12:11:29.563;188.673;0
12:11:29.587;190.323;1
12:11:29.609;191.25;1
12:11:29.631;191.25;1
12:11:29.653;191.25;1
12:11:29.677;191.25;1
12:11:29.699;190.823;1
12:11:29.722;191.027;1
12:11:29.746;191.324;1
12:11:29.769;191.88;1
12:11:29.791;191.88;1
12:11:29.816;192.343;1
12:11:29.838;192.343;1
12:11:29.860;192.751;1
12:11:29.885;193.252;1
12:11:29.908;193.697;1
12:11:29.929;193.623;1
12:11:29.955;193.623;1
12:11:29.976;192.659;1
12:11:30.001;192.659;1
12:11:30.024;191.268;1
12:11:30.044;190.73;1
12:11:30.067;191.287;1
12:11:30.090;191.287;1
12:11:30.114;192.417;1
12:11:30.137;194.29;1
12:11:30.160;194.29;1
12:11:30.184;195.903;1
12:11:30.205;195.977;1
12:11:30.228;195.977;1
12:11:30.254;195.198;1
12:11:30.276;194.049;1
12:11:30.301;193.901;0
12:11:30.322;193.901;1
12:11:30.343;194.994;1
12:11:30.366;194.994;1
12:11:30.391;197.571;0
12:11:30.414;200.074;0
12:11:30.438;200.074;1
12:11:30.460;201.465;1
12:11:30.485;200.945;1
12:11:30.505;198.943;1
12:11:30.528;198.943;1
12:11:30.551;196.7;0
12:11:30.573;195.013;1
12:11:30.599;193.641;1
12:11:30.620;193.641;1
12:11:30.642;192.473;1
12:11:30.666;192.473;1
12:11:30.690;191.435;1
12:11:30.712;191.435;1
12:11:30.734;190.434;1
12:11:30.758;187.968;0
12:11:30.785;185.632;0
12:11:30.803;185.632;1
12:11:30.826;183.648;1
12:11:30.849;183.407;1
12:11:30.875;185.818;0
12:11:30.895;185.818;1
12:11:30.918;188.58;1
12:11:30.943;188.58;1
12:11:30.964;190.934;1
12:11:30.989;192.992;1
12:11:31.011;194.142;1
12:11:31.033;194.142;1
12:11:31.057;193.975;1
12:11:31.081;193.975;1
12:11:31.103;192.269;1
12:11:31.126;191.064;1
12:11:31.150;190.712;1
12:11:31.171;191.027;1
12:11:31.196;191.027;1
12:11:31.217;191.027;1
12:11:31.242;192.844;1
12:11:31.263;194.865;0
12:11:31.286;196.756;0
12:11:31.310;198.035;1
12:11:31.334;198.016;0
