TimeStamp;Давление воздуха за компрессором (Расчетная);0 - Bad, 1 - Good
12:10:47.287;254.301;1
12:10:47.311;254.92;1
12:10:47.335;254.92;1
12:10:47.357;255.225;1
12:10:47.382;254.531;1
12:10:47.402;254.837;1
12:10:47.425;254.956;1
12:10:47.448;254.726;1
12:10:47.474;254.607;1
12:10:47.495;255.339;1
12:10:47.517;255.339;1
12:10:47.540;254.535;1
12:10:47.563;254.803;1
12:10:47.586;254.76;1
12:10:47.609;255.612;1
12:10:47.632;255.612;1
12:10:47.655;255.229;1
12:10:47.681;254.683;1
12:10:47.702;254.496;1
12:10:47.724;254.036;1
12:10:47.747;254.036;1
12:10:47.773;253.766;1
12:10:47.795;254.839;1
12:10:47.817;254.685;1
12:10:47.839;254.19;1
12:10:47.864;255.414;1
12:10:47.886;255.414;1
12:10:47.911;255.26;1
12:10:47.932;254.417;1
12:10:47.954;254.957;1
12:10:47.980;255.186;1
12:10:48.001;255.186;1
12:10:48.024;253.992;1
12:10:48.048;254.956;1
12:10:48.069;253.995;1
12:10:48.092;254.148;1
12:10:48.116;254.645;1
12:10:48.138;254.384;1
12:10:48.161;254.384;1
12:10:48.184;254.494;1
12:10:48.208;254.609;1
12:10:48.231;255.375;1
12:10:48.256;254.189;1
12:10:48.279;254.65;1
12:10:48.300;254.568;1
12:10:48.323;254.568;1
12:10:48.345;255.108;1
12:10:48.371;254.227;1
12:10:48.393;254.687;1
12:10:48.417;254.416;1
12:10:48.438;254.916;1
12:10:48.460;254.916;1
12:10:48.484;255.456;1
12:10:48.507;254.498;1
12:10:48.532;254.758;1
12:10:48.553;254.648;1
12:10:48.577;254.648;1
12:10:48.600;254.418;1
12:10:48.623;254.418;1
12:10:48.644;254.762;1
12:10:48.670;254.339;1
12:10:48.692;254.726;1
12:10:48.714;254.802;1
12:10:48.740;254.802;1
12:10:48.760;254.378;1
12:10:48.783;255.068;1
12:10:48.807;254.996;1
12:10:48.832;255.147;1
12:10:48.852;254.991;1
12:10:48.878;255.453;1
12:10:48.900;255.453;1
12:10:48.921;254.458;1
12:10:48.946;254.648;1
12:10:48.969;254.57;1
12:10:48.990;254.572;0
12:10:49.013;254.687;1
12:10:49.038;254.687;1
12:10:49.059;254.57;1
12:10:49.084;254.647;1
12:10:49.105;254.649;1
12:10:49.128;254.881;1
12:10:49.153;253.917;1
12:10:49.175;253.917;1
12:10:49.198;255.298;1
12:10:49.220;254.302;1
12:10:49.244;254.496;1
12:10:49.266;255.147;1
12:10:49.290;253.84;1
12:10:49.312;254.919;1
12:10:49.335;254.919;1
12:10:49.358;254.57;1
12:10:49.383;254.415;1
12:10:49.404;254.383;1
12:10:49.427;253.612;1
12:10:49.452;253.612;1
12:10:49.475;254.799;1
12:10:49.496;254.684;1
12:10:49.519;254.649;1
12:10:49.542;255.148;1
12:10:49.567;255.148;1
12:10:49.588;254.608;1
12:10:49.611;254.685;1
12:10:49.634;254.688;0
12:10:49.657;254.42;1
12:10:49.683;254.299;1
12:10:49.703;254.878;1
12:10:49.728;254.878;1
12:10:49.749;254.38;1
12:10:49.774;254.689;1
12:10:49.795;254.76;1
12:10:49.819;254.303;1
12:10:49.840;254.689;1
12:10:49.864;254.574;1
12:10:49.886;254.574;1
12:10:49.909;254.643;1
12:10:49.932;254.263;1
12:10:49.957;254.302;1
12:10:49.982;254.11;1
12:10:50.002;255.412;1
12:10:50.024;255.412;1
12:10:50.049;253.65;1
12:10:50.071;254.187;1
12:10:50.093;253.997;1
12:10:50.116;253.303;1
12:10:50.139;255.879;1
12:10:50.163;254.998;1
12:10:50.185;254.993;0
12:10:50.208;254.993;1
12:10:50.231;254.529;1
12:10:50.256;254.803;1
12:10:50.277;254.494;1
12:10:50.300;254.801;1
12:10:50.323;254.801;1
12:10:50.346;254.377;1
12:10:50.369;254.149;1
12:10:50.392;254.342;1
12:10:50.415;253.918;1
12:10:50.438;254.531;1
12:10:50.461;253.92;1
12:10:50.484;254.342;1
12:10:50.507;254.342;1
12:10:50.533;254.646;1
12:10:50.554;254.878;1
12:10:50.576;253.958;1
12:10:50.600;254.496;1
12:10:50.623;254.415;1
12:10:50.646;254.415;1
12:10:50.670;253.763;1
12:10:50.694;254.65;1
12:10:50.717;254.458;1
12:10:50.738;254.722;1
12:10:50.761;254.722;1
12:10:50.785;253.917;1
12:10:50.807;254.149;1
12:10:50.830;253.88;1
12:10:50.853;255.144;1
12:10:50.877;253.877;1
12:10:50.898;253.998;1
12:10:50.922;253.998;1
12:10:50.946;254.302;1
12:10:50.967;253.878;1
12:10:50.993;255.418;1
12:10:51.013;254.806;1
12:10:51.039;254.495;1
12:10:51.060;254.377;1
12:10:51.083;254.994;1
12:10:51.106;254.994;1
12:10:51.131;253.88;1
12:10:51.151;254.493;1
12:10:51.176;254.261;1
12:10:51.198;253.804;1
12:10:51.220;253.804;1
12:10:51.244;254.498;1
12:10:51.268;254.224;1
12:10:51.292;253.994;1
12:10:51.312;254.224;1
12:10:51.336;254.612;1
12:10:51.358;253.495;0
12:10:51.382;254.685;1
12:10:51.405;254.685;1
12:10:51.428;254.302;1
12:10:51.451;254.689;1
12:10:51.474;254.723;1
12:10:51.497;254.149;1
12:10:51.520;254.265;1
12:10:51.543;254.265;1
12:10:51.567;254.227;1
12:10:51.591;255.185;1
12:10:51.612;254.492;1
12:10:51.634;254.381;1
12:10:51.658;254.42;1
12:10:51.686;254.42;1
12:10:51.704;255.071;1
12:10:51.727;254.415;1
12:10:51.750;254.381;1
12:10:51.772;254.918;1
12:10:51.798;253.954;1
12:10:51.819;254.452;1
12:10:51.842;254.452;1
12:10:51.865;254.495;1
12:10:51.888;254.842;1
12:10:51.910;254.491;1
12:10:51.935;254.491;1
12:10:51.958;255.801;1
12:10:51.983;255.227;1
12:10:52.002;254.188;1
12:10:52.026;254.608;1
12:10:52.049;253.574;1
12:10:52.072;253.883;1
12:10:52.094;254.457;1
12:10:52.118;254.457;1
12:10:52.141;254.301;1
12:10:52.163;254.342;1
12:10:52.187;254.15;1
12:10:52.211;253.88;1
12:10:52.232;253.88;1
12:10:52.257;254.608;1
12:10:52.281;254.455;1
12:10:52.301;254.075;1
12:10:52.324;254.798;1
12:10:52.348;254.914;1
12:10:52.372;254.148;1
12:10:52.396;254.459;1
12:10:52.419;254.459;1
12:10:52.441;254.38;1
12:10:52.462;254.224;1
12:10:52.487;254.725;1
12:10:52.510;254.381;1
12:10:52.531;255.186;1
12:10:52.554;254.417;1
12:10:52.580;254.649;1
12:10:52.601;254.649;1
12:10:52.624;255.15;1
12:10:52.647;253.609;1
12:10:52.670;253.915;1
12:10:52.695;254.611;1
12:10:52.718;254.611;1
12:10:52.740;254.34;1
12:10:52.762;254.61;1
12:10:52.785;254.224;1
12:10:52.807;254.339;1
12:10:52.831;254.69;1
12:10:52.854;254.69;1
12:10:52.876;254.416;1
12:10:52.900;254.416;1
12:10:52.922;253.919;1
12:10:52.945;254.683;1
12:10:52.968;254.149;1
12:10:52.992;254.149;1
12:10:53.014;254.456;1
12:10:53.038;254.456;1
12:10:53.060;255.224;1
12:10:53.083;255.224;1
12:10:53.106;254.266;1
12:10:53.129;254.266;1
12:10:53.152;254.266;1
12:10:53.175;254.647;1
12:10:53.199;254.647;1
12:10:53.221;254.226;1
12:10:53.244;255.492;1
12:10:53.267;254.608;1
12:10:53.291;254.608;1
12:10:53.313;254.993;1
12:10:53.336;254.993;1
12:10:53.359;255.034;1
12:10:53.385;254.3;1
12:10:53.405;254.034;1
12:10:53.428;254.034;1
12:10:53.451;254.111;1
12:10:53.474;254.111;1
12:10:53.497;254.11;0
12:10:53.521;254.57;1
12:10:53.543;253.035;1
12:10:53.566;254.187;1
12:10:53.590;254.187;1
12:10:53.613;253.839;1
12:10:53.635;253.839;1
12:10:53.659;254.376;1
12:10:53.684;254.611;1
12:10:53.705;254.3;1
12:10:53.727;254.34;1
12:10:53.752;254.609;1
12:10:53.774;253.997;1
12:10:53.798;253.997;1
12:10:53.821;254.759;1
12:10:53.843;254.61;1
12:10:53.866;254.61;1
12:10:53.888;255.226;1
12:10:53.911;255.111;1
12:10:53.937;255.111;1
12:10:53.960;254.567;1
12:10:53.985;254.843;1
12:10:54.005;254.763;1
12:10:54.026;254.223;1
12:10:54.051;254.338;1
12:10:54.072;254.418;1
12:10:54.095;255.265;1
12:10:54.118;255.265;1
12:10:54.142;254.722;1
12:10:54.164;254.609;1
12:10:54.188;254.609;1
12:10:54.210;254.804;1
12:10:54.234;254.804;1
12:10:54.256;254.222;1
12:10:54.282;254.341;1
12:10:54.302;254.457;1
12:10:54.326;254.38;1
12:10:54.348;254.3;1
12:10:54.372;253.917;1
12:10:54.394;254.189;1
12:10:54.420;254.189;1
12:10:54.443;253.726;1
12:10:54.464;254.454;1
12:10:54.489;254.033;1
12:10:54.511;254.686;1
12:10:54.535;254.917;1
12:10:54.556;254.185;1
12:10:54.580;254.185;1
12:10:54.603;254.185;1
12:10:54.625;254.457;1
12:10:54.648;254.573;1
12:10:54.672;254.029;1
12:10:54.694;255.494;1
12:10:54.719;254.764;1
12:10:54.740;254.764;1
12:10:54.762;254.994;1
12:10:54.785;254.53;1
12:10:54.808;254.15;1
12:10:54.831;254.15;1
12:10:54.854;254.111;1
12:10:54.878;254.111;1
12:10:54.900;255.145;1
12:10:54.924;254.226;1
12:10:54.948;254.726;1
12:10:54.970;254.531;1
12:10:54.994;255.071;1
12:10:55.015;255.071;1
12:10:55.040;254.764;1
12:10:55.064;254.843;1
12:10:55.086;254.339;1
12:10:55.107;254.225;1
12:10:55.133;254.726;1
12:10:55.154;254.304;1
12:10:55.177;254.723;1
12:10:55.201;254.723;1
12:10:55.222;254.032;1
12:10:55.247;254.998;1
12:10:55.269;253.803;1
12:10:55.294;254.454;1
12:10:55.314;254.454;1
12:10:55.338;254.842;1
12:10:55.361;254.842;1
12:10:55.386;254.723;1
12:10:55.408;254.723;1
12:10:55.430;254.876;1
12:10:55.454;254.188;1
12:10:55.477;255.186;1
12:10:55.499;255.186;1
12:10:55.522;255.492;1
12:10:55.545;254.381;1
12:10:55.568;254.649;1
12:10:55.591;254.375;1
12:10:55.614;254.375;1
12:10:55.637;254.803;1
12:10:55.660;254.649;1
12:10:55.683;254.649;1
12:10:55.706;254.763;1
12:10:55.729;254.227;1
12:10:55.752;254.842;1
12:10:55.775;254.842;1
12:10:55.799;254.842;1
12:10:55.822;254.264;1
12:10:55.844;254.875;1
12:10:55.867;253.841;1
12:10:55.891;254.728;1
12:10:55.913;254.224;1
12:10:55.936;254.224;1
12:10:55.961;254.185;1
12:10:55.984;254.84;1
12:10:56.006;254.495;1
12:10:56.028;254.993;1
12:10:56.051;254.224;1
12:10:56.075;254.496;1
12:10:56.099;254.689;1
12:10:56.122;254.689;1
12:10:56.143;254.995;1
12:10:56.166;254.03;1
12:10:56.190;254.649;1
12:10:56.214;254.15;1
12:10:56.236;254.15;1
12:10:56.259;254.799;1
12:10:56.287;254.799;1
12:10:56.306;254.304;1
12:10:56.329;254.842;1
12:10:56.349;255.031;1
12:10:56.375;255.031;1
12:10:56.397;254.227;1
12:10:56.421;254.763;1
12:10:56.441;254.763;1
12:10:56.465;254.53;1
12:10:56.488;254.38;1
12:10:56.510;254.688;1
12:10:56.533;254.726;1
12:10:56.558;254.415;1
12:10:56.582;254.415;1
12:10:56.602;254.302;1
12:10:56.625;254.344;1
12:10:56.648;253.728;1
12:10:56.672;255.913;1
12:10:56.695;254.266;1
12:10:56.718;254.266;1
12:10:56.740;254.266;1
12:10:56.763;254.071;1
12:10:56.786;254.071;1
12:10:56.809;255.227;1
12:10:56.832;255.227;1
12:10:56.855;255.227;1
12:10:56.881;254.529;1
12:10:56.901;254.266;1
12:10:56.924;254.305;1
12:10:56.947;254.305;1
12:10:56.973;255.492;1
12:10:56.993;254.761;1
12:10:57.016;254.535;1
12:10:57.039;254.609;1
12:10:57.062;254.146;1
12:10:57.085;254.261;1
12:10:57.110;254.261;1
12:10:57.132;254.38;1
12:10:57.154;254.304;1
12:10:57.179;254.183;1
12:10:57.201;255.339;1
12:10:57.224;254.419;1
12:10:57.246;254.419;1
12:10:57.269;254.804;1
12:10:57.292;254.607;1
12:10:57.315;254.11;1
12:10:57.338;254.803;1
12:10:57.364;254.612;1
12:10:57.385;254.261;1
12:10:57.407;254.261;1
12:10:57.433;254.648;1
12:10:57.456;254.304;1
12:10:57.476;254.111;1
12:10:57.499;254.839;1
12:10:57.523;254.839;1
12:10:57.546;254.07;1
12:10:57.568;254.267;1
12:10:57.593;254.839;1
12:10:57.616;254.723;1
12:10:57.638;255.303;1
12:10:57.660;254.805;1
12:10:57.683;254.491;1
12:10:57.707;254.491;1
12:10:57.731;254.916;1
12:10:57.752;254.877;1
12:10:57.778;254.036;1
12:10:57.798;254.687;1
12:10:57.824;254.687;1
12:10:57.844;254.687;1
12:10:57.867;253.649;1
12:10:57.891;254.882;1
12:10:57.915;253.803;1
12:10:57.938;254.454;1
12:10:57.962;254.686;1
12:10:57.984;254.686;1
12:10:58.006;254.304;1
12:10:58.028;254.262;1
12:10:58.053;254.57;1
12:10:58.075;254.187;1
12:10:58.099;253.843;1
12:10:58.121;253.843;1
12:10:58.144;254.988;1
12:10:58.168;254.455;1
12:10:58.190;255.148;1
12:10:58.212;254.65;1
12:10:58.235;254.76;1
12:10:58.261;254.76;1
12:10:58.284;254.377;1
12:10:58.305;254.572;1
12:10:58.327;254.341;1
12:10:58.350;254.915;1
12:10:58.375;254.493;1
12:10:58.398;254.496;0
12:10:58.421;254.496;1
12:10:58.442;255.147;1
12:10:58.465;254.491;1
12:10:58.488;254.377;1
12:10:58.512;254.686;1
12:10:58.535;254.611;1
12:10:58.557;254.611;1
12:10:58.584;254.645;1
12:10:58.604;255.762;1
12:10:58.627;254.996;1
12:10:58.651;254.572;1
12:10:58.673;254.914;1
12:10:58.695;254.035;1
12:10:58.719;254.035;1
12:10:58.742;254.574;1
12:10:58.764;254.456;1
12:10:58.789;254.456;1
12:10:58.810;253.877;1
12:10:58.833;253.877;1
12:10:58.857;254.803;1
12:10:58.882;253.724;1
12:10:58.904;254.877;1
12:10:58.925;254.455;1
12:10:58.948;254.188;1
12:10:58.971;253.954;1
12:10:58.997;253.954;1
12:10:59.020;253.954;1
12:10:59.041;255.571;1
12:10:59.064;254.767;1
12:10:59.086;254.841;1
12:10:59.111;254.414;1
12:10:59.134;254.957;1
12:10:59.157;254.649;1
12:10:59.183;254.534;1
12:10:59.201;254.534;1
12:10:59.224;254.724;1
12:10:59.248;254.457;1
12:10:59.272;254.611;1
12:10:59.294;253.571;1
12:10:59.316;254.758;1
12:10:59.340;254.758;1
12:10:59.362;255.036;1
12:10:59.386;254.84;1
12:10:59.409;254.569;1
12:10:59.433;255.109;1
12:10:59.456;255.032;1
12:10:59.478;254.497;1
12:10:59.500;254.497;1
12:10:59.523;254.338;1
12:10:59.547;254.57;1
12:10:59.570;254.802;1
12:10:59.592;254.495;1
12:10:59.616;254.953;1
12:10:59.638;254.953;1
12:10:59.661;254.342;1
12:10:59.685;254.342;1
12:10:59.707;254.072;1
12:10:59.730;255.221;1
12:10:59.753;255.221;1
12:10:59.776;254.611;1
12:10:59.799;254.611;1
12:10:59.822;254.417;1
12:10:59.845;255.068;1
12:10:59.868;255.111;1
12:10:59.891;255.111;1
12:10:59.914;255.033;1
12:10:59.937;254.684;1
12:10:59.960;255.416;1
12:10:59.983;254.497;1
12:11:00.007;255.341;1
12:11:00.031;255.341;1
12:11:00.052;254.494;1
12:11:00.075;254.996;1
12:11:00.098;254.996;1
12:11:00.121;254.842;1
12:11:00.144;253.995;1
12:11:00.167;254.457;1
12:11:00.191;254.457;1
12:11:00.213;253.959;1
12:11:00.236;253.959;1
12:11:00.260;253.458;1
12:11:00.286;255.8;1
12:11:00.306;254.842;1
12:11:00.330;254.533;1
12:11:00.353;254.761;1
12:11:00.376;254.455;1
12:11:00.400;254.763;1
12:11:00.421;254.763;1
12:11:00.443;254.342;1
12:11:00.466;254.568;1
12:11:00.489;254.568;1
12:11:00.512;254.193;1
12:11:00.536;254.193;1
12:11:00.561;253.46;1
12:11:00.582;254.763;1
12:11:00.604;254.647;1
12:11:00.629;254.303;1
12:11:00.652;255.262;1
12:11:00.674;254.453;1
12:11:00.696;255.261;1
12:11:00.722;255.261;1
12:11:00.742;254.495;1
12:11:00.766;255.071;1
12:11:00.788;255.184;1
12:11:00.812;254.111;1
12:11:00.836;254.265;1
12:11:00.857;254.418;1
12:11:00.886;254.99;1
12:11:00.905;254.99;1
12:11:00.928;254.611;1
12:11:00.952;254.573;1
12:11:00.974;253.725;1
12:11:00.997;254.415;1
12:11:01.021;254.416;0
12:11:01.041;254.495;1
12:11:01.064;254.645;1
12:11:01.087;254.645;1
12:11:01.110;255.185;1
12:11:01.133;254.572;1
12:11:01.156;254.11;1
12:11:01.182;255.262;1
12:11:01.203;253.955;1
12:11:01.225;255.188;1
12:11:01.248;255.188;1
12:11:01.272;254.652;1
12:11:01.294;254.495;1
12:11:01.317;254.53;1
12:11:01.340;254.687;1
12:11:01.363;254.572;1
12:11:01.386;254.572;1
12:11:01.409;254.533;1
12:11:01.432;254.914;1
12:11:01.455;254.342;1
12:11:01.480;254.495;1
12:11:01.501;254.842;1
12:11:01.524;255.225;1
12:11:01.547;254.11;1
12:11:01.570;254.11;1
12:11:01.594;254.11;1
12:11:01.617;255.226;1
12:11:01.639;254.492;1
12:11:01.663;254.878;1
12:11:01.686;254.92;1
12:11:01.708;255.034;1
12:11:01.731;254.453;1
12:11:01.755;254.453;1
12:11:01.777;254.34;1
12:11:01.801;254.803;1
12:11:01.824;254.226;1
12:11:01.847;255.107;1
12:11:01.869;254.608;1
12:11:01.895;254.723;1
12:11:01.916;254.723;1
12:11:01.939;254.956;1
12:11:01.963;253.954;1
12:11:01.987;254.528;1
12:11:02.010;254.725;1
12:11:02.031;254.762;1
12:11:02.055;254.8;1
12:11:02.077;255.301;1
12:11:02.100;255.301;1
12:11:02.124;254.535;1
12:11:02.148;254.84;1
12:11:02.169;254.53;1
12:11:02.192;254.227;1
12:11:02.217;254.458;1
12:11:02.241;254.458;1
12:11:02.264;254.305;1
12:11:02.286;254.953;1
12:11:02.307;254.303;1
12:11:02.332;255.147;1
12:11:02.354;255.031;1
12:11:02.376;254.725;1
12:11:02.401;254.493;1
12:11:02.422;254.841;1
12:11:02.446;254.841;1
12:11:02.470;254.875;1
12:11:02.492;255.453;1
12:11:02.516;254.61;1
12:11:02.538;254.572;1
12:11:02.563;255.106;1
12:11:02.585;254.494;1
12:11:02.607;254.494;1
12:11:02.631;254.956;1
12:11:02.654;254.267;1
12:11:02.676;254.993;1
12:11:02.698;254.722;1
12:11:02.721;254.61;1
12:11:02.744;254.687;1
12:11:02.769;254.687;1
12:11:02.790;255.453;1
12:11:02.813;254.262;1
12:11:02.836;254.763;1
12:11:02.859;254.881;1
12:11:02.883;254.221;1
12:11:02.907;255.84;1
12:11:02.929;255.84;1
12:11:02.952;255.151;1
12:11:02.974;254.341;1
12:11:02.998;254.954;1
12:11:03.020;254.111;1
12:11:03.043;254.111;1
12:11:03.065;254.111;1
12:11:03.088;254.687;1
12:11:03.111;254.684;0
12:11:03.134;254.146;1
12:11:03.160;254.803;1
12:11:03.181;254.11;1
12:11:03.203;254.876;1
12:11:03.226;254.876;1
12:11:03.252;254.761;1
12:11:03.274;254.305;1
12:11:03.296;255.261;1
12:11:03.320;254.721;1
12:11:03.341;254.146;1
12:11:03.366;254.918;1
12:11:03.389;254.918;1
12:11:03.413;254.571;1
12:11:03.435;253.837;1
12:11:03.457;255.301;1
12:11:03.482;254.918;1
12:11:03.503;254.646;1
12:11:03.525;254.646;1
12:11:03.551;255.413;1
12:11:03.573;254.267;1
12:11:03.594;253.958;1
12:11:03.617;255.07;1
12:11:03.640;255.185;1
12:11:03.665;254.534;1
12:11:03.686;255.185;1
12:11:03.709;255.185;1
12:11:03.732;254.954;1
12:11:03.755;255.532;1
12:11:03.783;254.766;1
12:11:03.801;254.65;1
12:11:03.824;255.338;1
12:11:03.847;255.338;1
12:11:03.870;254.801;1
12:11:03.894;254.801;1
12:11:03.916;255.187;1
12:11:03.940;255.187;1
12:11:03.962;254.839;1
12:11:03.985;254.839;1
12:11:04.008;254.613;1
12:11:04.032;254.613;1
12:11:04.055;253.727;1
12:11:04.077;254.799;1
12:11:04.100;254.88;1
12:11:04.123;255.532;1
12:11:04.146;254.53;1
12:11:04.169;254.53;1
12:11:04.193;254.53;1
12:11:04.215;254.53;1
12:11:04.239;255.15;1
12:11:04.261;254.836;1
12:11:04.285;254.836;1
12:11:04.307;255.111;1
12:11:04.330;255.111;1
12:11:04.355;254.764;1
12:11:04.376;254.764;1
12:11:04.400;254.953;1
12:11:04.422;254.382;1
12:11:04.445;255.263;1
12:11:04.468;255.263;1
12:11:04.492;255.03;1
12:11:04.514;255.03;1
12:11:04.537;254.764;1
12:11:04.560;254.958;1
12:11:04.584;254.302;1
12:11:04.607;255.183;1
12:11:04.630;254.916;1
12:11:04.653;254.498;1
12:11:04.676;254.951;1
12:11:04.698;254.951;1
12:11:04.721;254.648;1
12:11:04.744;254.456;1
12:11:04.767;255.762;1
12:11:04.790;255.762;1
12:11:04.813;255.762;1
12:11:04.836;254.878;1
12:11:04.860;255.495;1
12:11:04.882;254.725;1
12:11:04.905;254.993;1
12:11:04.928;255.029;1
12:11:04.951;254.768;1
12:11:04.975;254.569;1
12:11:04.999;254.569;1
12:11:05.020;255.109;1
12:11:05.043;255.224;1
12:11:05.066;255.264;1
12:11:05.091;255.264;1
12:11:05.112;254.724;1
12:11:05.135;254.724;1
12:11:05.159;255.032;1
12:11:05.183;254.879;1
12:11:05.205;254.726;1
12:11:05.227;255.337;1
12:11:05.250;254.493;1
12:11:05.273;255.341;1
12:11:05.296;255.341;1
12:11:05.321;254.575;1
12:11:05.342;255.03;1
12:11:05.365;255.11;1
12:11:05.389;255.11;1
12:11:05.411;254.802;1
12:11:05.436;254.802;1
12:11:05.458;255.108;1
12:11:05.483;254.799;1
12:11:05.503;254.804;1
12:11:05.526;254.991;1
12:11:05.550;255.414;1
12:11:05.573;255.261;1
12:11:05.595;254.727;1
12:11:05.618;254.727;1
12:11:05.641;255.764;1
12:11:05.665;254.185;1
12:11:05.688;254.994;1
12:11:05.711;254.918;1
12:11:05.735;254.995;1
12:11:05.757;254.413;1
12:11:05.783;254.69;1
12:11:05.803;253.843;1
12:11:05.826;253.843;1
12:11:05.850;254.226;1
12:11:05.872;255.107;1
12:11:05.895;254.187;1
12:11:05.918;254.92;1
12:11:05.941;254.607;1
12:11:05.964;254.607;1
12:11:05.988;255.108;1
12:11:06.009;254.38;1
12:11:06.035;254.882;1
12:11:06.057;255.03;1
12:11:06.081;255.108;1
12:11:06.101;255.262;1
12:11:06.124;255.262;1
12:11:06.147;254.19;1
12:11:06.173;254.799;1
12:11:06.193;254.839;1
12:11:06.216;254.651;1
12:11:06.239;254.612;1
12:11:06.262;255.34;1
12:11:06.286;254.07;1
12:11:06.308;254.92;1
12:11:06.331;254.92;1
12:11:06.354;255.072;1
12:11:06.377;254.455;1
12:11:06.400;254.838;1
12:11:06.424;255.187;1
12:11:06.447;255.187;1
12:11:06.470;255.109;1
12:11:06.492;254.954;1
12:11:06.515;254.761;1
12:11:06.538;254.263;1
12:11:06.563;254.843;1
12:11:06.585;255.682;1
12:11:06.608;255.682;1
12:11:06.630;254.38;1
12:11:06.656;255.15;1
12:11:06.679;254.033;1
12:11:06.701;254.76;1
12:11:06.723;254.76;1
12:11:06.746;254.417;1
12:11:06.769;254.802;1
12:11:06.791;255.185;1
12:11:06.814;254.376;1
12:11:06.837;254.299;1
12:11:06.863;254.036;1
12:11:06.884;254.568;1
12:11:06.907;254.568;1
12:11:06.929;254.608;1
12:11:06.955;254.955;1
12:11:06.977;254.725;1
12:11:07.001;255.57;1
12:11:07.021;254.263;1
12:11:07.046;254.263;1
12:11:07.069;254.687;1
12:11:07.090;255.226;1
12:11:07.113;255.265;1
12:11:07.136;254.377;1
12:11:07.160;255.11;1
12:11:07.183;254.687;1
12:11:07.205;254.687;1
12:11:07.228;254.225;1
12:11:07.254;256.262;1
12:11:07.276;254.845;1
12:11:07.297;254.725;1
12:11:07.320;255.068;1
12:11:07.345;255.145;1
12:11:07.366;255.145;1
12:11:07.392;254.996;1
12:11:07.412;254.881;1
12:11:07.438;254.53;1
12:11:07.459;254.531;0
12:11:07.483;254.882;1
12:11:07.506;254.882;1
12:11:07.527;253.88;1
12:11:07.553;255.259;1
12:11:07.575;254.954;1
12:11:07.596;254.267;1
12:11:07.619;255.337;1
12:11:07.642;255.221;1
12:11:07.665;254.57;1
12:11:07.688;254.57;1
12:11:07.711;255.265;1
12:11:07.734;255.265;1
12:11:07.757;254.722;1
12:11:07.780;255.416;1
12:11:07.803;254.879;1
12:11:07.828;255.032;1
12:11:07.851;255.032;1
12:11:07.873;255.376;1
12:11:07.895;254.687;1
12:11:07.918;255.111;1
12:11:07.941;254.996;1
12:11:07.964;255.066;1
12:11:07.988;254.072;1
12:11:08.010;254.072;1
12:11:08.033;254.072;1
12:11:08.056;255.072;1
12:11:08.083;254.376;1
12:11:08.103;254.376;1
12:11:08.126;254.418;1
12:11:08.148;255.186;1
12:11:08.171;254.839;1
12:11:08.194;254.839;1
12:11:08.217;255.109;1
12:11:08.240;255.3;1
12:11:08.264;254.153;1
12:11:08.287;255.145;1
12:11:08.309;254.802;1
12:11:08.333;254.802;1
12:11:08.356;254.88;1
12:11:08.384;254.61;1
12:11:08.402;255.185;1
12:11:08.425;255.026;1
12:11:08.449;255.342;1
12:11:08.472;254.802;1
12:11:08.494;254.494;1
12:11:08.517;254.494;1
12:11:08.541;254.953;1
12:11:08.564;255.34;1
12:11:08.587;255.417;1
12:11:08.609;255.185;1
12:11:08.633;255.416;1
12:11:08.658;254.726;1
12:11:08.679;255.226;1
12:11:08.704;255.226;1
12:11:08.725;255.3;1
12:11:08.747;254.84;1
12:11:08.772;255.187;1
12:11:08.796;254.881;1
12:11:08.817;255.031;1
12:11:08.839;254.342;1
12:11:08.864;254.342;1
12:11:08.886;255.033;1
12:11:08.909;254.301;1
12:11:08.934;255.144;1
12:11:08.956;254.493;1
12:11:08.977;254.302;1
12:11:09.002;255.069;1
12:11:09.024;255.069;1
12:11:09.047;254.683;1
12:11:09.070;254.377;1
12:11:09.093;254.457;1
12:11:09.117;255.069;1
12:11:09.139;254.607;1
12:11:09.163;255.763;1
12:11:09.184;254.957;1
12:11:09.207;254.957;1
12:11:09.232;255.301;1
12:11:09.254;255.109;1
12:11:09.276;254.995;1
12:11:09.300;255.148;1
12:11:09.324;254.069;1
12:11:09.345;254.184;1
12:11:09.369;254.184;1
12:11:09.391;254.689;1
12:11:09.414;254.879;1
12:11:09.437;254.607;1
12:11:09.460;255.146;1
12:11:09.484;254.801;1
12:11:09.506;254.919;1
12:11:09.530;254.919;1
12:11:09.552;255.029;1
12:11:09.574;254.687;1
12:11:09.597;254.803;1
12:11:09.620;255.263;1
12:11:09.644;254.764;1
12:11:09.667;254.878;1
12:11:09.689;254.878;1
12:11:09.712;254.727;1
12:11:09.735;254.033;1
12:11:09.758;254.952;1
12:11:09.781;254.608;1
12:11:09.806;254.881;1
12:11:09.828;255.415;1
12:11:09.851;255.415;1
12:11:09.873;254.837;1
12:11:09.898;254.339;1
12:11:09.922;255.225;1
12:11:09.943;255.149;1
12:11:09.967;255.797;1
12:11:09.988;255.797;1
12:11:10.011;256.568;1
12:11:10.034;254.303;1
12:11:10.057;255.107;1
12:11:10.084;255.184;1
12:11:10.103;254.342;1
12:11:10.127;254.882;1
12:11:10.151;254.882;1
12:11:10.173;253.802;1
12:11:10.195;254.453;1
