TimeStamp;Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг);0 - Bad, 1 - Good
12:11:04.123;11.195;1
12:11:04.146;11.195;1
12:11:04.169;11.266;1
12:11:04.193;11.266;1
12:11:04.215;11.266;1
12:11:04.239;11.266;1
12:11:04.261;11.266;1
12:11:04.285;11.266;1
12:11:04.307;11.266;1
12:11:04.330;11.266;1
12:11:04.355;11.266;1
12:11:04.376;11.266;1
12:11:04.400;11.266;1
12:11:04.422;11.266;1
12:11:04.445;11.266;1
12:11:04.468;11.266;1
12:11:04.492;11.266;1
12:11:04.514;11.266;1
12:11:04.537;11.266;1
12:11:04.560;11.266;1
12:11:04.584;11.266;1
12:11:04.607;11.266;1
12:11:04.630;11.266;1
12:11:04.653;11.266;1
12:11:04.676;11.266;1
12:11:04.698;11.266;1
12:11:04.721;11.266;1
12:11:04.744;11.266;1
12:11:04.767;11.266;1
12:11:04.790;11.266;1
12:11:04.813;11.266;1
12:11:04.836;11.266;1
12:11:04.860;11.266;1
12:11:04.882;11.266;1
12:11:04.905;11.266;1
12:11:04.928;11.266;1
12:11:04.951;11.266;1
12:11:04.975;11.266;1
12:11:04.999;11.266;1
12:11:05.020;11.266;1
12:11:05.043;11.266;1
12:11:05.066;11.266;1
12:11:05.091;11.266;1
12:11:05.112;11.266;1
12:11:05.135;11.266;1
12:11:05.159;11.266;1
12:11:05.183;11.266;1
12:11:05.205;11.266;1
12:11:05.227;11.266;1
12:11:05.250;11.266;1
12:11:05.273;11.266;1
12:11:05.296;11.266;1
12:11:05.321;11.266;1
12:11:05.342;11.266;1
12:11:05.365;11.266;1
12:11:05.389;11.266;1
12:11:05.411;11.266;1
12:11:05.436;11.337;1
12:11:05.458;11.337;1
12:11:05.483;11.337;1
12:11:05.503;11.337;1
12:11:05.526;11.337;1
12:11:05.550;11.337;1
12:11:05.573;11.337;1
12:11:05.595;11.337;1
12:11:05.618;11.337;1
12:11:05.641;11.337;1
12:11:05.665;11.337;1
12:11:05.688;11.337;1
12:11:05.711;11.337;1
12:11:05.735;11.313;1
12:11:05.757;11.313;1
12:11:05.783;11.313;1
12:11:05.803;11.313;1
12:11:05.826;11.313;1
12:11:05.850;11.313;1
12:11:05.872;11.313;1
12:11:05.895;11.313;1
12:11:05.918;11.313;1
12:11:05.941;11.313;1
12:11:05.964;11.313;1
12:11:05.988;11.313;1
12:11:06.009;11.313;1
12:11:06.035;11.313;1
12:11:06.057;11.313;1
12:11:06.081;11.313;1
12:11:06.101;11.313;1
12:11:06.124;11.313;1
12:11:06.147;11.313;1
12:11:06.173;11.313;1
12:11:06.193;11.313;1
12:11:06.216;11.313;1
12:11:06.239;11.313;1
12:11:06.262;11.313;1
12:11:06.286;11.313;1
12:11:06.308;11.313;1
12:11:06.331;11.313;1
12:11:06.354;11.313;1
12:11:06.377;11.337;1
12:11:06.400;11.337;1
12:11:06.424;11.337;1
12:11:06.447;11.337;1
12:11:06.470;11.337;1
12:11:06.492;11.337;1
12:11:06.515;11.337;1
12:11:06.538;11.337;1
12:11:06.563;11.337;1
12:11:06.585;11.337;1
12:11:06.608;11.337;1
12:11:06.630;11.337;1
12:11:06.656;11.337;1
12:11:06.679;11.337;1
12:11:06.701;11.337;1
12:11:06.723;11.36;1
12:11:06.746;11.36;1
12:11:06.769;11.36;1
12:11:06.791;11.36;1
12:11:06.814;11.36;1
12:11:06.837;11.36;1
12:11:06.863;11.36;1
12:11:06.884;11.36;1
12:11:06.907;11.36;1
12:11:06.929;11.36;1
12:11:06.955;11.36;1
12:11:06.977;11.36;1
12:11:07.001;11.384;1
12:11:07.021;11.384;1
12:11:07.046;11.384;1
12:11:07.069;11.384;1
12:11:07.090;11.384;1
12:11:07.113;11.384;1
12:11:07.136;11.384;1
12:11:07.160;11.384;1
12:11:07.183;11.384;1
12:11:07.205;11.384;1
12:11:07.228;11.384;1
12:11:07.254;11.384;1
12:11:07.276;11.384;1
12:11:07.297;11.384;1
12:11:07.320;11.384;1
12:11:07.345;11.384;1
12:11:07.366;11.384;1
12:11:07.392;11.384;1
12:11:07.412;11.384;1
12:11:07.438;11.384;1
12:11:07.459;11.384;1
12:11:07.483;11.384;1
12:11:07.506;11.384;1
12:11:07.527;11.384;1
12:11:07.553;11.384;1
12:11:07.575;11.384;1
12:11:07.596;11.384;1
12:11:07.619;11.384;1
12:11:07.642;11.384;1
12:11:07.665;11.384;1
12:11:07.688;11.384;1
12:11:07.711;11.384;1
12:11:07.734;11.384;1
12:11:07.757;11.384;1
12:11:07.780;11.384;1
12:11:07.803;11.384;1
12:11:07.828;11.384;1
12:11:07.851;11.384;1
12:11:07.873;11.384;1
12:11:07.895;11.384;1
12:11:07.918;11.384;1
12:11:07.941;11.384;1
12:11:07.964;11.384;1
12:11:07.988;11.384;1
12:11:08.010;11.384;1
12:11:08.033;11.384;1
12:11:08.056;11.384;1
12:11:08.083;11.384;1
12:11:08.103;11.384;1
12:11:08.126;11.384;1
12:11:08.148;11.384;1
12:11:08.171;11.384;1
12:11:08.194;11.384;1
12:11:08.217;11.384;1
12:11:08.240;11.384;1
12:11:08.264;11.384;1
12:11:08.287;11.408;1
12:11:08.309;11.408;1
12:11:08.333;11.408;1
12:11:08.356;11.408;1
12:11:08.384;11.408;1
12:11:08.402;11.408;1
12:11:08.425;11.408;1
12:11:08.449;11.408;1
12:11:08.472;11.408;1
12:11:08.494;11.408;1
12:11:08.517;11.408;1
12:11:08.541;11.408;1
12:11:08.564;11.408;1
12:11:08.587;11.408;1
12:11:08.609;11.408;1
12:11:08.633;11.408;1
12:11:08.658;11.408;1
12:11:08.679;11.408;1
12:11:08.704;11.408;1
12:11:08.725;11.408;1
12:11:08.747;11.408;1
12:11:08.772;11.408;1
12:11:08.796;11.408;1
12:11:08.817;11.408;1
12:11:08.839;11.408;1
12:11:08.864;11.408;1
12:11:08.886;11.408;1
12:11:08.909;11.408;1
12:11:08.934;11.408;1
12:11:08.956;11.408;1
12:11:08.977;11.408;1
12:11:09.002;11.408;1
12:11:09.024;11.408;1
12:11:09.047;11.408;1
12:11:09.070;11.408;1
12:11:09.093;11.408;1
12:11:09.117;11.408;1
12:11:09.139;11.408;1
12:11:09.163;11.408;1
12:11:09.184;11.408;1
12:11:09.207;11.408;1
12:11:09.232;11.408;1
12:11:09.254;11.502;1
12:11:09.276;11.502;1
12:11:09.300;11.502;1
12:11:09.324;11.502;1
12:11:09.345;11.502;1
12:11:09.369;11.502;1
12:11:09.391;11.502;1
12:11:09.414;11.502;1
12:11:09.437;11.502;1
12:11:09.460;11.502;1
12:11:09.484;11.502;1
12:11:09.506;11.502;1
12:11:09.530;11.502;1
12:11:09.552;11.502;1
12:11:09.574;11.431;1
12:11:09.597;11.431;1
12:11:09.620;11.431;1
12:11:09.644;11.431;1
12:11:09.667;11.431;1
12:11:09.689;11.431;1
12:11:09.712;11.431;1
12:11:09.735;11.431;1
12:11:09.758;11.431;1
12:11:09.781;11.431;1
12:11:09.806;11.431;1
12:11:09.828;11.431;1
12:11:09.851;11.431;1
12:11:09.873;11.455;1
12:11:09.898;11.455;1
12:11:09.922;11.455;1
12:11:09.943;11.455;1
12:11:09.967;11.455;1
12:11:09.988;11.455;1
12:11:10.011;11.455;1
12:11:10.034;11.455;1
12:11:10.057;11.455;1
12:11:10.084;11.455;1
12:11:10.103;11.455;1
12:11:10.127;11.455;1
12:11:10.151;11.455;1
12:11:10.173;11.455;1
12:11:10.195;11.502;1
12:11:10.218;11.502;1
12:11:10.241;11.502;1
12:11:10.264;11.502;1
12:11:10.287;11.502;1
12:11:10.310;11.502;1
12:11:10.336;11.502;1
12:11:10.358;11.502;1
12:11:10.383;11.502;1
12:11:10.403;11.502;1
12:11:10.425;11.502;1
12:11:10.450;11.502;1
12:11:10.473;11.502;1
12:11:10.494;11.502;1
12:11:10.517;11.502;1
12:11:10.540;11.479;1
12:11:10.563;11.479;1
12:11:10.586;11.479;1
12:11:10.609;11.479;1
12:11:10.632;11.479;1
12:11:10.655;11.479;1
12:11:10.681;11.479;1
12:11:10.704;11.479;1
12:11:10.725;11.479;1
12:11:10.749;11.479;1
12:11:10.770;11.479;1
12:11:10.794;11.479;1
12:11:10.817;11.479;1
12:11:10.839;11.479;1
12:11:10.865;11.502;1
12:11:10.886;11.502;1
12:11:10.908;11.502;1
12:11:10.934;11.502;1
12:11:10.955;11.502;1
12:11:10.979;11.502;1
12:11:11.000;11.502;1
12:11:11.023;11.502;1
12:11:11.046;11.502;1
12:11:11.069;11.502;1
12:11:11.095;11.502;1
12:11:11.115;11.502;1
12:11:11.141;11.502;1
12:11:11.162;11.502;1
12:11:11.184;11.502;1
12:11:11.208;11.502;1
12:11:11.230;11.502;1
12:11:11.256;11.502;1
12:11:11.278;11.502;1
12:11:11.300;11.502;1
12:11:11.322;11.502;1
12:11:11.347;11.502;1
12:11:11.370;11.502;1
12:11:11.393;11.502;1
12:11:11.417;11.502;1
12:11:11.439;11.502;1
12:11:11.461;11.526;1
12:11:11.483;11.526;1
12:11:11.507;11.526;1
12:11:11.531;11.526;1
12:11:11.553;11.526;1
12:11:11.575;11.526;1
12:11:11.599;11.526;1
12:11:11.623;11.526;1
12:11:11.645;11.526;1
12:11:11.669;11.526;1
12:11:11.692;11.526;1
12:11:11.713;11.526;1
12:11:11.739;11.526;1
12:11:11.761;11.526;1
12:11:11.786;11.526;1
12:11:11.806;11.526;1
12:11:11.828;11.526;1
12:11:11.851;11.526;1
12:11:11.877;11.526;1
12:11:11.900;11.526;1
12:11:11.920;11.526;1
12:11:11.946;11.526;1
12:11:11.967;11.526;1
12:11:11.989;11.526;1
12:11:12.012;11.526;1
12:11:12.036;11.526;1
12:11:12.058;11.526;1
12:11:12.083;11.526;1
12:11:12.105;11.526;1
12:11:12.128;11.549;1
12:11:12.152;11.549;1
12:11:12.175;11.549;1
12:11:12.197;11.549;1
12:11:12.221;11.549;1
12:11:12.242;11.549;1
12:11:12.265;11.549;1
12:11:12.289;11.549;1
12:11:12.311;11.549;1
12:11:12.336;11.549;1
12:11:12.358;11.549;1
12:11:12.384;11.549;1
12:11:12.406;11.549;1
12:11:12.427;11.549;1
12:11:12.449;11.62;1
12:11:12.472;11.62;1
12:11:12.496;11.62;1
12:11:12.521;11.62;1
12:11:12.541;11.62;1
12:11:12.564;11.62;1
12:11:12.589;11.62;1
12:11:12.612;11.62;1
12:11:12.633;11.62;1
12:11:12.657;11.62;1
12:11:12.683;11.62;1
12:11:12.702;11.62;1
12:11:12.726;11.62;1
12:11:12.750;11.62;1
12:11:12.771;11.597;1
12:11:12.796;11.597;1
12:11:12.820;11.597;1
12:11:12.843;11.597;1
12:11:12.865;11.597;1
12:11:12.889;11.597;1
12:11:12.909;11.597;1
12:11:12.935;11.597;1
12:11:12.956;11.597;1
12:11:12.981;11.597;1
12:11:13.003;11.597;1
12:11:13.024;11.597;1
12:11:13.048;11.597;1
12:11:13.071;11.597;1
12:11:13.095;11.573;1
12:11:13.118;11.573;1
12:11:13.141;11.573;1
12:11:13.164;11.573;1
12:11:13.186;11.573;1
12:11:13.210;11.573;1
12:11:13.231;11.573;1
12:11:13.256;11.573;1
12:11:13.280;11.573;1
12:11:13.303;11.573;1
12:11:13.326;11.573;1
12:11:13.346;11.573;1
12:11:13.370;11.573;1
12:11:13.394;11.573;1
12:11:13.415;11.573;1
12:11:13.440;11.573;1
12:11:13.462;11.573;1
12:11:13.485;11.573;1
12:11:13.508;11.573;1
12:11:13.531;11.573;1
12:11:13.555;11.573;1
12:11:13.578;11.573;1
12:11:13.600;11.573;1
12:11:13.625;11.573;1
12:11:13.645;11.573;1
12:11:13.668;11.573;1
12:11:13.691;11.573;1
12:11:13.714;11.62;1
12:11:13.738;11.62;1
12:11:13.763;11.62;1
12:11:13.786;11.62;1
12:11:13.806;11.62;1
12:11:13.831;11.62;1
12:11:13.852;11.62;1
12:11:13.878;11.62;1
12:11:13.900;11.62;1
12:11:13.922;11.62;1
12:11:13.945;11.62;1
12:11:13.968;11.62;1
12:11:13.990;11.62;1
12:11:14.015;11.62;1
12:11:14.037;11.573;1
12:11:14.059;11.573;1
12:11:14.085;11.573;1
12:11:14.105;11.573;1
12:11:14.130;11.573;1
12:11:14.152;11.573;1
12:11:14.177;11.573;1
12:11:14.200;11.573;1
12:11:14.220;11.573;1
12:11:14.246;11.573;1
12:11:14.266;11.573;1
12:11:14.289;11.573;1
12:11:14.312;11.573;1
12:11:14.335;11.62;1
12:11:14.361;11.62;1
12:11:14.382;11.62;1
12:11:14.407;11.62;1
12:11:14.427;11.62;1
12:11:14.451;11.62;1
12:11:14.475;11.62;1
12:11:14.498;11.62;1
12:11:14.522;11.62;1
12:11:14.544;11.62;1
12:11:14.566;11.62;1
12:11:14.588;11.62;1
12:11:14.611;11.62;1
12:11:14.634;11.62;1
12:11:14.660;11.62;1
12:11:14.683;11.62;1
12:11:14.703;11.62;1
12:11:14.726;11.62;1
12:11:14.749;11.62;1
12:11:14.774;11.62;1
12:11:14.795;11.62;1
12:11:14.818;11.62;1
12:11:14.841;11.62;1
12:11:14.864;11.62;1
12:11:14.887;11.62;1
12:11:14.910;11.62;1
12:11:14.933;11.62;1
12:11:14.956;11.62;1
12:11:14.982;11.667;1
12:11:15.003;11.667;1
12:11:15.025;11.667;1
12:11:15.049;11.667;1
12:11:15.071;11.667;1
12:11:15.096;11.667;1
12:11:15.118;11.667;1
12:11:15.143;11.667;1
12:11:15.165;11.667;1
12:11:15.188;11.667;1
12:11:15.210;11.667;1
12:11:15.234;11.667;1
12:11:15.258;11.667;1
12:11:15.282;11.667;1
12:11:15.305;11.667;1
12:11:15.327;11.644;1
12:11:15.348;11.644;1
12:11:15.371;11.644;1
12:11:15.395;11.644;1
12:11:15.417;11.644;1
12:11:15.440;11.644;1
12:11:15.463;11.644;1
12:11:15.486;11.644;1
12:11:15.509;11.644;1
12:11:15.532;11.644;1
12:11:15.555;11.644;1
12:11:15.578;11.644;1
12:11:15.601;11.644;1
12:11:15.624;11.667;1
12:11:15.647;11.667;1
12:11:15.671;11.667;1
12:11:15.693;11.667;1
12:11:15.716;11.667;1
12:11:15.739;11.667;1
12:11:15.765;11.667;1
12:11:15.787;11.667;1
12:11:15.809;11.667;1
12:11:15.831;11.667;1
12:11:15.855;11.667;1
12:11:15.880;11.667;1
12:11:15.900;11.667;1
12:11:15.924;11.667;1
12:11:15.947;11.691;1
12:11:15.971;11.691;1
12:11:15.992;11.691;1
12:11:16.016;11.691;1
12:11:16.039;11.691;1
12:11:16.061;11.691;1
12:11:16.084;11.691;1
12:11:16.110;11.691;1
12:11:16.130;11.691;1
12:11:16.152;11.691;1
12:11:16.175;11.691;1
12:11:16.198;11.691;1
12:11:16.223;11.691;1
12:11:16.244;11.691;1
12:11:16.267;11.691;1
12:11:16.290;11.667;1
12:11:16.314;11.667;1
12:11:16.339;11.667;1
12:11:16.360;11.667;1
12:11:16.386;11.667;1
12:11:16.406;11.667;1
12:11:16.428;11.667;1
12:11:16.452;11.667;1
12:11:16.476;11.667;1
12:11:16.497;11.667;1
12:11:16.521;11.667;1
12:11:16.546;11.667;1
12:11:16.569;11.667;1
12:11:16.590;11.667;1
12:11:16.612;11.691;1
12:11:16.635;11.691;1
12:11:16.660;11.691;1
12:11:16.683;11.691;1
12:11:16.704;11.691;1
12:11:16.729;11.691;1
12:11:16.751;11.691;1
12:11:16.775;11.691;1
12:11:16.798;11.691;1
12:11:16.821;11.691;1
12:11:16.843;11.691;1
12:11:16.866;11.691;1
12:11:16.888;11.691;1
12:11:16.912;11.738;1
12:11:16.935;11.738;1
12:11:16.958;11.738;1
12:11:16.982;11.738;1
12:11:17.005;11.738;1
12:11:17.027;11.738;1
12:11:17.050;11.738;1
12:11:17.073;11.738;1
12:11:17.098;11.738;1
12:11:17.120;11.738;1
12:11:17.143;11.738;1
12:11:17.164;11.738;1
12:11:17.190;11.738;1
12:11:17.211;11.738;1
12:11:17.234;11.715;1
12:11:17.257;11.715;1
12:11:17.281;11.715;1
12:11:17.302;11.715;1
12:11:17.325;11.715;1
12:11:17.349;11.715;1
12:11:17.371;11.715;1
12:11:17.396;11.715;1
12:11:17.418;11.715;1
12:11:17.441;11.715;1
12:11:17.463;11.715;1
12:11:17.486;11.715;1
12:11:17.509;11.762;1
12:11:17.532;11.762;1
12:11:17.555;11.762;1
12:11:17.580;11.762;1
12:11:17.601;11.762;1
12:11:17.624;11.762;1
12:11:17.647;11.762;1
12:11:17.672;11.762;1
12:11:17.693;11.762;1
12:11:17.716;11.762;1
12:11:17.739;11.762;1
12:11:17.762;11.762;1
12:11:17.786;11.762;1
12:11:17.808;11.762;1
12:11:17.831;11.762;1
12:11:17.855;11.738;1
12:11:17.879;11.738;1
12:11:17.901;11.738;1
12:11:17.925;11.738;1
12:11:17.948;11.738;1
12:11:17.970;11.738;1
12:11:17.993;11.738;1
12:11:18.017;11.738;1
12:11:18.039;11.738;1
12:11:18.062;11.738;1
12:11:18.084;11.738;1
12:11:18.107;11.738;1
12:11:18.132;11.738;1
12:11:18.154;11.738;1
12:11:18.179;11.762;1
12:11:18.200;11.762;1
12:11:18.223;11.762;1
12:11:18.246;11.762;1
12:11:18.268;11.762;1
12:11:18.294;11.762;1
12:11:18.314;11.762;1
12:11:18.340;11.762;1
12:11:18.361;11.762;1
12:11:18.386;11.762;1
12:11:18.408;11.762;1
12:11:18.430;11.762;1
12:11:18.454;11.762;1
12:11:18.475;11.762;1
12:11:18.498;11.786;1
12:11:18.521;11.786;1
12:11:18.546;11.786;1
12:11:18.569;11.786;1
12:11:18.591;11.786;1
12:11:18.615;11.786;1
12:11:18.638;11.786;1
12:11:18.659;11.786;1
12:11:18.684;11.786;1
12:11:18.707;11.786;1
12:11:18.728;11.786;1
12:11:18.752;11.786;1
12:11:18.777;11.786;1
12:11:18.800;11.786;1
12:11:18.820;11.786;1
12:11:18.844;11.786;1
12:11:18.867;11.786;1
12:11:18.889;11.786;1
12:11:18.913;11.786;1
12:11:18.936;11.786;1
12:11:18.961;11.786;1
12:11:18.986;11.786;1
12:11:19.005;11.786;1
12:11:19.028;11.786;1
12:11:19.050;11.786;1
12:11:19.075;11.786;1
12:11:19.099;11.786;1
12:11:19.122;11.786;1
12:11:19.143;11.786;1
12:11:19.165;11.809;1
12:11:19.188;11.809;1
12:11:19.212;11.809;1
12:11:19.235;11.809;1
12:11:19.258;11.809;1
12:11:19.286;11.809;1
12:11:19.304;11.809;1
12:11:19.328;11.809;1
12:11:19.349;11.809;1
12:11:19.373;11.809;1
12:11:19.395;11.809;1
12:11:19.418;11.809;1
12:11:19.443;11.809;1
12:11:19.467;11.809;1
12:11:19.487;11.809;1
12:11:19.511;11.809;1
12:11:19.534;11.809;1
12:11:19.557;11.809;1
12:11:19.581;11.809;1
12:11:19.603;11.809;1
12:11:19.626;11.809;1
12:11:19.650;11.809;1
12:11:19.673;11.809;1
12:11:19.696;11.809;1
12:11:19.720;11.809;1
12:11:19.742;11.809;1
12:11:19.764;11.809;1
12:11:19.788;11.786;1
12:11:19.809;11.786;1
12:11:19.834;11.786;1
12:11:19.855;11.786;1
12:11:19.882;11.786;1
12:11:19.902;11.786;1
12:11:19.925;11.786;1
12:11:19.947;11.786;1
12:11:19.971;11.786;1
12:11:19.995;11.786;1
12:11:20.017;11.786;1
12:11:20.040;11.786;1
12:11:20.063;11.786;1
12:11:20.086;11.786;1
12:11:20.109;11.833;1
12:11:20.133;11.833;1
12:11:20.156;11.833;1
12:11:20.178;11.833;1
12:11:20.202;11.833;1
12:11:20.226;11.833;1
12:11:20.247;11.833;1
12:11:20.270;11.833;1
12:11:20.294;11.833;1
12:11:20.315;11.833;1
12:11:20.339;11.833;1
12:11:20.363;11.833;1
12:11:20.388;11.833;1
12:11:20.407;11.833;1
12:11:20.430;11.833;1
12:11:20.455;11.833;1
12:11:20.479;11.833;1
12:11:20.502;11.833;1
12:11:20.523;11.833;1
12:11:20.545;11.833;1
12:11:20.568;11.833;1
12:11:20.592;11.833;1
12:11:20.614;11.833;1
12:11:20.638;11.833;1
12:11:20.661;11.833;1
12:11:20.686;11.833;1
12:11:20.707;11.833;1
12:11:20.730;11.833;1
12:11:20.752;11.856;1
12:11:20.776;11.856;1
12:11:20.798;11.856;1
12:11:20.821;11.856;1
12:11:20.844;11.856;1
12:11:20.867;11.856;1
12:11:20.890;11.856;1
12:11:20.915;11.856;1
12:11:20.938;11.856;1
12:11:20.960;11.856;1
12:11:20.986;11.856;1
12:11:21.007;11.856;1
12:11:21.029;11.856;1
12:11:21.052;11.904;1
12:11:21.075;11.904;1
12:11:21.099;11.904;1
12:11:21.122;11.904;1
12:11:21.145;11.904;1
12:11:21.167;11.904;1
12:11:21.190;11.904;1
12:11:21.212;11.904;1
12:11:21.237;11.904;1
12:11:21.259;11.904;1
12:11:21.282;11.904;1
12:11:21.305;11.904;1
12:11:21.327;11.904;1
12:11:21.351;11.904;1
12:11:21.374;11.88;1
12:11:21.396;11.88;1
12:11:21.419;11.88;1
12:11:21.444;11.88;1
12:11:21.467;11.88;1
12:11:21.490;11.88;1
12:11:21.512;11.88;1
12:11:21.534;11.88;1
12:11:21.560;11.88;1
12:11:21.583;11.88;1
12:11:21.603;11.88;1
12:11:21.626;11.88;1
12:11:21.651;11.88;1
12:11:21.675;11.88;1
12:11:21.698;11.856;1
12:11:21.720;11.856;1
12:11:21.745;11.856;1
12:11:21.767;11.856;1
12:11:21.788;11.856;1
12:11:21.813;11.856;1
12:11:21.834;11.856;1
12:11:21.859;11.856;1
12:11:21.884;11.856;1
12:11:21.903;11.856;1
12:11:21.929;11.856;1
12:11:21.949;11.856;1
12:11:21.974;11.856;1
12:11:21.998;11.856;1
12:11:22.018;11.904;1
12:11:22.044;11.904;1
12:11:22.065;11.904;1
12:11:22.087;11.904;1
12:11:22.112;11.904;1
12:11:22.135;11.904;1
12:11:22.157;11.904;1
12:11:22.182;11.904;1
12:11:22.205;11.904;1
12:11:22.225;11.904;1
12:11:22.248;11.904;1
12:11:22.273;11.904;1
12:11:22.294;11.904;1
12:11:22.317;11.904;1
12:11:22.341;11.904;1
12:11:22.363;11.927;1
12:11:22.387;11.927;1
12:11:22.409;11.927;1
12:11:22.432;11.927;1
12:11:22.455;11.927;1
12:11:22.478;11.927;1
12:11:22.501;11.927;1
12:11:22.524;11.927;1
12:11:22.547;11.927;1
12:11:22.571;11.927;1
12:11:22.593;11.927;1
12:11:22.616;11.927;1
12:11:22.639;11.927;1
12:11:22.661;11.927;1
12:11:22.684;11.927;1
12:11:22.709;11.927;1
12:11:22.730;11.927;1
12:11:22.754;11.927;1
12:11:22.779;11.927;1
12:11:22.802;11.927;1
12:11:22.822;11.927;1
12:11:22.846;11.927;1
12:11:22.868;11.927;1
12:11:22.891;11.927;1
12:11:22.914;11.927;1
12:11:22.937;11.927;1
12:11:22.962;11.927;1
12:11:22.985;11.904;1
12:11:23.007;11.904;1
12:11:23.030;11.904;1
12:11:23.052;11.904;1
12:11:23.077;11.904;1
12:11:23.098;11.904;1
12:11:23.122;11.904;1
12:11:23.145;11.904;1
12:11:23.169;11.904;1
12:11:23.190;11.904;1
12:11:23.215;11.904;1
12:11:23.237;11.904;1
12:11:23.259;11.904;1
12:11:23.284;11.927;1
12:11:23.307;11.927;1
12:11:23.328;11.927;1
12:11:23.352;11.927;1
12:11:23.374;11.927;1
12:11:23.400;11.927;1
12:11:23.423;11.927;1
12:11:23.447;11.927;1
12:11:23.467;11.927;1
12:11:23.489;11.927;1
12:11:23.513;11.927;1
12:11:23.535;11.927;1
12:11:23.559;11.927;1
12:11:23.584;11.927;1
12:11:23.605;11.927;1
12:11:23.629;11.974;1
12:11:23.651;11.974;1
12:11:23.674;11.974;1
12:11:23.699;11.974;1
12:11:23.719;11.974;1
12:11:23.743;11.974;1
12:11:23.765;11.974;1
12:11:23.789;11.974;1
12:11:23.813;11.974;1
12:11:23.837;11.974;1
12:11:23.860;11.974;1
12:11:23.885;11.974;1
12:11:23.906;11.974;1
12:11:23.926;11.974;1
12:11:23.950;11.974;1
12:11:23.973;11.974;1
12:11:23.995;11.974;1
12:11:24.019;11.974;1
12:11:24.041;11.974;1
12:11:24.067;11.974;1
12:11:24.087;11.974;1
12:11:24.110;11.974;1
12:11:24.133;11.974;1
12:11:24.159;11.974;1
12:11:24.182;11.974;1
12:11:24.203;11.974;1
12:11:24.227;11.974;1
12:11:24.249;11.998;1
12:11:24.271;11.998;1
12:11:24.294;11.998;1
12:11:24.319;11.998;1
12:11:24.342;11.998;1
12:11:24.364;11.998;1
12:11:24.388;11.998;1
12:11:24.409;11.998;1
12:11:24.433;11.998;1
12:11:24.455;11.998;1
12:11:24.481;11.998;1
12:11:24.501;11.998;1
12:11:24.525;11.998;1
12:11:24.547;11.998;1
12:11:24.570;11.998;1
12:11:24.594;11.998;1
12:11:24.616;11.998;1
12:11:24.642;11.998;1
12:11:24.662;11.998;1
12:11:24.690;11.998;1
12:11:24.709;11.998;1
12:11:24.731;11.998;1
12:11:24.756;11.998;1
12:11:24.778;11.998;1
12:11:24.800;11.998;1
12:11:24.824;11.998;1
12:11:24.846;11.998;1
12:11:24.869;11.951;1
12:11:24.892;11.951;1
12:11:24.915;11.951;1
12:11:24.938;11.951;1
12:11:24.962;11.951;1
12:11:24.986;11.951;1
12:11:25.009;11.951;1
12:11:25.031;11.951;1
12:11:25.054;11.951;1
12:11:25.076;11.951;1
12:11:25.100;11.951;1
12:11:25.122;11.951;1
12:11:25.145;11.951;1
12:11:25.168;11.951;1
12:11:25.191;11.951;1
12:11:25.214;12.022;1
12:11:25.237;12.022;1
12:11:25.260;12.022;1
12:11:25.284;12.022;1
12:11:25.306;12.022;1
12:11:25.329;12.022;1
12:11:25.352;12.022;1
12:11:25.375;12.022;1
12:11:25.399;12.022;1
12:11:25.421;12.022;1
12:11:25.444;12.022;1
12:11:25.467;12.022;1
12:11:25.490;12.022;1
12:11:25.513;12.022;1
12:11:25.538;12.045;1
12:11:25.560;12.045;1
12:11:25.586;12.045;1
12:11:25.608;12.045;1
12:11:25.629;12.045;1
12:11:25.653;12.045;1
12:11:25.676;12.045;1
12:11:25.700;12.045;1
12:11:25.723;12.045;1
12:11:25.745;12.045;1
12:11:25.769;12.045;1
12:11:25.789;12.045;1
12:11:25.813;12.045;1
12:11:25.837;12.045;1
12:11:25.860;12.069;1
12:11:25.883;12.069;1
12:11:25.907;12.069;1
12:11:25.928;12.069;1
12:11:25.950;12.069;1
12:11:25.975;12.069;1
12:11:25.997;12.069;1
12:11:26.019;12.069;1
12:11:26.042;12.069;1
12:11:26.065;12.069;1
12:11:26.089;12.069;1
12:11:26.111;12.069;1
12:11:26.134;12.069;1
12:11:26.157;12.069;1
12:11:26.182;12.069;1
12:11:26.205;12.045;1
12:11:26.226;12.045;1
12:11:26.250;12.045;1
12:11:26.273;12.045;1
12:11:26.295;12.045;1
12:11:26.318;12.045;1
12:11:26.341;12.045;1
12:11:26.364;12.045;1
12:11:26.387;12.045;1
12:11:26.410;12.045;1
12:11:26.433;12.045;1
12:11:26.456;12.045;1
12:11:26.482;12.045;1
12:11:26.505;12.045;1
12:11:26.528;12.069;1
12:11:26.549;12.069;1
12:11:26.572;12.069;1
12:11:26.596;12.069;1
12:11:26.618;12.069;1
12:11:26.642;12.069;1
12:11:26.665;12.069;1
12:11:26.690;12.069;1
12:11:26.709;12.069;1
12:11:26.734;12.069;1
12:11:26.755;12.069;1
12:11:26.781;12.069;1
12:11:26.804;12.069;1
12:11:26.827;12.069;1
12:11:26.849;12.093;1
12:11:26.870;12.093;1
12:11:26.894;12.093;1
12:11:26.916;12.093;1
12:11:26.939;12.093;1
12:11:26.962;12.093;1
12:11:26.986;12.093;1
12:11:27.008;12.093;1
