TimeStamp;Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1);0 - Bad, 1 - Good
12:11:12.589;2.226;1
12:11:12.612;2.224;1
12:11:12.633;2.226;1
12:11:12.657;2.226;1
12:11:12.683;2.226;1
12:11:12.702;2.226;1
12:11:12.726;2.224;1
12:11:12.750;2.222;1
12:11:12.771;2.226;1
12:11:12.796;2.226;1
12:11:12.820;2.226;1
12:11:12.843;2.226;1
12:11:12.865;2.222;1
12:11:12.889;2.219;1
12:11:12.909;2.224;1
12:11:12.935;2.224;1
12:11:12.956;2.222;1
12:11:12.981;2.222;1
12:11:13.003;2.217;1
12:11:13.024;2.224;1
12:11:13.048;2.226;1
12:11:13.071;2.226;1
12:11:13.095;2.222;1
12:11:13.118;2.222;1
12:11:13.141;2.214;1
12:11:13.164;2.219;1
12:11:13.186;2.226;1
12:11:13.210;2.226;1
12:11:13.231;2.219;1
12:11:13.256;2.219;1
12:11:13.280;2.219;1
12:11:13.303;2.219;1
12:11:13.326;2.222;1
12:11:13.346;2.219;1
12:11:13.370;2.219;1
12:11:13.394;2.209;1
12:11:13.415;2.217;1
12:11:13.440;2.217;1
12:11:13.462;2.217;1
12:11:13.485;2.214;1
12:11:13.508;2.214;1
12:11:13.531;2.212;1
12:11:13.555;2.219;1
12:11:13.578;2.222;1
12:11:13.600;2.222;1
12:11:13.625;2.214;1
12:11:13.645;2.214;1
12:11:13.668;2.217;1
12:11:13.691;2.219;1
12:11:13.714;2.219;1
12:11:13.738;2.217;1
12:11:13.763;2.217;1
12:11:13.786;2.217;1
12:11:13.806;2.214;1
12:11:13.831;2.224;1
12:11:13.852;2.217;1
12:11:13.878;2.209;1
12:11:13.900;2.209;1
12:11:13.922;2.222;1
12:11:13.945;2.222;1
12:11:13.968;2.217;1
12:11:13.990;2.214;1
12:11:14.015;2.214;1
12:11:14.037;2.214;1
12:11:14.059;2.212;1
12:11:14.085;2.209;1
12:11:14.105;2.209;1
12:11:14.130;2.204;1
12:11:14.152;2.209;1
12:11:14.177;2.209;1
12:11:14.200;2.207;1
12:11:14.220;2.207;1
12:11:14.246;2.207;1
12:11:14.266;2.209;1
12:11:14.289;2.209;1
12:11:14.312;2.209;1
12:11:14.335;2.209;1
12:11:14.361;2.207;1
12:11:14.382;2.212;1
12:11:14.407;2.212;1
12:11:14.427;2.212;1
12:11:14.451;2.212;1
12:11:14.475;2.207;1
12:11:14.498;2.212;1
12:11:14.522;2.212;1
12:11:14.544;2.212;1
12:11:14.566;2.212;1
12:11:14.588;2.212;1
12:11:14.611;2.212;1
12:11:14.634;2.207;1
12:11:14.660;2.207;1
12:11:14.683;2.204;1
12:11:14.703;2.204;1
12:11:14.726;2.204;1
12:11:14.749;2.207;1
12:11:14.774;2.207;1
12:11:14.795;2.204;1
12:11:14.818;2.204;1
12:11:14.841;2.204;1
12:11:14.864;2.202;1
12:11:14.887;2.202;1
12:11:14.910;2.209;1
12:11:14.933;2.209;1
12:11:14.956;2.207;1
12:11:14.982;2.207;1
12:11:15.003;2.207;1
12:11:15.025;2.207;1
12:11:15.049;2.209;1
12:11:15.071;2.207;1
12:11:15.096;2.207;1
12:11:15.118;2.207;1
12:11:15.143;2.209;1
12:11:15.165;2.209;1
12:11:15.188;2.209;1
12:11:15.210;2.209;1
12:11:15.234;2.209;1
12:11:15.258;2.209;1
12:11:15.282;2.209;1
12:11:15.305;2.209;1
12:11:15.327;2.212;1
12:11:15.348;2.214;1
12:11:15.371;2.212;1
12:11:15.395;2.217;1
12:11:15.417;2.217;1
12:11:15.440;2.214;1
12:11:15.463;2.212;1
12:11:15.486;2.212;1
12:11:15.509;2.222;1
12:11:15.532;2.222;1
12:11:15.555;2.222;1
12:11:15.578;2.219;1
12:11:15.601;2.217;1
12:11:15.624;2.217;1
12:11:15.647;2.222;1
12:11:15.671;2.222;1
12:11:15.693;2.222;1
12:11:15.716;2.217;1
12:11:15.739;2.212;1
12:11:15.765;2.209;1
12:11:15.787;2.212;1
12:11:15.809;2.212;1
12:11:15.831;2.212;1
12:11:15.855;2.207;1
12:11:15.880;2.207;1
12:11:15.900;2.212;1
12:11:15.924;2.212;1
12:11:15.947;2.212;1
12:11:15.971;2.212;1
12:11:15.992;2.212;1
12:11:16.016;2.214;1
12:11:16.039;2.217;1
12:11:16.061;2.219;1
12:11:16.084;2.212;1
12:11:16.110;2.212;1
12:11:16.130;2.212;1
12:11:16.152;2.219;1
12:11:16.175;2.217;1
12:11:16.198;2.217;1
12:11:16.223;2.217;1
12:11:16.244;2.217;1
12:11:16.267;2.217;1
12:11:16.290;2.219;1
12:11:16.314;2.217;1
12:11:16.339;2.214;1
12:11:16.360;2.212;1
12:11:16.386;2.212;1
12:11:16.406;2.212;1
12:11:16.428;2.214;1
12:11:16.452;2.212;1
12:11:16.476;2.222;1
12:11:16.497;2.214;1
12:11:16.521;2.214;1
12:11:16.546;2.217;1
12:11:16.569;2.217;1
12:11:16.590;2.217;1
12:11:16.612;2.219;1
12:11:16.635;2.222;1
12:11:16.660;2.222;1
12:11:16.683;2.219;1
12:11:16.704;2.226;1
12:11:16.729;2.226;1
12:11:16.751;2.229;1
12:11:16.775;2.229;1
12:11:16.798;2.229;1
12:11:16.821;2.229;1
12:11:16.843;2.229;1
12:11:16.866;2.234;1
12:11:16.888;2.234;1
12:11:16.912;2.229;1
12:11:16.935;2.226;1
12:11:16.958;2.226;1
12:11:16.982;2.229;1
12:11:17.005;2.231;1
12:11:17.027;2.231;1
12:11:17.050;2.224;1
12:11:17.073;2.224;1
12:11:17.098;2.224;1
12:11:17.120;2.224;1
12:11:17.143;2.224;1
12:11:17.164;2.224;1
12:11:17.190;2.217;1
12:11:17.211;2.224;1
12:11:17.234;2.224;1
12:11:17.257;2.219;1
12:11:17.281;2.219;1
12:11:17.302;2.224;1
12:11:17.325;2.219;1
12:11:17.349;2.222;1
12:11:17.371;2.222;1
12:11:17.396;2.226;1
12:11:17.418;2.222;1
12:11:17.441;2.222;1
12:11:17.463;2.217;1
12:11:17.486;2.219;1
12:11:17.509;2.222;1
12:11:17.532;2.222;1
12:11:17.555;2.224;1
12:11:17.580;2.219;1
12:11:17.601;2.224;1
12:11:17.624;2.222;1
12:11:17.647;2.222;1
12:11:17.672;2.222;1
12:11:17.693;2.222;1
12:11:17.716;2.219;1
12:11:17.739;2.224;1
12:11:17.762;2.224;1
12:11:17.786;2.224;1
12:11:17.808;2.224;1
12:11:17.831;2.224;1
12:11:17.855;2.226;1
12:11:17.879;2.231;1
12:11:17.901;2.226;1
12:11:17.925;2.226;1
12:11:17.948;2.224;1
12:11:17.970;2.224;1
12:11:17.993;2.226;1
12:11:18.017;2.224;1
12:11:18.039;2.217;1
12:11:18.062;2.217;1
12:11:18.084;2.219;1
12:11:18.107;2.219;1
12:11:18.132;2.224;1
12:11:18.154;2.222;1
12:11:18.179;2.222;1
12:11:18.200;2.222;1
12:11:18.223;2.222;1
12:11:18.246;2.224;1
12:11:18.268;2.224;1
12:11:18.294;2.226;1
12:11:18.314;2.226;1
12:11:18.340;2.226;1
12:11:18.361;2.229;1
12:11:18.386;2.229;1
12:11:18.408;2.229;1
12:11:18.430;2.226;1
12:11:18.454;2.234;1
12:11:18.475;2.234;1
12:11:18.498;2.231;1
12:11:18.521;2.231;1
12:11:18.546;2.231;1
12:11:18.569;2.231;1
12:11:18.591;2.229;1
12:11:18.615;2.229;1
12:11:18.638;2.229;1
12:11:18.659;2.226;1
12:11:18.684;2.229;1
12:11:18.707;2.231;1
12:11:18.728;2.231;1
12:11:18.752;2.226;1
12:11:18.777;2.226;1
12:11:18.800;2.224;1
12:11:18.820;2.226;1
12:11:18.844;2.224;1
12:11:18.867;2.224;1
12:11:18.889;2.219;1
12:11:18.913;2.219;1
12:11:18.936;2.224;1
12:11:18.961;2.226;1
12:11:18.986;2.222;1
12:11:19.005;2.222;1
12:11:19.028;2.224;1
12:11:19.050;2.224;1
12:11:19.075;2.231;1
12:11:19.099;2.231;1
12:11:19.122;2.234;1
12:11:19.143;2.234;1
12:11:19.165;2.234;1
12:11:19.188;2.234;1
12:11:19.212;2.241;1
12:11:19.235;2.244;1
12:11:19.258;2.241;1
12:11:19.286;2.241;1
12:11:19.304;2.241;1
12:11:19.328;2.241;1
12:11:19.349;2.241;1
12:11:19.373;2.239;1
12:11:19.395;2.234;1
12:11:19.418;2.234;1
12:11:19.443;2.234;1
12:11:19.467;2.234;1
12:11:19.487;2.239;1
12:11:19.511;2.236;1
12:11:19.534;2.234;1
12:11:19.557;2.236;1
12:11:19.581;2.236;1
12:11:19.603;2.236;1
12:11:19.626;2.234;1
12:11:19.650;2.231;1
12:11:19.673;2.226;1
12:11:19.696;2.229;1
12:11:19.720;2.229;1
12:11:19.742;2.226;1
12:11:19.764;2.226;1
12:11:19.788;2.226;1
12:11:19.809;2.226;1
12:11:19.834;2.229;1
12:11:19.855;2.231;1
12:11:19.882;2.231;1
12:11:19.902;2.231;1
12:11:19.925;2.222;1
12:11:19.947;2.222;1
12:11:19.971;2.224;1
12:11:19.995;2.226;1
12:11:20.017;2.226;1
12:11:20.040;2.226;1
12:11:20.063;2.219;1
12:11:20.086;2.222;1
12:11:20.109;2.222;1
12:11:20.133;2.222;1
12:11:20.156;2.222;1
12:11:20.178;2.222;1
12:11:20.202;2.224;1
12:11:20.226;2.224;1
12:11:20.247;2.226;1
12:11:20.270;2.224;1
12:11:20.294;2.224;1
12:11:20.315;2.224;1
12:11:20.339;2.229;1
12:11:20.363;2.229;1
12:11:20.388;2.224;1
12:11:20.407;2.222;1
12:11:20.430;2.222;1
12:11:20.455;2.224;1
12:11:20.479;2.217;1
12:11:20.502;2.217;1
12:11:20.523;2.214;1
12:11:20.545;2.217;1
12:11:20.568;2.217;1
12:11:20.592;2.217;1
12:11:20.614;2.217;1
12:11:20.638;2.219;1
12:11:20.661;2.219;1
12:11:20.686;2.224;1
12:11:20.707;2.224;1
12:11:20.730;2.226;1
12:11:20.752;2.226;1
12:11:20.776;2.226;1
12:11:20.798;2.226;1
12:11:20.821;2.224;1
12:11:20.844;2.224;1
12:11:20.867;2.219;1
12:11:20.890;2.219;1
12:11:20.915;2.226;1
12:11:20.938;2.224;1
12:11:20.960;2.217;1
12:11:20.986;2.217;1
12:11:21.007;2.217;1
12:11:21.029;2.224;1
12:11:21.052;2.224;1
12:11:21.075;2.224;1
12:11:21.099;2.219;1
12:11:21.122;2.219;1
12:11:21.145;2.222;1
12:11:21.167;2.226;1
12:11:21.190;2.226;1
12:11:21.212;2.222;1
12:11:21.237;2.222;1
12:11:21.259;2.222;1
12:11:21.282;2.217;1
12:11:21.305;2.219;1
12:11:21.327;2.219;1
12:11:21.351;2.222;1
12:11:21.374;2.219;1
12:11:21.396;2.219;1
12:11:21.419;2.222;1
12:11:21.444;2.222;1
12:11:21.467;2.219;1
12:11:21.490;2.224;1
12:11:21.512;2.222;1
12:11:21.534;2.222;1
12:11:21.560;2.224;1
12:11:21.583;2.229;1
12:11:21.603;2.219;1
12:11:21.626;2.219;1
12:11:21.651;2.224;1
12:11:21.675;2.224;1
12:11:21.698;2.226;1
12:11:21.720;2.229;1
12:11:21.745;2.226;1
12:11:21.767;2.226;1
12:11:21.788;2.222;1
12:11:21.813;2.222;1
12:11:21.834;2.231;1
12:11:21.859;2.226;1
12:11:21.884;2.224;1
12:11:21.903;2.224;1
12:11:21.929;2.229;1
12:11:21.949;2.229;1
12:11:21.974;2.231;1
12:11:21.998;2.229;1
12:11:22.018;2.219;1
12:11:22.044;2.222;1
12:11:22.065;2.222;1
12:11:22.087;2.222;1
12:11:22.112;2.219;1
12:11:22.135;2.219;1
12:11:22.157;2.217;1
12:11:22.182;2.214;1
12:11:22.205;2.214;1
12:11:22.225;2.209;1
12:11:22.248;2.209;1
12:11:22.273;2.209;1
12:11:22.294;2.214;1
12:11:22.317;2.214;1
12:11:22.341;2.214;1
12:11:22.363;2.209;1
12:11:22.387;2.209;1
12:11:22.409;2.212;1
12:11:22.432;2.212;1
12:11:22.455;2.212;1
12:11:22.478;2.214;1
12:11:22.501;2.214;1
12:11:22.524;2.214;1
12:11:22.547;2.217;1
12:11:22.571;2.217;1
12:11:22.593;2.222;1
12:11:22.616;2.229;1
12:11:22.639;2.229;1
12:11:22.661;2.222;1
12:11:22.684;2.217;1
12:11:22.709;2.214;1
12:11:22.730;2.214;1
12:11:22.754;2.219;1
12:11:22.779;2.219;1
12:11:22.802;2.219;1
12:11:22.822;2.217;1
12:11:22.846;2.209;1
12:11:22.868;2.209;1
12:11:22.891;2.222;1
12:11:22.914;2.222;1
12:11:22.937;2.217;1
12:11:22.962;2.212;1
12:11:22.985;2.212;1
12:11:23.007;2.214;1
12:11:23.030;2.214;1
12:11:23.052;2.212;1
12:11:23.077;2.212;1
12:11:23.098;2.217;1
12:11:23.122;2.222;1
12:11:23.145;2.222;1
12:11:23.169;2.222;1
12:11:23.190;2.217;1
12:11:23.215;2.217;1
12:11:23.237;2.222;1
12:11:23.259;2.217;1
12:11:23.284;2.217;1
12:11:23.307;2.214;1
12:11:23.328;2.214;1
12:11:23.352;2.214;1
12:11:23.374;2.212;1
12:11:23.400;2.219;1
12:11:23.423;2.217;1
12:11:23.447;2.217;1
12:11:23.467;2.217;1
12:11:23.489;2.217;1
12:11:23.513;2.219;1
12:11:23.535;2.222;1
12:11:23.559;2.224;1
12:11:23.584;2.224;1
12:11:23.605;2.217;1
12:11:23.629;2.217;1
12:11:23.651;2.222;1
12:11:23.674;2.224;1
12:11:23.699;2.224;1
12:11:23.719;2.222;1
12:11:23.743;2.222;1
12:11:23.765;2.222;1
12:11:23.789;2.222;1
12:11:23.813;2.226;1
12:11:23.837;2.224;1
12:11:23.860;2.224;1
12:11:23.885;2.224;1
12:11:23.906;2.224;1
12:11:23.926;2.226;1
12:11:23.950;2.224;1
12:11:23.973;2.229;1
12:11:23.995;2.231;1
12:11:24.019;2.231;1
12:11:24.041;2.234;1
12:11:24.067;2.224;1
12:11:24.087;2.224;1
12:11:24.110;2.224;1
12:11:24.133;2.231;1
12:11:24.159;2.231;1
12:11:24.182;2.229;1
12:11:24.203;2.229;1
12:11:24.227;2.231;1
12:11:24.249;2.224;1
12:11:24.271;2.231;1
12:11:24.294;2.231;1
12:11:24.319;2.231;1
12:11:24.342;2.231;1
12:11:24.364;2.229;1
12:11:24.388;2.229;1
12:11:24.409;2.229;1
12:11:24.433;2.229;1
12:11:24.455;2.231;1
12:11:24.481;2.231;1
12:11:24.501;2.229;1
12:11:24.525;2.229;1
12:11:24.547;2.231;1
12:11:24.570;2.224;1
12:11:24.594;2.224;1
12:11:24.616;2.224;1
12:11:24.642;2.229;1
12:11:24.662;2.231;1
12:11:24.690;2.226;1
12:11:24.709;2.231;1
12:11:24.731;2.231;1
12:11:24.756;2.231;1
12:11:24.778;2.234;1
12:11:24.800;2.234;1
12:11:24.824;2.234;1
12:11:24.846;2.236;1
12:11:24.869;2.236;1
12:11:24.892;2.236;1
12:11:24.915;2.234;1
12:11:24.938;2.234;1
12:11:24.962;2.236;1
12:11:24.986;2.234;1
12:11:25.009;2.234;1
12:11:25.031;2.234;1
12:11:25.054;2.231;1
12:11:25.076;2.231;1
12:11:25.100;2.231;1
12:11:25.122;2.234;1
12:11:25.145;2.231;1
12:11:25.168;2.231;1
12:11:25.191;2.231;1
12:11:25.214;2.234;1
12:11:25.237;2.234;1
12:11:25.260;2.234;1
12:11:25.284;2.236;1
12:11:25.306;2.234;1
12:11:25.329;2.239;1
12:11:25.352;2.239;1
12:11:25.375;2.241;1
12:11:25.399;2.241;1
12:11:25.421;2.239;1
12:11:25.444;2.236;1
12:11:25.467;2.236;1
12:11:25.490;2.236;1
12:11:25.513;2.236;1
12:11:25.538;2.236;1
12:11:25.560;2.236;1
12:11:25.586;2.231;1
12:11:25.608;2.236;1
12:11:25.629;2.236;1
12:11:25.653;2.236;1
12:11:25.676;2.236;1
12:11:25.700;2.234;1
12:11:25.723;2.234;1
12:11:25.745;2.236;1
12:11:25.769;2.236;1
12:11:25.789;2.234;1
12:11:25.813;2.234;1
12:11:25.837;2.236;1
12:11:25.860;2.244;1
12:11:25.883;2.244;1
12:11:25.907;2.244;1
12:11:25.928;2.246;1
12:11:25.950;2.241;1
12:11:25.975;2.241;1
12:11:25.997;2.248;1
12:11:26.019;2.256;1
12:11:26.042;2.256;1
12:11:26.065;2.246;1
12:11:26.089;2.246;1
12:11:26.111;2.246;1
12:11:26.134;2.248;1
12:11:26.157;2.248;1
12:11:26.182;2.248;1
12:11:26.205;2.248;1
12:11:26.226;2.248;1
12:11:26.250;2.248;1
12:11:26.273;2.248;1
12:11:26.295;2.248;1
12:11:26.318;2.246;1
12:11:26.341;2.244;1
12:11:26.364;2.244;1
12:11:26.387;2.244;1
12:11:26.410;2.244;1
12:11:26.433;2.246;1
12:11:26.456;2.246;1
12:11:26.482;2.246;1
12:11:26.505;2.248;1
12:11:26.528;2.248;1
12:11:26.549;2.246;1
12:11:26.572;2.246;1
12:11:26.596;2.248;1
12:11:26.618;2.248;1
12:11:26.642;2.251;1
12:11:26.665;2.251;1
12:11:26.690;2.251;1
12:11:26.709;2.246;1
12:11:26.734;2.248;1
12:11:26.755;2.251;1
12:11:26.781;2.251;1
12:11:26.804;2.253;1
12:11:26.827;2.253;1
12:11:26.849;2.248;1
12:11:26.870;2.251;1
12:11:26.894;2.251;1
12:11:26.916;2.251;1
12:11:26.939;2.251;1
12:11:26.962;2.248;1
12:11:26.986;2.251;1
12:11:27.008;2.246;1
12:11:27.031;2.246;1
12:11:27.054;2.246;1
12:11:27.077;2.246;1
12:11:27.100;2.248;1
12:11:27.123;2.244;1
12:11:27.146;2.251;1
12:11:27.169;2.253;1
12:11:27.192;2.253;1
12:11:27.215;2.253;1
12:11:27.240;2.256;1
12:11:27.263;2.256;1
12:11:27.284;2.253;1
12:11:27.310;2.258;1
12:11:27.330;2.258;1
12:11:27.354;2.258;1
12:11:27.376;2.253;1
12:11:27.399;2.253;1
12:11:27.423;2.256;1
12:11:27.447;2.256;1
12:11:27.468;2.256;1
12:11:27.493;2.256;1
12:11:27.516;2.258;1
12:11:27.538;2.253;1
12:11:27.560;2.253;1
12:11:27.587;2.256;1
12:11:27.608;2.256;1
12:11:27.629;2.256;1
12:11:27.654;2.251;1
12:11:27.677;2.253;1
12:11:27.700;2.251;1
12:11:27.724;2.256;1
12:11:27.745;2.256;1
12:11:27.767;2.256;1
12:11:27.790;2.251;1
12:11:27.814;2.251;1
12:11:27.838;2.256;1
12:11:27.859;2.253;1
12:11:27.888;2.253;1
12:11:27.906;2.253;1
12:11:27.928;2.253;1
12:11:27.951;2.251;1
12:11:27.974;2.248;1
12:11:28.000;2.251;1
12:11:28.022;2.251;1
12:11:28.045;2.248;1
12:11:28.066;2.248;1
12:11:28.089;2.251;1
12:11:28.113;2.251;1
12:11:28.137;2.253;1
12:11:28.160;2.248;1
12:11:28.187;2.248;1
12:11:28.205;2.248;1
12:11:28.228;2.253;1
12:11:28.251;2.258;1
12:11:28.274;2.251;1
12:11:28.297;2.251;1
12:11:28.320;2.251;1
12:11:28.343;2.251;1
12:11:28.366;2.248;1
12:11:28.390;2.253;1
12:11:28.412;2.258;1
12:11:28.435;2.258;1
12:11:28.458;2.258;1
12:11:28.483;2.258;1
12:11:28.504;2.258;1
12:11:28.528;2.256;1
12:11:28.551;2.256;1
12:11:28.573;2.258;1
12:11:28.597;2.258;1
12:11:28.619;2.258;1
12:11:28.642;2.258;1
12:11:28.665;2.256;1
12:11:28.688;2.261;1
12:11:28.713;2.261;1
12:11:28.735;2.258;1
12:11:28.757;2.258;1
12:11:28.785;2.256;1
12:11:28.803;2.261;1
12:11:28.826;2.253;1
12:11:28.849;2.253;1
12:11:28.874;2.253;1
12:11:28.897;2.253;1
12:11:28.920;2.256;1
12:11:28.942;2.261;1
12:11:28.964;2.258;1
12:11:28.988;2.258;1
12:11:29.011;2.251;1
12:11:29.035;2.251;1
12:11:29.056;2.258;1
12:11:29.083;2.258;1
12:11:29.103;2.258;1
12:11:29.128;2.258;1
12:11:29.149;2.256;1
12:11:29.171;2.256;1
12:11:29.195;2.256;1
12:11:29.217;2.256;1
12:11:29.241;2.256;1
12:11:29.264;2.256;1
12:11:29.287;2.251;1
12:11:29.309;2.251;1
12:11:29.331;2.253;1
12:11:29.356;2.256;1
12:11:29.377;2.251;1
12:11:29.401;2.251;1
12:11:29.423;2.246;1
12:11:29.447;2.246;1
12:11:29.471;2.246;1
12:11:29.494;2.253;1
12:11:29.515;2.251;1
12:11:29.538;2.251;1
12:11:29.563;2.256;1
12:11:29.587;2.256;1
12:11:29.609;2.256;1
12:11:29.631;2.253;1
12:11:29.653;2.253;1
12:11:29.677;2.258;1
12:11:29.699;2.263;1
12:11:29.722;2.263;1
12:11:29.746;2.263;1
12:11:29.769;2.263;1
12:11:29.791;2.266;1
12:11:29.816;2.266;1
12:11:29.838;2.266;1
12:11:29.860;2.266;1
12:11:29.885;2.266;1
12:11:29.908;2.27;1
12:11:29.929;2.261;1
12:11:29.955;2.266;1
12:11:29.976;2.263;1
12:11:30.001;2.263;1
12:11:30.024;2.263;1
12:11:30.044;2.27;1
12:11:30.067;2.266;1
12:11:30.090;2.261;1
12:11:30.114;2.263;1
12:11:30.137;2.261;1
12:11:30.160;2.261;1
12:11:30.184;2.261;1
12:11:30.205;2.263;1
12:11:30.228;2.256;1
12:11:30.254;2.256;1
12:11:30.276;2.261;1
12:11:30.301;2.261;1
12:11:30.322;2.261;1
12:11:30.343;2.258;1
12:11:30.366;2.256;1
12:11:30.391;2.251;1
12:11:30.414;2.258;1
12:11:30.438;2.258;1
12:11:30.460;2.258;1
12:11:30.485;2.258;1
12:11:30.505;2.258;1
12:11:30.528;2.261;1
12:11:30.551;2.263;1
12:11:30.573;2.263;1
12:11:30.599;2.261;1
12:11:30.620;2.261;1
12:11:30.642;2.263;1
12:11:30.666;2.263;1
12:11:30.690;2.266;1
12:11:30.712;2.266;1
12:11:30.734;2.266;1
12:11:30.758;2.266;1
12:11:30.785;2.263;1
12:11:30.803;2.263;1
12:11:30.826;2.261;1
12:11:30.849;2.266;1
12:11:30.875;2.266;1
12:11:30.895;2.266;1
12:11:30.918;2.263;1
12:11:30.943;2.263;1
12:11:30.964;2.261;1
12:11:30.989;2.253;1
12:11:31.011;2.253;1
12:11:31.033;2.253;1
12:11:31.057;2.253;1
12:11:31.081;2.256;1
12:11:31.103;2.258;1
12:11:31.126;2.256;1
12:11:31.150;2.256;1
12:11:31.171;2.251;1
12:11:31.196;2.251;1
12:11:31.217;2.256;1
12:11:31.242;2.256;1
12:11:31.263;2.251;1
12:11:31.286;2.251;1
12:11:31.310;2.248;1
12:11:31.334;2.253;1
12:11:31.357;2.253;1
12:11:31.382;2.253;1
12:11:31.402;2.251;1
12:11:31.425;2.251;1
12:11:31.449;2.253;1
12:11:31.472;2.256;1
12:11:31.493;2.248;1
12:11:31.516;2.248;1
12:11:31.540;2.253;1
12:11:31.562;2.253;1
12:11:31.586;2.256;1
12:11:31.609;2.253;1
12:11:31.633;2.248;1
12:11:31.654;2.251;1
12:11:31.677;2.251;1
12:11:31.703;2.251;1
12:11:31.723;2.253;1
12:11:31.748;2.251;1
12:11:31.772;2.253;1
12:11:31.794;2.261;1
12:11:31.818;2.261;1
12:11:31.840;2.256;1
12:11:31.861;2.256;1
12:11:31.885;2.258;1
12:11:31.908;2.253;1
12:11:31.930;2.256;1
12:11:31.956;2.253;1
12:11:31.978;2.253;1
12:11:32.001;2.251;1
12:11:32.023;2.251;1
12:11:32.046;2.251;1
12:11:32.070;2.251;1
12:11:32.092;2.248;1
12:11:32.116;2.248;1
12:11:32.138;2.251;1
12:11:32.163;2.253;1
12:11:32.183;2.253;1
12:11:32.206;2.248;1
12:11:32.231;2.246;1
12:11:32.253;2.246;1
12:11:32.275;2.251;1
12:11:32.300;2.248;1
12:11:32.323;2.251;1
12:11:32.345;2.251;1
12:11:32.368;2.253;1
12:11:32.390;2.253;1
12:11:32.413;2.251;1
12:11:32.436;2.256;1
12:11:32.459;2.248;1
12:11:32.483;2.248;1
12:11:32.506;2.248;1
12:11:32.529;2.248;1
12:11:32.551;2.248;1
12:11:32.577;2.244;1
12:11:32.598;2.241;1
12:11:32.623;2.241;1
12:11:32.644;2.241;1
12:11:32.666;2.241;1
12:11:32.689;2.244;1
12:11:32.712;2.236;1
12:11:32.735;2.236;1
12:11:32.758;2.239;1
12:11:32.782;2.236;1
12:11:32.805;2.236;1
12:11:32.828;2.236;1
12:11:32.850;2.236;1
12:11:32.876;2.236;1
12:11:32.899;2.241;1
12:11:32.919;2.241;1
12:11:32.943;2.239;1
12:11:32.966;2.239;1
12:11:32.988;2.236;1
12:11:33.011;2.244;1
12:11:33.034;2.239;1
12:11:33.057;2.239;1
12:11:33.084;2.239;1
12:11:33.103;2.236;1
12:11:33.126;2.236;1
12:11:33.149;2.244;1
12:11:33.175;2.244;1
12:11:33.195;2.241;1
12:11:33.221;2.241;1
12:11:33.241;2.244;1
12:11:33.266;2.244;1
12:11:33.287;2.244;1
12:11:33.310;2.241;1
12:11:33.333;2.244;1
12:11:33.359;2.244;1
12:11:33.383;2.236;1
12:11:33.402;2.251;1
12:11:33.425;2.251;1
12:11:33.448;2.248;1
12:11:33.474;2.246;1
12:11:33.494;2.246;1
12:11:33.517;2.246;1
12:11:33.540;2.246;1
12:11:33.563;2.244;1
12:11:33.588;2.246;1
12:11:33.609;2.246;1
12:11:33.632;2.246;1
12:11:33.655;2.246;1
12:11:33.681;2.251;1
12:11:33.701;2.248;1
12:11:33.724;2.253;1
12:11:33.749;2.253;1
12:11:33.772;2.253;1
12:11:33.793;2.256;1
12:11:33.816;2.251;1
12:11:33.839;2.244;1
12:11:33.864;2.253;1
12:11:33.886;2.253;1
12:11:33.909;2.253;1
12:11:33.931;2.258;1
12:11:33.957;2.251;1
12:11:33.979;2.251;1
12:11:34.003;2.256;1
12:11:34.023;2.256;1
12:11:34.048;2.256;1
12:11:34.071;2.256;1
12:11:34.094;2.253;1
12:11:34.118;2.256;1
12:11:34.140;2.256;1
12:11:34.164;2.258;1
12:11:34.185;2.258;1
12:11:34.209;2.258;1
12:11:34.230;2.256;1
12:11:34.256;2.261;1
12:11:34.278;2.261;1
12:11:34.299;2.263;1
12:11:34.322;2.263;1
12:11:34.345;2.261;1
12:11:34.370;2.261;1
12:11:34.391;2.266;1
12:11:34.414;2.261;1
12:11:34.437;2.253;1
12:11:34.460;2.253;1
12:11:34.484;2.253;1
12:11:34.507;2.253;1
12:11:34.530;2.251;1
12:11:34.555;2.256;1
12:11:34.575;2.253;1
12:11:34.598;2.253;1
12:11:34.621;2.253;1
12:11:34.644;2.256;1
12:11:34.667;2.256;1
12:11:34.690;2.256;1
12:11:34.713;2.256;1
12:11:34.736;2.256;1
12:11:34.759;2.251;1
12:11:34.783;2.251;1
12:11:34.805;2.256;1
12:11:34.829;2.261;1
12:11:34.852;2.261;1
12:11:34.875;2.253;1
12:11:34.899;2.253;1
12:11:34.922;2.253;1
12:11:34.944;2.258;1
12:11:34.967;2.261;1
12:11:34.992;2.256;1
12:11:35.014;2.256;1
12:11:35.038;2.258;1
12:11:35.061;2.258;1
12:11:35.084;2.258;1
12:11:35.105;2.253;1
12:11:35.129;2.253;1
12:11:35.153;2.256;1
12:11:35.176;2.256;1
12:11:35.199;2.256;1
12:11:35.222;2.261;1
12:11:35.243;2.253;1
12:11:35.266;2.256;1
12:11:35.289;2.256;1
12:11:35.312;2.256;1
12:11:35.335;2.256;1
12:11:35.361;2.258;1
12:11:35.383;2.251;1
12:11:35.407;2.256;1
12:11:35.428;2.256;1
12:11:35.452;2.256;1
12:11:35.473;2.258;1
