TimeStamp;Температура воздуха на входе в газогенератор (Расчетная);0 - Bad, 1 - Good
12:11:11.692;5.229;1
12:11:11.713;5.229;1
12:11:11.739;5.229;1
12:11:11.761;5.229;1
12:11:11.786;5.229;1
12:11:11.806;5.229;1
12:11:11.828;5.229;1
12:11:11.851;5.229;1
12:11:11.877;5.229;1
12:11:11.900;5.229;1
12:11:11.920;5.229;1
12:11:11.946;5.229;1
12:11:11.967;5.229;1
12:11:11.989;5.229;1
12:11:12.012;5.229;1
12:11:12.036;5.229;1
12:11:12.058;5.229;1
12:11:12.083;5.229;1
12:11:12.105;5.229;1
12:11:12.128;5.229;1
12:11:12.152;5.229;1
12:11:12.175;5.229;1
12:11:12.197;5.229;1
12:11:12.221;5.229;1
12:11:12.242;5.229;1
12:11:12.265;5.229;1
12:11:12.289;5.229;1
12:11:12.311;5.229;1
12:11:12.336;5.229;1
12:11:12.358;5.229;1
12:11:12.384;5.241;1
12:11:12.406;5.241;1
12:11:12.427;5.241;1
12:11:12.449;5.241;1
12:11:12.472;5.241;1
12:11:12.496;5.241;1
12:11:12.521;5.241;1
12:11:12.541;5.241;1
12:11:12.564;5.241;1
12:11:12.589;5.241;1
12:11:12.612;5.241;1
12:11:12.633;5.241;1
12:11:12.657;5.229;1
12:11:12.683;5.229;1
12:11:12.702;5.229;1
12:11:12.726;5.229;1
12:11:12.750;5.229;1
12:11:12.771;5.229;1
12:11:12.796;5.229;1
12:11:12.820;5.229;1
12:11:12.843;5.229;1
12:11:12.865;5.241;1
12:11:12.889;5.241;1
12:11:12.909;5.241;1
12:11:12.935;5.241;1
12:11:12.956;5.241;1
12:11:12.981;5.252;1
12:11:13.003;5.252;1
12:11:13.024;5.252;1
12:11:13.048;5.252;1
12:11:13.071;5.252;1
12:11:13.095;5.252;1
12:11:13.118;5.252;1
12:11:13.141;5.252;1
12:11:13.164;5.252;1
12:11:13.186;5.252;1
12:11:13.210;5.252;1
12:11:13.231;5.252;1
12:11:13.256;5.252;1
12:11:13.280;5.252;1
12:11:13.303;5.252;1
12:11:13.326;5.264;1
12:11:13.346;5.264;1
12:11:13.370;5.264;1
12:11:13.394;5.264;1
12:11:13.415;5.264;1
12:11:13.440;5.264;1
12:11:13.462;5.264;1
12:11:13.485;5.275;1
12:11:13.508;5.275;1
12:11:13.531;5.275;1
12:11:13.555;5.275;1
12:11:13.578;5.275;1
12:11:13.600;5.275;1
12:11:13.625;5.275;1
12:11:13.645;5.287;1
12:11:13.668;5.287;1
12:11:13.691;5.287;1
12:11:13.714;5.287;1
12:11:13.738;5.287;1
12:11:13.763;5.287;1
12:11:13.786;5.287;1
12:11:13.806;5.275;1
12:11:13.831;5.275;1
12:11:13.852;5.275;1
12:11:13.878;5.275;1
12:11:13.900;5.275;1
12:11:13.922;5.275;1
12:11:13.945;5.264;1
12:11:13.968;5.264;1
12:11:13.990;5.264;1
12:11:14.015;5.264;1
12:11:14.037;5.264;1
12:11:14.059;5.264;1
12:11:14.085;5.264;1
12:11:14.105;5.275;1
12:11:14.130;5.275;1
12:11:14.152;5.275;1
12:11:14.177;5.275;1
12:11:14.200;5.275;1
12:11:14.220;5.275;1
12:11:14.246;5.275;1
12:11:14.266;5.287;1
12:11:14.289;5.287;1
12:11:14.312;5.287;1
12:11:14.335;5.287;1
12:11:14.361;5.287;1
12:11:14.382;5.287;1
12:11:14.407;5.287;1
12:11:14.427;5.287;1
12:11:14.451;5.287;1
12:11:14.475;5.287;1
12:11:14.498;5.287;1
12:11:14.522;5.287;1
12:11:14.544;5.287;1
12:11:14.566;5.287;1
12:11:14.588;5.287;1
12:11:14.611;5.287;1
12:11:14.634;5.287;1
12:11:14.660;5.287;1
12:11:14.683;5.287;1
12:11:14.703;5.287;1
12:11:14.726;5.287;1
12:11:14.749;5.287;1
12:11:14.774;5.287;1
12:11:14.795;5.287;1
12:11:14.818;5.287;1
12:11:14.841;5.287;1
12:11:14.864;5.287;1
12:11:14.887;5.287;1
12:11:14.910;5.264;1
12:11:14.933;5.264;1
12:11:14.956;5.264;1
12:11:14.982;5.264;1
12:11:15.003;5.264;1
12:11:15.025;5.264;1
12:11:15.049;5.264;1
12:11:15.071;5.264;1
12:11:15.096;5.264;1
12:11:15.118;5.264;1
12:11:15.143;5.264;1
12:11:15.165;5.264;1
12:11:15.188;5.264;1
12:11:15.210;5.264;1
12:11:15.234;5.275;1
12:11:15.258;5.275;1
12:11:15.282;5.275;1
12:11:15.305;5.275;1
12:11:15.327;5.275;1
12:11:15.348;5.275;1
12:11:15.371;5.275;1
12:11:15.395;5.275;1
12:11:15.417;5.275;1
12:11:15.440;5.275;1
12:11:15.463;5.275;1
12:11:15.486;5.275;1
12:11:15.509;5.275;1
12:11:15.532;5.275;1
12:11:15.555;5.275;1
12:11:15.578;5.275;1
12:11:15.601;5.275;1
12:11:15.624;5.275;1
12:11:15.647;5.275;1
12:11:15.671;5.275;1
12:11:15.693;5.275;1
12:11:15.716;5.275;1
12:11:15.739;5.275;1
12:11:15.765;5.275;1
12:11:15.787;5.275;1
12:11:15.809;5.275;1
12:11:15.831;5.275;1
12:11:15.855;5.275;1
12:11:15.880;5.275;1
12:11:15.900;5.275;1
12:11:15.924;5.275;1
12:11:15.947;5.275;1
12:11:15.971;5.275;1
12:11:15.992;5.275;1
12:11:16.016;5.275;1
12:11:16.039;5.287;1
12:11:16.061;5.287;1
12:11:16.084;5.287;1
12:11:16.110;5.287;1
12:11:16.130;5.287;1
12:11:16.152;5.287;1
12:11:16.175;5.31;1
12:11:16.198;5.31;1
12:11:16.223;5.31;1
12:11:16.244;5.31;1
12:11:16.267;5.31;1
12:11:16.290;5.31;1
12:11:16.314;5.31;1
12:11:16.339;5.31;1
12:11:16.360;5.31;1
12:11:16.386;5.31;1
12:11:16.406;5.31;1
12:11:16.428;5.31;1
12:11:16.452;5.31;1
12:11:16.476;5.31;1
12:11:16.497;5.31;1
12:11:16.521;5.31;1
12:11:16.546;5.31;1
12:11:16.569;5.31;1
12:11:16.590;5.31;1
12:11:16.612;5.31;1
12:11:16.635;5.31;1
12:11:16.660;5.31;1
12:11:16.683;5.322;1
12:11:16.704;5.322;1
12:11:16.729;5.322;1
12:11:16.751;5.322;1
12:11:16.775;5.322;1
12:11:16.798;5.322;1
12:11:16.821;5.322;1
12:11:16.843;5.322;1
12:11:16.866;5.322;1
12:11:16.888;5.322;1
12:11:16.912;5.322;1
12:11:16.935;5.322;1
12:11:16.958;5.322;1
12:11:16.982;5.31;1
12:11:17.005;5.31;1
12:11:17.027;5.31;1
12:11:17.050;5.31;1
12:11:17.073;5.31;1
12:11:17.098;5.31;1
12:11:17.120;5.31;1
12:11:17.143;5.299;1
12:11:17.164;5.299;1
12:11:17.190;5.299;1
12:11:17.211;5.299;1
12:11:17.234;5.299;1
12:11:17.257;5.299;1
12:11:17.281;5.299;1
12:11:17.302;5.299;1
12:11:17.325;5.287;1
12:11:17.349;5.287;1
12:11:17.371;5.287;1
12:11:17.396;5.287;1
12:11:17.418;5.287;1
12:11:17.441;5.287;1
12:11:17.463;5.287;1
12:11:17.486;5.275;1
12:11:17.509;5.275;1
12:11:17.532;5.275;1
12:11:17.555;5.275;1
12:11:17.580;5.275;1
12:11:17.601;5.275;1
12:11:17.624;5.275;1
12:11:17.647;5.275;1
12:11:17.672;5.275;1
12:11:17.693;5.275;1
12:11:17.716;5.275;1
12:11:17.739;5.275;1
12:11:17.762;5.275;1
12:11:17.786;5.275;1
12:11:17.808;5.275;1
12:11:17.831;5.275;1
12:11:17.855;5.275;1
12:11:17.879;5.275;1
12:11:17.901;5.275;1
12:11:17.925;5.264;1
12:11:17.948;5.264;1
12:11:17.970;5.264;1
12:11:17.993;5.264;1
12:11:18.017;5.264;1
12:11:18.039;5.264;1
12:11:18.062;5.264;1
12:11:18.084;5.264;1
12:11:18.107;5.252;1
12:11:18.132;5.252;1
12:11:18.154;5.252;1
12:11:18.179;5.252;1
12:11:18.200;5.252;1
12:11:18.223;5.252;1
12:11:18.246;5.252;1
12:11:18.268;5.252;1
12:11:18.294;5.252;1
12:11:18.314;5.252;1
12:11:18.340;5.252;1
12:11:18.361;5.252;1
12:11:18.386;5.252;1
12:11:18.408;5.229;1
12:11:18.430;5.229;1
12:11:18.454;5.229;1
12:11:18.475;5.229;1
12:11:18.498;5.229;1
12:11:18.521;5.229;1
12:11:18.546;5.229;1
12:11:18.569;5.217;1
12:11:18.591;5.217;1
12:11:18.615;5.217;1
12:11:18.638;5.217;1
12:11:18.659;5.217;1
12:11:18.684;5.217;1
12:11:18.707;5.217;1
12:11:18.728;5.217;1
12:11:18.752;5.217;1
12:11:18.777;5.217;1
12:11:18.800;5.217;1
12:11:18.820;5.217;1
12:11:18.844;5.217;1
12:11:18.867;5.217;1
12:11:18.889;5.217;1
12:11:18.913;5.206;1
12:11:18.936;5.206;1
12:11:18.961;5.206;1
12:11:18.986;5.206;1
12:11:19.005;5.206;1
12:11:19.028;5.206;1
12:11:19.050;5.206;1
12:11:19.075;5.194;1
12:11:19.099;5.194;1
12:11:19.122;5.194;1
12:11:19.143;5.194;1
12:11:19.165;5.194;1
12:11:19.188;5.194;1
12:11:19.212;5.194;1
12:11:19.235;5.182;1
12:11:19.258;5.182;1
12:11:19.286;5.182;1
12:11:19.304;5.182;1
12:11:19.328;5.182;1
12:11:19.349;5.182;1
12:11:19.373;5.182;1
12:11:19.395;5.182;1
12:11:19.418;5.182;1
12:11:19.443;5.182;1
12:11:19.467;5.182;1
12:11:19.487;5.182;1
12:11:19.511;5.182;1
12:11:19.534;5.182;1
12:11:19.557;5.194;1
12:11:19.581;5.194;1
12:11:19.603;5.194;1
12:11:19.626;5.194;1
12:11:19.650;5.194;1
12:11:19.673;5.194;1
12:11:19.696;5.194;1
12:11:19.720;5.194;1
12:11:19.742;5.194;1
12:11:19.764;5.194;1
12:11:19.788;5.194;1
12:11:19.809;5.194;1
12:11:19.834;5.194;1
12:11:19.855;5.194;1
12:11:19.882;5.171;1
12:11:19.902;5.171;1
12:11:19.925;5.171;1
12:11:19.947;5.171;1
12:11:19.971;5.171;1
12:11:19.995;5.171;1
12:11:20.017;5.159;1
12:11:20.040;5.159;1
12:11:20.063;5.159;1
12:11:20.086;5.159;1
12:11:20.109;5.159;1
12:11:20.133;5.159;1
12:11:20.156;5.159;1
12:11:20.178;5.159;1
12:11:20.202;5.148;1
12:11:20.226;5.148;1
12:11:20.247;5.148;1
12:11:20.270;5.148;1
12:11:20.294;5.148;1
12:11:20.315;5.148;1
12:11:20.339;5.148;1
12:11:20.363;5.136;1
12:11:20.388;5.136;1
12:11:20.407;5.136;1
12:11:20.430;5.136;1
12:11:20.455;5.136;1
12:11:20.479;5.136;1
12:11:20.502;5.124;1
12:11:20.523;5.124;1
12:11:20.545;5.124;1
12:11:20.568;5.124;1
12:11:20.592;5.124;1
12:11:20.614;5.124;1
12:11:20.638;5.124;1
12:11:20.661;5.124;1
12:11:20.686;5.113;1
12:11:20.707;5.113;1
12:11:20.730;5.113;1
12:11:20.752;5.113;1
12:11:20.776;5.113;1
12:11:20.798;5.113;1
12:11:20.821;5.113;1
12:11:20.844;5.113;1
12:11:20.867;5.113;1
12:11:20.890;5.113;1
12:11:20.915;5.113;1
12:11:20.938;5.113;1
12:11:20.960;5.113;1
12:11:20.986;5.113;1
12:11:21.007;5.113;1
12:11:21.029;5.113;1
12:11:21.052;5.113;1
12:11:21.075;5.113;1
12:11:21.099;5.113;1
12:11:21.122;5.101;1
12:11:21.145;5.101;1
12:11:21.167;5.101;1
12:11:21.190;5.101;1
12:11:21.212;5.101;1
12:11:21.237;5.101;1
12:11:21.259;5.101;1
12:11:21.282;5.101;1
12:11:21.305;5.101;1
12:11:21.327;5.101;1
12:11:21.351;5.101;1
12:11:21.374;5.101;1
12:11:21.396;5.101;1
12:11:21.419;5.101;1
12:11:21.444;5.089;1
12:11:21.467;5.089;1
12:11:21.490;5.089;1
12:11:21.512;5.089;1
12:11:21.534;5.089;1
12:11:21.560;5.089;1
12:11:21.583;5.089;1
12:11:21.603;5.089;1
12:11:21.626;5.066;1
12:11:21.651;5.066;1
12:11:21.675;5.066;1
12:11:21.698;5.066;1
12:11:21.720;5.066;1
12:11:21.745;5.066;1
12:11:21.767;5.055;1
12:11:21.788;5.055;1
12:11:21.813;5.055;1
12:11:21.834;5.055;1
12:11:21.859;5.055;1
12:11:21.884;5.055;1
12:11:21.903;5.055;1
12:11:21.929;5.055;1
12:11:21.949;5.055;1
12:11:21.974;5.055;1
12:11:21.998;5.055;1
12:11:22.018;5.055;1
12:11:22.044;5.055;1
12:11:22.065;5.055;1
12:11:22.087;5.055;1
12:11:22.112;5.055;1
12:11:22.135;5.055;1
12:11:22.157;5.055;1
12:11:22.182;5.055;1
12:11:22.205;5.055;1
12:11:22.225;5.055;1
12:11:22.248;5.055;1
12:11:22.273;5.043;1
12:11:22.294;5.043;1
12:11:22.317;5.043;1
12:11:22.341;5.043;1
12:11:22.363;5.043;1
12:11:22.387;5.043;1
12:11:22.409;5.043;1
12:11:22.432;5.043;1
12:11:22.455;5.043;1
12:11:22.478;5.043;1
12:11:22.501;5.043;1
12:11:22.524;5.043;1
12:11:22.547;5.043;1
12:11:22.571;5.043;1
12:11:22.593;5.043;1
12:11:22.616;5.043;1
12:11:22.639;5.043;1
12:11:22.661;5.043;1
12:11:22.684;5.043;1
12:11:22.709;5.043;1
12:11:22.730;5.055;1
12:11:22.754;5.055;1
12:11:22.779;5.055;1
12:11:22.802;5.055;1
12:11:22.822;5.055;1
12:11:22.846;5.055;1
12:11:22.868;5.043;1
12:11:22.891;5.043;1
12:11:22.914;5.043;1
12:11:22.937;5.043;1
12:11:22.962;5.043;1
12:11:22.985;5.043;1
12:11:23.007;5.043;1
12:11:23.030;5.043;1
12:11:23.052;5.043;1
12:11:23.077;5.02;1
12:11:23.098;5.02;1
12:11:23.122;5.02;1
12:11:23.145;5.02;1
12:11:23.169;5.02;1
12:11:23.190;5.02;1
12:11:23.215;5.02;1
12:11:23.237;5.02;1
12:11:23.259;5.02;1
12:11:23.284;5.02;1
12:11:23.307;5.02;1
12:11:23.328;5.02;1
12:11:23.352;5.02;1
12:11:23.374;5.02;1
12:11:23.400;5.02;1
12:11:23.423;5.02;1
12:11:23.447;5.02;1
12:11:23.467;5.02;1
12:11:23.489;5.02;1
12:11:23.513;5.02;1
12:11:23.535;5.02;1
12:11:23.559;5.02;1
12:11:23.584;5.02;1
12:11:23.605;5.02;1
12:11:23.629;5.02;1
12:11:23.651;5.02;1
12:11:23.674;5.02;1
12:11:23.699;5.031;1
12:11:23.719;5.031;1
12:11:23.743;5.031;1
12:11:23.765;5.031;1
12:11:23.789;5.031;1
12:11:23.813;5.031;1
12:11:23.837;5.031;1
12:11:23.860;5.02;1
12:11:23.885;5.02;1
12:11:23.906;5.02;1
12:11:23.926;5.02;1
12:11:23.950;5.02;1
12:11:23.973;5.02;1
12:11:23.995;5.02;1
12:11:24.019;5.008;1
12:11:24.041;5.008;1
12:11:24.067;5.008;1
12:11:24.087;5.008;1
12:11:24.110;5.008;1
12:11:24.133;5.008;1
12:11:24.159;5.008;1
12:11:24.182;5.02;1
12:11:24.203;5.02;1
12:11:24.227;5.02;1
12:11:24.249;5.02;1
12:11:24.271;5.02;1
12:11:24.294;5.02;1
12:11:24.319;5.02;1
12:11:24.342;5.02;1
12:11:24.364;5.02;1
12:11:24.388;5.02;1
12:11:24.409;5.02;1
12:11:24.433;5.02;1
12:11:24.455;5.02;1
12:11:24.481;5.02;1
12:11:24.501;5.02;1
12:11:24.525;5.008;1
12:11:24.547;5.008;1
12:11:24.570;5.008;1
12:11:24.594;5.008;1
12:11:24.616;5.008;1
12:11:24.642;5.008;1
12:11:24.662;4.997;1
12:11:24.690;4.997;1
12:11:24.709;4.997;1
12:11:24.731;4.997;1
12:11:24.756;4.997;1
12:11:24.778;4.997;1
12:11:24.800;4.997;1
12:11:24.824;4.997;1
12:11:24.846;4.985;1
12:11:24.869;4.985;1
12:11:24.892;4.985;1
12:11:24.915;4.985;1
12:11:24.938;4.985;1
12:11:24.962;4.985;1
12:11:24.986;4.985;1
12:11:25.009;4.985;1
12:11:25.031;4.985;1
12:11:25.054;4.985;1
12:11:25.076;4.985;1
12:11:25.100;4.985;1
12:11:25.122;4.985;1
12:11:25.145;4.997;1
12:11:25.168;4.997;1
12:11:25.191;4.997;1
12:11:25.214;4.997;1
12:11:25.237;4.997;1
12:11:25.260;4.997;1
12:11:25.284;4.985;1
12:11:25.306;4.985;1
12:11:25.329;4.985;1
12:11:25.352;4.985;1
12:11:25.375;4.985;1
12:11:25.399;4.985;1
12:11:25.421;4.985;1
12:11:25.444;4.997;1
12:11:25.467;4.997;1
12:11:25.490;4.997;1
12:11:25.513;4.997;1
12:11:25.538;4.997;1
12:11:25.560;4.997;1
12:11:25.586;4.997;1
12:11:25.608;5.008;1
12:11:25.629;5.008;1
12:11:25.653;5.008;1
12:11:25.676;5.008;1
12:11:25.700;5.008;1
12:11:25.723;5.008;1
12:11:25.745;5.008;1
12:11:25.769;4.985;1
12:11:25.789;4.985;1
12:11:25.813;4.985;1
12:11:25.837;4.985;1
12:11:25.860;4.985;1
12:11:25.883;4.985;1
12:11:25.907;4.985;1
12:11:25.928;4.985;1
12:11:25.950;4.973;1
12:11:25.975;4.973;1
12:11:25.997;4.973;1
12:11:26.019;4.973;1
12:11:26.042;4.973;1
12:11:26.065;4.985;1
12:11:26.089;4.985;1
12:11:26.111;4.985;1
12:11:26.134;4.985;1
12:11:26.157;4.985;1
12:11:26.182;4.985;1
12:11:26.205;4.985;1
12:11:26.226;4.985;1
12:11:26.250;4.985;1
12:11:26.273;4.985;1
12:11:26.295;4.985;1
12:11:26.318;4.985;1
12:11:26.341;4.985;1
12:11:26.364;4.985;1
12:11:26.387;4.985;1
12:11:26.410;4.985;1
12:11:26.433;4.985;1
12:11:26.456;4.985;1
12:11:26.482;4.985;1
12:11:26.505;4.985;1
12:11:26.528;4.985;1
12:11:26.549;4.985;1
12:11:26.572;4.985;1
12:11:26.596;5.008;1
12:11:26.618;5.008;1
12:11:26.642;5.008;1
12:11:26.665;5.008;1
12:11:26.690;5.008;1
12:11:26.709;5.008;1
12:11:26.734;5.031;1
12:11:26.755;5.031;1
12:11:26.781;5.031;1
12:11:26.804;5.031;1
12:11:26.827;5.031;1
12:11:26.849;5.031;1
12:11:26.870;5.031;1
12:11:26.894;5.031;1
12:11:26.916;5.043;1
12:11:26.939;5.043;1
12:11:26.962;5.043;1
12:11:26.986;5.043;1
12:11:27.008;5.043;1
12:11:27.031;5.043;1
12:11:27.054;5.043;1
12:11:27.077;5.043;1
12:11:27.100;5.043;1
12:11:27.123;5.043;1
12:11:27.146;5.043;1
12:11:27.169;5.043;1
12:11:27.192;5.043;1
12:11:27.215;5.066;1
12:11:27.240;5.066;1
12:11:27.263;5.066;1
12:11:27.284;5.066;1
12:11:27.310;5.066;1
12:11:27.330;5.066;1
12:11:27.354;5.066;1
12:11:27.376;5.066;1
12:11:27.399;5.066;1
12:11:27.423;5.066;1
12:11:27.447;5.066;1
12:11:27.468;5.066;1
12:11:27.493;5.066;1
12:11:27.516;5.066;1
12:11:27.538;5.066;1
12:11:27.560;5.066;1
12:11:27.587;5.066;1
12:11:27.608;5.066;1
12:11:27.629;5.066;1
12:11:27.654;5.066;1
12:11:27.677;5.066;1
12:11:27.700;5.066;1
12:11:27.724;5.066;1
12:11:27.745;5.066;1
12:11:27.767;5.066;1
12:11:27.790;5.066;1
12:11:27.814;5.066;1
12:11:27.838;5.066;1
12:11:27.859;5.066;1
12:11:27.888;5.066;1
12:11:27.906;5.066;1
12:11:27.928;5.066;1
12:11:27.951;5.066;1
12:11:27.974;5.066;1
12:11:28.000;5.066;1
12:11:28.022;5.066;1
12:11:28.045;5.066;1
12:11:28.066;5.066;1
12:11:28.089;5.066;1
12:11:28.113;5.066;1
12:11:28.137;5.066;1
12:11:28.160;5.101;1
12:11:28.187;5.101;1
12:11:28.205;5.101;1
12:11:28.228;5.101;1
12:11:28.251;5.101;1
12:11:28.274;5.101;1
12:11:28.297;5.101;1
12:11:28.320;5.101;1
12:11:28.343;5.101;1
12:11:28.366;5.101;1
12:11:28.390;5.101;1
12:11:28.412;5.101;1
12:11:28.435;5.089;1
12:11:28.458;5.089;1
12:11:28.483;5.089;1
12:11:28.504;5.089;1
12:11:28.528;5.089;1
12:11:28.551;5.089;1
12:11:28.573;5.089;1
12:11:28.597;5.089;1
12:11:28.619;5.089;1
12:11:28.642;5.089;1
12:11:28.665;5.089;1
12:11:28.688;5.089;1
12:11:28.713;5.089;1
12:11:28.735;5.089;1
12:11:28.757;5.089;1
12:11:28.785;5.089;1
12:11:28.803;5.089;1
12:11:28.826;5.089;1
12:11:28.849;5.089;1
12:11:28.874;5.089;1
12:11:28.897;5.089;1
12:11:28.920;5.089;1
12:11:28.942;5.078;1
12:11:28.964;5.078;1
12:11:28.988;5.078;1
12:11:29.011;5.078;1
12:11:29.035;5.078;1
12:11:29.056;5.078;1
12:11:29.083;5.078;1
12:11:29.103;5.055;1
12:11:29.128;5.055;1
12:11:29.149;5.055;1
12:11:29.171;5.055;1
12:11:29.195;5.055;1
12:11:29.217;5.055;1
12:11:29.241;5.055;1
12:11:29.264;5.055;1
12:11:29.287;5.055;1
12:11:29.309;5.055;1
12:11:29.331;5.055;1
12:11:29.356;5.055;1
12:11:29.377;5.055;1
12:11:29.401;5.055;1
12:11:29.423;5.055;1
12:11:29.447;5.066;1
12:11:29.471;5.066;1
12:11:29.494;5.066;1
12:11:29.515;5.066;1
12:11:29.538;5.066;1
12:11:29.563;5.066;1
12:11:29.587;5.055;1
12:11:29.609;5.055;1
12:11:29.631;5.055;1
12:11:29.653;5.055;1
12:11:29.677;5.055;1
12:11:29.699;5.055;1
12:11:29.722;5.055;1
12:11:29.746;5.055;1
12:11:29.769;5.043;1
12:11:29.791;5.043;1
12:11:29.816;5.043;1
12:11:29.838;5.043;1
12:11:29.860;5.043;1
12:11:29.885;5.043;1
12:11:29.908;5.055;1
12:11:29.929;5.055;1
12:11:29.955;5.055;1
12:11:29.976;5.055;1
12:11:30.001;5.055;1
12:11:30.024;5.055;1
12:11:30.044;5.055;1
12:11:30.067;5.055;1
12:11:30.090;5.078;1
12:11:30.114;5.078;1
12:11:30.137;5.078;1
12:11:30.160;5.078;1
12:11:30.184;5.078;1
12:11:30.205;5.078;1
12:11:30.228;5.101;1
12:11:30.254;5.101;1
12:11:30.276;5.101;1
12:11:30.301;5.101;1
12:11:30.322;5.101;1
12:11:30.343;5.101;1
12:11:30.366;5.101;1
12:11:30.391;5.101;1
12:11:30.414;5.101;1
12:11:30.438;5.101;1
12:11:30.460;5.101;1
12:11:30.485;5.101;1
12:11:30.505;5.101;1
12:11:30.528;5.101;1
12:11:30.551;5.101;1
12:11:30.573;5.101;1
12:11:30.599;5.101;1
12:11:30.620;5.101;1
12:11:30.642;5.101;1
12:11:30.666;5.101;1
12:11:30.690;5.124;1
12:11:30.712;5.124;1
12:11:30.734;5.124;1
12:11:30.758;5.124;1
12:11:30.785;5.124;1
12:11:30.803;5.124;1
12:11:30.826;5.124;1
12:11:30.849;5.124;1
12:11:30.875;5.136;1
12:11:30.895;5.136;1
12:11:30.918;5.136;1
12:11:30.943;5.136;1
12:11:30.964;5.136;1
12:11:30.989;5.136;1
12:11:31.011;5.136;1
12:11:31.033;5.136;1
12:11:31.057;5.136;1
12:11:31.081;5.136;1
12:11:31.103;5.136;1
12:11:31.126;5.136;1
12:11:31.150;5.136;1
12:11:31.171;5.136;1
12:11:31.196;5.148;1
12:11:31.217;5.148;1
12:11:31.242;5.148;1
12:11:31.263;5.148;1
12:11:31.286;5.148;1
12:11:31.310;5.148;1
12:11:31.334;5.148;1
12:11:31.357;5.148;1
12:11:31.382;5.148;1
12:11:31.402;5.148;1
12:11:31.425;5.148;1
12:11:31.449;5.148;1
12:11:31.472;5.148;1
12:11:31.493;5.148;1
12:11:31.516;5.136;1
12:11:31.540;5.136;1
12:11:31.562;5.136;1
12:11:31.586;5.136;1
12:11:31.609;5.136;1
12:11:31.633;5.136;1
12:11:31.654;5.148;1
12:11:31.677;5.148;1
12:11:31.703;5.148;1
12:11:31.723;5.148;1
12:11:31.748;5.148;1
12:11:31.772;5.148;1
12:11:31.794;5.148;1
12:11:31.818;5.148;1
12:11:31.840;5.171;1
12:11:31.861;5.171;1
12:11:31.885;5.171;1
12:11:31.908;5.171;1
12:11:31.930;5.171;1
12:11:31.956;5.171;1
12:11:31.978;5.182;1
12:11:32.001;5.182;1
12:11:32.023;5.182;1
12:11:32.046;5.182;1
12:11:32.070;5.182;1
12:11:32.092;5.182;1
12:11:32.116;5.182;1
12:11:32.138;5.182;1
12:11:32.163;5.182;1
12:11:32.183;5.182;1
12:11:32.206;5.182;1
12:11:32.231;5.182;1
12:11:32.253;5.182;1
12:11:32.275;5.182;1
12:11:32.300;5.171;1
12:11:32.323;5.171;1
12:11:32.345;5.171;1
12:11:32.368;5.171;1
12:11:32.390;5.171;1
12:11:32.413;5.171;1
12:11:32.436;5.182;1
12:11:32.459;5.182;1
12:11:32.483;5.182;1
12:11:32.506;5.182;1
12:11:32.529;5.182;1
12:11:32.551;5.182;1
12:11:32.577;5.182;1
12:11:32.598;5.182;1
12:11:32.623;5.194;1
12:11:32.644;5.194;1
12:11:32.666;5.194;1
12:11:32.689;5.194;1
12:11:32.712;5.194;1
12:11:32.735;5.194;1
12:11:32.758;5.206;1
12:11:32.782;5.206;1
12:11:32.805;5.206;1
12:11:32.828;5.206;1
12:11:32.850;5.206;1
12:11:32.876;5.206;1
12:11:32.899;5.206;1
12:11:32.919;5.206;1
12:11:32.943;5.206;1
12:11:32.966;5.229;1
12:11:32.988;5.229;1
12:11:33.011;5.229;1
12:11:33.034;5.229;1
12:11:33.057;5.229;1
12:11:33.084;5.229;1
12:11:33.103;5.229;1
12:11:33.126;5.229;1
12:11:33.149;5.229;1
12:11:33.175;5.229;1
12:11:33.195;5.229;1
12:11:33.221;5.229;1
12:11:33.241;5.229;1
12:11:33.266;5.229;1
12:11:33.287;5.229;1
12:11:33.310;5.229;1
12:11:33.333;5.229;1
12:11:33.359;5.229;1
12:11:33.383;5.229;1
12:11:33.402;5.241;1
12:11:33.425;5.241;1
12:11:33.448;5.241;1
12:11:33.474;5.241;1
12:11:33.494;5.241;1
12:11:33.517;5.241;1
12:11:33.540;5.241;1
12:11:33.563;5.241;1
12:11:33.588;5.241;1
12:11:33.609;5.241;1
12:11:33.632;5.241;1
12:11:33.655;5.241;1
12:11:33.681;5.241;1
12:11:33.701;5.241;1
12:11:33.724;5.241;1
12:11:33.749;5.241;1
12:11:33.772;5.241;1
12:11:33.793;5.241;1
12:11:33.816;5.241;1
12:11:33.839;5.241;1
12:11:33.864;5.241;1
12:11:33.886;5.241;1
12:11:33.909;5.241;1
12:11:33.931;5.241;1
12:11:33.957;5.241;1
12:11:33.979;5.241;1
12:11:34.003;5.241;1
12:11:34.023;5.241;1
12:11:34.048;5.241;1
12:11:34.071;5.229;1
12:11:34.094;5.229;1
12:11:34.118;5.229;1
12:11:34.140;5.229;1
12:11:34.164;5.229;1
12:11:34.185;5.241;1
12:11:34.209;5.241;1
12:11:34.230;5.241;1
12:11:34.256;5.241;1
12:11:34.278;5.241;1
12:11:34.299;5.241;1
12:11:34.322;5.241;1
12:11:34.345;5.241;1
12:11:34.370;5.241;1
12:11:34.391;5.241;1
12:11:34.414;5.241;1
12:11:34.437;5.241;1
12:11:34.460;5.241;1
12:11:34.484;5.241;1
12:11:34.507;5.241;1
12:11:34.530;5.241;1
12:11:34.555;5.241;1
12:11:34.575;5.241;1
