TimeStamp;Температура масла в магистрали общей откачки (поз. Тм);0 - Bad, 1 - Good
12:10:50.853;26.406;1
12:10:50.877;26.406;1
12:10:50.898;26.406;1
12:10:50.922;26.406;1
12:10:50.946;26.406;1
12:10:50.967;26.406;1
12:10:50.993;26.406;1
12:10:51.013;26.406;1
12:10:51.039;26.406;1
12:10:51.060;26.406;1
12:10:51.083;26.406;1
12:10:51.106;26.337;1
12:10:51.131;26.337;1
12:10:51.151;26.337;1
12:10:51.176;26.337;1
12:10:51.198;26.337;1
12:10:51.220;26.337;1
12:10:51.244;26.337;1
12:10:51.268;26.337;1
12:10:51.292;26.337;1
12:10:51.312;26.337;1
12:10:51.336;26.337;1
12:10:51.358;26.337;1
12:10:51.382;26.337;1
12:10:51.405;26.337;1
12:10:51.428;26.453;0
12:10:51.451;26.453;1
12:10:51.474;26.453;1
12:10:51.497;26.453;1
12:10:51.520;26.453;1
12:10:51.543;26.453;1
12:10:51.567;26.453;1
12:10:51.591;26.453;1
12:10:51.612;26.453;1
12:10:51.634;26.453;1
12:10:51.658;26.453;1
12:10:51.686;26.453;1
12:10:51.704;26.453;1
12:10:51.727;26.453;1
12:10:51.750;26.592;1
12:10:51.772;26.592;1
12:10:51.798;26.592;1
12:10:51.819;26.592;1
12:10:51.842;26.592;1
12:10:51.865;26.592;1
12:10:51.888;26.592;1
12:10:51.910;26.592;1
12:10:51.935;26.592;1
12:10:51.958;26.592;1
12:10:51.983;26.592;1
12:10:52.002;26.592;1
12:10:52.026;26.592;1
12:10:52.049;26.592;1
12:10:52.072;26.499;1
12:10:52.094;26.499;1
12:10:52.118;26.499;1
12:10:52.141;26.499;1
12:10:52.163;26.499;1
12:10:52.187;26.499;1
12:10:52.211;26.499;1
12:10:52.232;26.499;1
12:10:52.257;26.499;1
12:10:52.281;26.499;1
12:10:52.301;26.499;1
12:10:52.324;26.499;1
12:10:52.348;26.499;1
12:10:52.372;26.523;1
12:10:52.396;26.523;1
12:10:52.419;26.523;1
12:10:52.441;26.523;1
12:10:52.462;26.523;1
12:10:52.487;26.523;1
12:10:52.510;26.523;1
12:10:52.531;26.523;1
12:10:52.554;26.523;1
12:10:52.580;26.523;1
12:10:52.601;26.523;1
12:10:52.624;26.523;1
12:10:52.647;26.523;1
12:10:52.670;26.523;1
12:10:52.695;26.523;1
12:10:52.718;26.662;1
12:10:52.740;26.662;1
12:10:52.762;26.662;1
12:10:52.785;26.662;1
12:10:52.807;26.662;1
12:10:52.831;26.662;1
12:10:52.854;26.662;1
12:10:52.876;26.662;1
12:10:52.900;26.662;1
12:10:52.922;26.662;1
12:10:52.945;26.662;1
12:10:52.968;26.662;1
12:10:52.992;26.662;1
12:10:53.014;26.616;1
12:10:53.038;26.616;1
12:10:53.060;26.616;1
12:10:53.083;26.616;1
12:10:53.106;26.616;1
12:10:53.129;26.616;1
12:10:53.152;26.616;1
12:10:53.175;26.616;1
12:10:53.199;26.616;1
12:10:53.221;26.616;1
12:10:53.244;26.616;1
12:10:53.267;26.616;1
12:10:53.291;26.616;1
12:10:53.313;26.616;1
12:10:53.336;26.616;1
12:10:53.359;26.639;1
12:10:53.385;26.639;1
12:10:53.405;26.639;1
12:10:53.428;26.639;1
12:10:53.451;26.639;1
12:10:53.474;26.639;1
12:10:53.497;26.639;1
12:10:53.521;26.639;1
12:10:53.543;26.639;1
12:10:53.566;26.639;1
12:10:53.590;26.639;1
12:10:53.613;26.639;1
12:10:53.635;26.639;1
12:10:53.659;26.639;1
12:10:53.684;26.662;1
12:10:53.705;26.662;1
12:10:53.727;26.662;1
12:10:53.752;26.662;1
12:10:53.774;26.662;1
12:10:53.798;26.662;1
12:10:53.821;26.662;1
12:10:53.843;26.662;1
12:10:53.866;26.662;1
12:10:53.888;26.662;1
12:10:53.911;26.662;1
12:10:53.937;26.662;1
12:10:53.960;26.662;1
12:10:53.985;26.732;1
12:10:54.005;26.732;1
12:10:54.026;26.732;1
12:10:54.051;26.732;1
12:10:54.072;26.732;1
12:10:54.095;26.732;1
12:10:54.118;26.732;1
12:10:54.142;26.732;1
12:10:54.164;26.732;1
12:10:54.188;26.732;1
12:10:54.210;26.732;1
12:10:54.234;26.732;1
12:10:54.256;26.732;1
12:10:54.282;26.732;1
12:10:54.302;26.709;1
12:10:54.326;26.709;1
12:10:54.348;26.709;1
12:10:54.372;26.709;1
12:10:54.394;26.709;1
12:10:54.420;26.709;1
12:10:54.443;26.709;1
12:10:54.464;26.709;1
12:10:54.489;26.709;1
12:10:54.511;26.709;1
12:10:54.535;26.709;1
12:10:54.556;26.709;1
12:10:54.580;26.709;1
12:10:54.603;26.709;1
12:10:54.625;26.778;1
12:10:54.648;26.778;1
12:10:54.672;26.778;1
12:10:54.694;26.778;1
12:10:54.719;26.778;1
12:10:54.740;26.778;1
12:10:54.762;26.778;1
12:10:54.785;26.778;1
12:10:54.808;26.778;1
12:10:54.831;26.778;1
12:10:54.854;26.778;1
12:10:54.878;26.778;1
12:10:54.900;26.778;1
12:10:54.924;26.778;1
12:10:54.948;26.871;1
12:10:54.970;26.871;1
12:10:54.994;26.871;1
12:10:55.015;26.871;1
12:10:55.040;26.871;1
12:10:55.064;26.871;1
12:10:55.086;26.871;1
12:10:55.107;26.871;1
12:10:55.133;26.871;1
12:10:55.154;26.871;1
12:10:55.177;26.871;1
12:10:55.201;26.871;1
12:10:55.222;26.871;1
12:10:55.247;26.871;1
12:10:55.269;26.871;1
12:10:55.294;26.871;1
12:10:55.314;26.871;1
12:10:55.338;26.871;1
12:10:55.361;26.871;1
12:10:55.386;26.871;1
12:10:55.408;26.871;1
12:10:55.430;26.871;1
12:10:55.454;26.871;1
12:10:55.477;26.871;1
12:10:55.499;26.871;1
12:10:55.522;26.871;1
12:10:55.545;26.871;1
12:10:55.568;26.918;1
12:10:55.591;26.918;1
12:10:55.614;26.918;1
12:10:55.637;26.918;1
12:10:55.660;26.918;1
12:10:55.683;26.918;1
12:10:55.706;26.918;1
12:10:55.729;26.918;1
12:10:55.752;26.918;1
12:10:55.775;26.918;1
12:10:55.799;26.918;1
12:10:55.822;26.918;1
12:10:55.844;26.918;1
12:10:55.867;26.918;1
12:10:55.891;26.918;1
12:10:55.913;26.918;1
12:10:55.936;26.918;1
12:10:55.961;26.918;1
12:10:55.984;26.918;1
12:10:56.006;26.918;1
12:10:56.028;26.918;1
12:10:56.051;26.918;1
12:10:56.075;26.918;1
12:10:56.099;26.918;1
12:10:56.122;26.918;1
12:10:56.143;26.918;1
12:10:56.166;26.918;1
12:10:56.190;26.918;1
12:10:56.214;26.918;1
12:10:56.236;26.941;1
12:10:56.259;26.941;1
12:10:56.287;26.941;1
12:10:56.306;26.941;1
12:10:56.329;26.941;1
12:10:56.349;26.941;1
12:10:56.375;26.941;1
12:10:56.397;26.941;1
12:10:56.421;26.941;1
12:10:56.441;26.941;1
12:10:56.465;26.941;1
12:10:56.488;26.941;1
12:10:56.510;26.941;1
12:10:56.533;26.941;1
12:10:56.558;26.918;1
12:10:56.582;26.918;1
12:10:56.602;26.918;1
12:10:56.625;26.918;1
12:10:56.648;26.918;1
12:10:56.672;26.918;1
12:10:56.695;26.918;1
12:10:56.718;26.918;1
12:10:56.740;26.918;1
12:10:56.763;26.918;1
12:10:56.786;26.918;1
12:10:56.809;26.918;1
12:10:56.832;26.918;1
12:10:56.855;26.918;1
12:10:56.881;27.034;1
12:10:56.901;27.034;1
12:10:56.924;27.034;1
12:10:56.947;27.034;1
12:10:56.973;27.034;1
12:10:56.993;27.034;1
12:10:57.016;27.034;1
12:10:57.039;27.034;1
12:10:57.062;27.034;1
12:10:57.085;27.034;1
12:10:57.110;27.034;1
12:10:57.132;27.034;1
12:10:57.154;27.127;1
12:10:57.179;27.127;1
12:10:57.201;27.127;1
12:10:57.224;27.127;1
12:10:57.246;27.127;1
12:10:57.269;27.127;1
12:10:57.292;27.127;1
12:10:57.315;27.127;1
12:10:57.338;27.127;1
12:10:57.364;27.127;1
12:10:57.385;27.127;1
12:10:57.407;27.127;1
12:10:57.433;27.127;1
12:10:57.456;27.127;1
12:10:57.476;27.034;1
12:10:57.499;27.034;1
12:10:57.523;27.034;1
12:10:57.546;27.034;1
12:10:57.568;27.034;1
12:10:57.593;27.034;1
12:10:57.616;27.034;1
12:10:57.638;27.034;1
12:10:57.660;27.034;1
12:10:57.683;27.034;1
12:10:57.707;27.034;1
12:10:57.731;27.034;1
12:10:57.752;27.034;1
12:10:57.778;27.034;1
12:10:57.798;27.197;1
12:10:57.824;27.197;1
12:10:57.844;27.197;1
12:10:57.867;27.197;1
12:10:57.891;27.197;1
12:10:57.915;27.197;1
12:10:57.938;27.197;1
12:10:57.962;27.197;1
12:10:57.984;27.197;1
12:10:58.006;27.197;1
12:10:58.028;27.197;1
12:10:58.053;27.197;1
12:10:58.075;27.197;1
12:10:58.099;27.197;1
12:10:58.121;27.197;1
12:10:58.144;27.127;1
12:10:58.168;27.127;1
12:10:58.190;27.127;1
12:10:58.212;27.127;1
12:10:58.235;27.127;1
12:10:58.261;27.127;1
12:10:58.284;27.127;1
12:10:58.305;27.127;1
12:10:58.327;27.127;1
12:10:58.350;27.127;1
12:10:58.375;27.127;1
12:10:58.398;27.127;1
12:10:58.421;27.127;1
12:10:58.442;27.127;1
12:10:58.465;27.243;1
12:10:58.488;27.243;1
12:10:58.512;27.243;1
12:10:58.535;27.243;1
12:10:58.557;27.243;1
12:10:58.584;27.243;1
12:10:58.604;27.243;1
12:10:58.627;27.243;1
12:10:58.651;27.243;1
12:10:58.673;27.243;1
12:10:58.695;27.243;1
12:10:58.719;27.243;1
12:10:58.742;27.243;1
12:10:58.764;27.22;1
12:10:58.789;27.22;1
12:10:58.810;27.22;1
12:10:58.833;27.22;1
12:10:58.857;27.22;1
12:10:58.882;27.22;1
12:10:58.904;27.22;1
12:10:58.925;27.22;1
12:10:58.948;27.22;1
12:10:58.971;27.22;1
12:10:58.997;27.22;1
12:10:59.020;27.22;1
12:10:59.041;27.22;1
12:10:59.064;27.22;1
12:10:59.086;27.266;1
12:10:59.111;27.266;1
12:10:59.134;27.266;1
12:10:59.157;27.266;1
12:10:59.183;27.266;1
12:10:59.201;27.266;1
12:10:59.224;27.266;1
12:10:59.248;27.266;1
12:10:59.272;27.266;1
12:10:59.294;27.266;1
12:10:59.316;27.266;1
12:10:59.340;27.266;1
12:10:59.362;27.266;1
12:10:59.386;27.266;1
12:10:59.409;27.29;0
12:10:59.433;27.29;1
12:10:59.456;27.29;1
12:10:59.478;27.29;1
12:10:59.500;27.29;1
12:10:59.523;27.29;1
12:10:59.547;27.29;1
12:10:59.570;27.29;1
12:10:59.592;27.29;1
12:10:59.616;27.29;1
12:10:59.638;27.29;1
12:10:59.661;27.29;1
12:10:59.685;27.29;1
12:10:59.707;27.29;1
12:10:59.730;27.29;1
12:10:59.753;27.313;1
12:10:59.776;27.313;1
12:10:59.799;27.313;1
12:10:59.822;27.313;1
12:10:59.845;27.313;1
12:10:59.868;27.313;1
12:10:59.891;27.313;1
12:10:59.914;27.313;1
12:10:59.937;27.313;1
12:10:59.960;27.313;1
12:10:59.983;27.313;1
12:11:00.007;27.313;1
12:11:00.031;27.313;1
12:11:00.052;27.359;1
12:11:00.075;27.359;1
12:11:00.098;27.359;1
12:11:00.121;27.359;1
12:11:00.144;27.359;1
12:11:00.167;27.359;1
12:11:00.191;27.359;1
12:11:00.213;27.359;1
12:11:00.236;27.359;1
12:11:00.260;27.359;1
12:11:00.286;27.359;1
12:11:00.306;27.359;1
12:11:00.330;27.359;1
12:11:00.353;27.429;1
12:11:00.376;27.429;1
12:11:00.400;27.429;1
12:11:00.421;27.429;1
12:11:00.443;27.429;1
12:11:00.466;27.429;1
12:11:00.489;27.429;1
12:11:00.512;27.429;1
12:11:00.536;27.429;1
12:11:00.561;27.429;1
12:11:00.582;27.429;1
12:11:00.604;27.429;1
12:11:00.629;27.429;1
12:11:00.652;27.429;1
12:11:00.674;27.406;1
12:11:00.696;27.406;1
12:11:00.722;27.406;1
12:11:00.742;27.406;1
12:11:00.766;27.406;1
12:11:00.788;27.406;1
12:11:00.812;27.406;1
12:11:00.836;27.406;1
12:11:00.857;27.406;1
12:11:00.886;27.406;1
12:11:00.905;27.406;1
12:11:00.928;27.406;1
12:11:00.952;27.406;1
12:11:00.974;27.406;1
12:11:00.997;27.383;1
12:11:01.021;27.383;1
12:11:01.041;27.383;1
12:11:01.064;27.383;1
12:11:01.087;27.383;1
12:11:01.110;27.383;1
12:11:01.133;27.383;1
12:11:01.156;27.383;1
12:11:01.182;27.383;1
12:11:01.203;27.383;1
12:11:01.225;27.383;1
12:11:01.248;27.383;1
12:11:01.272;27.383;1
12:11:01.294;27.383;1
12:11:01.317;27.522;1
12:11:01.340;27.522;1
12:11:01.363;27.522;1
12:11:01.386;27.522;1
12:11:01.409;27.522;1
12:11:01.432;27.522;1
12:11:01.455;27.522;1
12:11:01.480;27.522;1
12:11:01.501;27.522;1
12:11:01.524;27.522;1
12:11:01.547;27.522;1
12:11:01.570;27.522;1
12:11:01.594;27.522;1
12:11:01.617;27.522;1
12:11:01.639;27.545;1
12:11:01.663;27.545;1
12:11:01.686;27.545;1
12:11:01.708;27.545;1
12:11:01.731;27.545;1
12:11:01.755;27.545;1
12:11:01.777;27.545;1
12:11:01.801;27.545;1
12:11:01.824;27.545;1
12:11:01.847;27.545;1
12:11:01.869;27.545;1
12:11:01.895;27.545;1
12:11:01.916;27.545;1
12:11:01.939;27.545;1
12:11:01.963;27.545;1
12:11:01.987;27.545;1
12:11:02.010;27.545;1
12:11:02.031;27.545;1
12:11:02.055;27.545;1
12:11:02.077;27.545;1
12:11:02.100;27.545;1
12:11:02.124;27.545;1
12:11:02.148;27.545;1
12:11:02.169;27.545;1
12:11:02.192;27.545;1
12:11:02.217;27.545;1
12:11:02.241;27.545;1
12:11:02.264;27.545;1
12:11:02.286;27.569;1
12:11:02.307;27.569;1
12:11:02.332;27.569;1
12:11:02.354;27.569;1
12:11:02.376;27.569;1
12:11:02.401;27.569;1
12:11:02.422;27.569;1
12:11:02.446;27.569;1
12:11:02.470;27.569;1
12:11:02.492;27.569;1
12:11:02.516;27.569;1
12:11:02.538;27.569;1
12:11:02.563;27.569;1
12:11:02.585;27.569;1
12:11:02.607;27.545;1
12:11:02.631;27.545;1
12:11:02.654;27.545;1
12:11:02.676;27.545;1
12:11:02.698;27.545;1
12:11:02.721;27.545;1
12:11:02.744;27.545;1
12:11:02.769;27.545;1
12:11:02.790;27.545;1
12:11:02.813;27.545;1
12:11:02.836;27.545;1
12:11:02.859;27.545;1
12:11:02.883;27.545;1
12:11:02.907;27.545;1
12:11:02.929;27.545;1
12:11:02.952;27.545;1
12:11:02.974;27.545;1
12:11:02.998;27.545;1
12:11:03.020;27.545;1
12:11:03.043;27.545;1
12:11:03.065;27.545;1
12:11:03.088;27.545;1
12:11:03.111;27.545;1
12:11:03.134;27.545;1
12:11:03.160;27.545;1
12:11:03.181;27.545;1
12:11:03.203;27.545;1
12:11:03.226;27.545;1
12:11:03.252;27.615;1
12:11:03.274;27.615;1
12:11:03.296;27.615;1
12:11:03.320;27.615;1
12:11:03.341;27.615;1
12:11:03.366;27.615;1
12:11:03.389;27.615;1
12:11:03.413;27.615;1
12:11:03.435;27.615;1
12:11:03.457;27.615;1
12:11:03.482;27.615;1
12:11:03.503;27.615;1
12:11:03.525;27.615;1
12:11:03.551;27.615;1
12:11:03.573;27.685;1
12:11:03.594;27.685;1
12:11:03.617;27.685;1
12:11:03.640;27.685;1
12:11:03.665;27.685;1
12:11:03.686;27.685;1
12:11:03.709;27.685;1
12:11:03.732;27.685;1
12:11:03.755;27.685;1
12:11:03.783;27.685;1
12:11:03.801;27.685;1
12:11:03.824;27.685;1
12:11:03.847;27.685;1
12:11:03.870;27.662;1
12:11:03.894;27.662;1
12:11:03.916;27.662;1
12:11:03.940;27.662;1
12:11:03.962;27.662;1
12:11:03.985;27.662;1
12:11:04.008;27.662;1
12:11:04.032;27.662;1
12:11:04.055;27.662;1
12:11:04.077;27.662;1
12:11:04.100;27.662;1
12:11:04.123;27.662;1
12:11:04.146;27.662;1
12:11:04.169;27.662;1
12:11:04.193;27.731;1
12:11:04.215;27.731;1
12:11:04.239;27.731;1
12:11:04.261;27.731;1
12:11:04.285;27.731;1
12:11:04.307;27.731;1
12:11:04.330;27.731;1
12:11:04.355;27.731;1
12:11:04.376;27.731;1
12:11:04.400;27.731;1
12:11:04.422;27.731;1
12:11:04.445;27.731;1
12:11:04.468;27.731;1
12:11:04.492;27.731;1
12:11:04.514;27.731;1
12:11:04.537;27.848;1
12:11:04.560;27.848;1
12:11:04.584;27.848;1
12:11:04.607;27.848;1
12:11:04.630;27.848;1
12:11:04.653;27.848;1
12:11:04.676;27.848;1
12:11:04.698;27.848;1
12:11:04.721;27.848;1
12:11:04.744;27.848;1
12:11:04.767;27.848;1
12:11:04.790;27.848;1
12:11:04.813;27.848;1
12:11:04.836;27.848;1
12:11:04.860;27.848;1
12:11:04.882;27.848;1
12:11:04.905;27.848;1
12:11:04.928;27.848;1
12:11:04.951;27.848;1
12:11:04.975;27.848;1
12:11:04.999;27.848;1
12:11:05.020;27.848;1
12:11:05.043;27.848;1
12:11:05.066;27.848;1
12:11:05.091;27.848;1
12:11:05.112;27.848;1
12:11:05.135;27.848;1
12:11:05.159;27.94;1
12:11:05.183;27.94;1
12:11:05.205;27.94;1
12:11:05.227;27.94;1
12:11:05.250;27.94;1
12:11:05.273;27.94;1
12:11:05.296;27.94;1
12:11:05.321;27.94;1
12:11:05.342;27.94;1
12:11:05.365;27.94;1
12:11:05.389;27.94;1
12:11:05.411;27.94;1
12:11:05.436;27.94;1
12:11:05.458;27.94;1
12:11:05.483;27.917;1
12:11:05.503;27.917;1
12:11:05.526;27.917;1
12:11:05.550;27.917;1
12:11:05.573;27.917;1
12:11:05.595;27.917;1
12:11:05.618;27.917;1
12:11:05.641;27.917;1
12:11:05.665;27.917;1
12:11:05.688;27.917;1
12:11:05.711;27.917;1
12:11:05.735;27.917;1
12:11:05.757;27.917;1
12:11:05.783;27.94;1
12:11:05.803;27.94;1
12:11:05.826;27.94;1
12:11:05.850;27.94;1
12:11:05.872;27.94;1
12:11:05.895;27.94;1
12:11:05.918;27.94;1
12:11:05.941;27.94;1
12:11:05.964;27.94;1
12:11:05.988;27.94;1
12:11:06.009;27.94;1
12:11:06.035;27.94;1
12:11:06.057;27.94;1
12:11:06.081;27.94;1
12:11:06.101;27.94;1
12:11:06.124;27.94;1
12:11:06.147;27.94;1
12:11:06.173;27.94;1
12:11:06.193;27.94;1
12:11:06.216;27.94;1
12:11:06.239;27.94;1
12:11:06.262;27.94;1
12:11:06.286;27.94;1
12:11:06.308;27.94;1
12:11:06.331;27.94;1
12:11:06.354;27.94;1
12:11:06.377;27.94;1
12:11:06.400;27.94;1
12:11:06.424;27.94;1
12:11:06.447;27.964;1
12:11:06.470;27.964;1
12:11:06.492;27.964;1
12:11:06.515;27.964;1
12:11:06.538;27.964;1
12:11:06.563;27.964;1
12:11:06.585;27.964;1
12:11:06.608;27.964;1
12:11:06.630;27.964;1
12:11:06.656;27.964;1
12:11:06.679;27.964;1
12:11:06.701;27.964;1
12:11:06.723;27.964;1
12:11:06.746;27.964;1
12:11:06.769;28.126;1
12:11:06.791;28.126;1
12:11:06.814;28.126;1
12:11:06.837;28.126;1
12:11:06.863;28.126;1
12:11:06.884;28.126;1
12:11:06.907;28.126;1
12:11:06.929;28.126;1
12:11:06.955;28.126;1
12:11:06.977;28.126;1
12:11:07.001;28.126;1
12:11:07.021;28.126;1
12:11:07.046;28.126;1
12:11:07.069;28.15;1
12:11:07.090;28.15;1
12:11:07.113;28.15;1
12:11:07.136;28.15;1
12:11:07.160;28.15;1
12:11:07.183;28.15;1
12:11:07.205;28.15;1
12:11:07.228;28.15;1
12:11:07.254;28.15;1
12:11:07.276;28.15;1
12:11:07.297;28.15;1
12:11:07.320;28.15;1
12:11:07.345;28.15;1
12:11:07.366;28.196;1
12:11:07.392;28.196;1
12:11:07.412;28.196;1
12:11:07.438;28.196;1
12:11:07.459;28.196;1
12:11:07.483;28.196;1
12:11:07.506;28.196;1
12:11:07.527;28.196;1
12:11:07.553;28.196;1
12:11:07.575;28.196;1
12:11:07.596;28.196;1
12:11:07.619;28.196;1
12:11:07.642;28.196;1
12:11:07.665;28.196;1
12:11:07.688;28.173;1
12:11:07.711;28.173;1
12:11:07.734;28.173;1
12:11:07.757;28.173;1
12:11:07.780;28.173;1
12:11:07.803;28.173;1
12:11:07.828;28.173;1
12:11:07.851;28.173;1
12:11:07.873;28.173;1
12:11:07.895;28.173;1
12:11:07.918;28.173;1
12:11:07.941;28.173;1
12:11:07.964;28.173;1
12:11:07.988;28.173;1
12:11:08.010;28.103;1
12:11:08.033;28.103;1
12:11:08.056;28.103;1
12:11:08.083;28.103;1
12:11:08.103;28.103;1
12:11:08.126;28.103;1
12:11:08.148;28.103;1
12:11:08.171;28.103;1
12:11:08.194;28.103;1
12:11:08.217;28.103;1
12:11:08.240;28.103;1
12:11:08.264;28.103;1
12:11:08.287;28.103;1
12:11:08.309;28.103;1
12:11:08.333;28.103;1
12:11:08.356;28.103;1
12:11:08.384;28.103;1
12:11:08.402;28.103;1
12:11:08.425;28.103;1
12:11:08.449;28.103;1
12:11:08.472;28.103;1
12:11:08.494;28.103;1
12:11:08.517;28.103;1
12:11:08.541;28.103;1
12:11:08.564;28.103;1
12:11:08.587;28.103;1
12:11:08.609;28.103;1
12:11:08.633;28.103;1
12:11:08.658;28.219;1
12:11:08.679;28.219;1
12:11:08.704;28.219;1
12:11:08.725;28.219;1
12:11:08.747;28.219;1
12:11:08.772;28.219;1
12:11:08.796;28.219;1
12:11:08.817;28.219;1
12:11:08.839;28.219;1
12:11:08.864;28.219;1
12:11:08.886;28.219;1
12:11:08.909;28.219;1
12:11:08.934;28.219;1
12:11:08.956;28.219;1
12:11:08.977;28.243;1
12:11:09.002;28.243;1
12:11:09.024;28.243;1
12:11:09.047;28.243;1
12:11:09.070;28.243;1
12:11:09.093;28.243;1
12:11:09.117;28.243;1
12:11:09.139;28.243;1
12:11:09.163;28.243;1
12:11:09.184;28.243;1
12:11:09.207;28.243;1
12:11:09.232;28.243;1
12:11:09.254;28.243;1
12:11:09.276;28.243;1
12:11:09.300;28.243;1
12:11:09.324;28.243;1
12:11:09.345;28.243;1
12:11:09.369;28.243;1
12:11:09.391;28.243;1
12:11:09.414;28.243;1
12:11:09.437;28.243;1
12:11:09.460;28.243;1
12:11:09.484;28.243;1
12:11:09.506;28.243;1
12:11:09.530;28.243;1
12:11:09.552;28.243;1
12:11:09.574;28.243;1
12:11:09.597;28.243;1
12:11:09.620;28.219;1
12:11:09.644;28.219;1
12:11:09.667;28.219;1
12:11:09.689;28.219;1
12:11:09.712;28.219;1
12:11:09.735;28.219;1
12:11:09.758;28.219;1
12:11:09.781;28.219;1
12:11:09.806;28.219;1
12:11:09.828;28.219;1
12:11:09.851;28.219;1
12:11:09.873;28.219;1
12:11:09.898;28.219;1
12:11:09.922;28.219;1
12:11:09.943;28.289;1
12:11:09.967;28.289;1
12:11:09.988;28.289;1
12:11:10.011;28.289;1
12:11:10.034;28.289;1
12:11:10.057;28.289;1
12:11:10.084;28.289;1
12:11:10.103;28.289;1
12:11:10.127;28.289;1
12:11:10.151;28.289;1
12:11:10.173;28.289;1
12:11:10.195;28.289;1
12:11:10.218;28.382;1
12:11:10.241;28.382;1
12:11:10.264;28.382;1
12:11:10.287;28.382;1
12:11:10.310;28.382;1
12:11:10.336;28.382;1
12:11:10.358;28.382;1
12:11:10.383;28.382;1
12:11:10.403;28.382;1
12:11:10.425;28.382;1
12:11:10.450;28.382;1
12:11:10.473;28.382;1
12:11:10.494;28.382;1
12:11:10.517;28.382;1
12:11:10.540;28.382;1
12:11:10.563;28.336;1
12:11:10.586;28.336;1
12:11:10.609;28.336;1
12:11:10.632;28.336;1
12:11:10.655;28.336;1
12:11:10.681;28.336;1
12:11:10.704;28.336;1
12:11:10.725;28.336;1
12:11:10.749;28.336;1
12:11:10.770;28.336;1
12:11:10.794;28.336;1
12:11:10.817;28.336;1
12:11:10.839;28.336;1
12:11:10.865;28.336;1
12:11:10.886;28.429;1
12:11:10.908;28.429;1
12:11:10.934;28.429;1
12:11:10.955;28.429;1
12:11:10.979;28.429;1
12:11:11.000;28.429;1
12:11:11.023;28.429;1
12:11:11.046;28.429;1
12:11:11.069;28.429;1
12:11:11.095;28.429;1
12:11:11.115;28.429;1
12:11:11.141;28.429;1
12:11:11.162;28.429;1
12:11:11.184;28.429;1
12:11:11.208;28.405;1
12:11:11.230;28.405;1
12:11:11.256;28.405;1
12:11:11.278;28.405;1
12:11:11.300;28.405;1
12:11:11.322;28.405;1
12:11:11.347;28.405;1
12:11:11.370;28.405;1
12:11:11.393;28.405;1
12:11:11.417;28.405;1
12:11:11.439;28.405;1
12:11:11.461;28.405;1
12:11:11.483;28.405;1
12:11:11.507;28.405;1
12:11:11.531;28.498;1
12:11:11.553;28.498;1
12:11:11.575;28.498;1
12:11:11.599;28.498;1
12:11:11.623;28.498;1
12:11:11.645;28.498;1
12:11:11.669;28.498;1
12:11:11.692;28.498;1
12:11:11.713;28.498;1
12:11:11.739;28.498;1
12:11:11.761;28.498;1
12:11:11.786;28.498;1
12:11:11.806;28.498;1
12:11:11.828;28.498;1
12:11:11.851;28.522;1
12:11:11.877;28.522;1
12:11:11.900;28.522;1
12:11:11.920;28.522;1
12:11:11.946;28.522;1
12:11:11.967;28.522;1
12:11:11.989;28.522;1
12:11:12.012;28.522;1
12:11:12.036;28.522;1
12:11:12.058;28.522;1
12:11:12.083;28.522;1
12:11:12.105;28.522;1
12:11:12.128;28.522;1
12:11:12.152;28.522;1
12:11:12.175;28.545;1
12:11:12.197;28.545;1
12:11:12.221;28.545;1
12:11:12.242;28.545;1
12:11:12.265;28.545;1
12:11:12.289;28.545;1
12:11:12.311;28.545;1
12:11:12.336;28.545;1
12:11:12.358;28.545;1
12:11:12.384;28.545;1
12:11:12.406;28.545;1
12:11:12.427;28.545;1
12:11:12.449;28.545;1
12:11:12.472;28.545;1
12:11:12.496;28.545;1
12:11:12.521;28.498;1
12:11:12.541;28.498;1
12:11:12.564;28.498;1
12:11:12.589;28.498;1
12:11:12.612;28.498;1
12:11:12.633;28.498;1
12:11:12.657;28.498;1
12:11:12.683;28.498;1
12:11:12.702;28.498;1
12:11:12.726;28.498;1
12:11:12.750;28.498;1
12:11:12.771;28.498;1
12:11:12.796;28.498;1
12:11:12.820;28.498;1
12:11:12.843;28.591;1
12:11:12.865;28.591;1
12:11:12.889;28.591;1
12:11:12.909;28.591;1
12:11:12.935;28.591;1
12:11:12.956;28.591;1
12:11:12.981;28.591;1
12:11:13.003;28.591;1
12:11:13.024;28.591;1
12:11:13.048;28.591;1
12:11:13.071;28.591;1
12:11:13.095;28.591;1
12:11:13.118;28.591;1
12:11:13.141;28.591;1
12:11:13.164;28.615;1
12:11:13.186;28.615;1
12:11:13.210;28.615;1
12:11:13.231;28.615;1
12:11:13.256;28.615;1
12:11:13.280;28.615;1
12:11:13.303;28.615;1
12:11:13.326;28.615;1
12:11:13.346;28.615;1
12:11:13.370;28.615;1
12:11:13.394;28.615;1
12:11:13.415;28.615;1
12:11:13.440;28.615;1
12:11:13.462;28.615;1
12:11:13.485;28.708;1
12:11:13.508;28.708;1
12:11:13.531;28.708;1
12:11:13.555;28.708;1
12:11:13.578;28.708;1
12:11:13.600;28.708;1
12:11:13.625;28.708;1
12:11:13.645;28.708;1
12:11:13.668;28.708;1
12:11:13.691;28.708;1
12:11:13.714;28.708;1
12:11:13.738;28.684;1
