TimeStamp;Контроль управления дозатором газа ДГ ;0 - Bad, 1 - Good
12:11:14.177;32.308;0
12:11:14.200;32.308;1
12:11:14.220;32.308;1
12:11:14.246;32.308;1
12:11:14.266;32.308;1
12:11:14.289;32.308;1
12:11:14.312;32.308;1
12:11:14.335;32.311;0
12:11:14.361;32.311;1
12:11:14.382;32.304;0
12:11:14.407;32.304;1
12:11:14.427;32.304;1
12:11:14.451;32.308;0
12:11:14.475;32.308;1
12:11:14.498;32.308;1
12:11:14.522;32.311;0
12:11:14.544;32.311;1
12:11:14.566;32.311;1
12:11:14.588;32.308;0
12:11:14.611;32.308;1
12:11:14.634;32.308;1
12:11:14.660;32.308;1
12:11:14.683;32.308;1
12:11:14.703;32.311;0
12:11:14.726;32.308;0
12:11:14.749;32.311;0
12:11:14.774;32.311;1
12:11:14.795;32.308;1
12:11:14.818;32.308;1
12:11:14.841;32.308;1
12:11:14.864;32.304;0
12:11:14.887;32.304;1
12:11:14.910;32.311;0
12:11:14.933;32.311;1
12:11:14.956;32.308;0
12:11:14.982;32.308;1
12:11:15.003;32.308;1
12:11:15.025;32.311;0
12:11:15.049;32.308;0
12:11:15.071;32.308;1
12:11:15.096;32.308;1
12:11:15.118;32.308;1
12:11:15.143;32.308;1
12:11:15.165;32.308;1
12:11:15.188;32.308;1
12:11:15.210;32.308;1
12:11:15.234;32.304;1
12:11:15.258;32.304;1
12:11:15.282;32.304;1
12:11:15.305;32.311;0
12:11:15.327;32.304;0
12:11:15.348;32.304;1
12:11:15.371;32.308;0
12:11:15.395;32.308;1
12:11:15.417;32.311;0
12:11:15.440;32.311;1
12:11:15.463;32.304;0
12:11:15.486;32.304;1
12:11:15.509;32.308;0
12:11:15.532;32.283;1
12:11:15.555;32.283;1
12:11:15.578;32.308;1
12:11:15.601;32.308;1
12:11:15.624;32.308;1
12:11:15.647;32.308;1
12:11:15.671;32.311;1
12:11:15.693;32.311;1
12:11:15.716;32.308;1
12:11:15.739;32.32;1
12:11:15.765;32.311;1
12:11:15.787;32.311;1
12:11:15.809;32.311;1
12:11:15.831;32.308;1
12:11:15.855;32.308;1
12:11:15.880;32.308;1
12:11:15.900;32.311;0
12:11:15.924;32.311;1
12:11:15.947;32.304;0
12:11:15.971;32.304;1
12:11:15.992;32.304;1
12:11:16.016;32.308;1
12:11:16.039;32.308;1
12:11:16.061;32.308;1
12:11:16.084;32.308;1
12:11:16.110;32.308;1
12:11:16.130;32.308;1
12:11:16.152;32.311;0
12:11:16.175;32.311;1
12:11:16.198;32.304;0
12:11:16.223;32.304;1
12:11:16.244;32.308;0
12:11:16.267;32.308;1
12:11:16.290;32.308;1
12:11:16.314;32.311;0
12:11:16.339;32.304;0
12:11:16.360;32.304;1
12:11:16.386;32.311;0
12:11:16.406;32.311;1
12:11:16.428;32.311;1
12:11:16.452;32.308;0
12:11:16.476;32.311;0
12:11:16.497;32.311;1
12:11:16.521;32.308;0
12:11:16.546;32.311;0
12:11:16.569;32.311;1
12:11:16.590;32.311;1
12:11:16.612;32.311;1
12:11:16.635;32.311;1
12:11:16.660;32.308;0
12:11:16.683;32.311;0
12:11:16.704;32.311;1
12:11:16.729;32.311;1
12:11:16.751;32.308;1
12:11:16.775;32.308;1
12:11:16.798;32.311;1
12:11:16.821;32.304;0
12:11:16.843;32.311;0
12:11:16.866;32.311;1
12:11:16.888;32.311;1
12:11:16.912;32.311;1
12:11:16.935;32.308;0
12:11:16.958;32.308;1
12:11:16.982;32.308;1
12:11:17.005;32.308;1
12:11:17.027;32.308;1
12:11:17.050;32.304;0
12:11:17.073;32.304;1
12:11:17.098;32.308;0
12:11:17.120;32.308;1
12:11:17.143;32.308;1
12:11:17.164;32.308;1
12:11:17.190;32.308;1
12:11:17.211;32.308;1
12:11:17.234;32.308;1
12:11:17.257;32.304;1
12:11:17.281;32.304;1
12:11:17.302;32.304;1
12:11:17.325;32.308;0
12:11:17.349;32.308;1
12:11:17.371;32.308;1
12:11:17.396;32.304;0
12:11:17.418;32.308;1
12:11:17.441;32.308;1
12:11:17.463;32.311;0
12:11:17.486;32.311;1
12:11:17.509;32.308;0
12:11:17.532;32.308;1
12:11:17.555;32.308;1
12:11:17.580;32.311;0
12:11:17.601;32.311;1
12:11:17.624;32.308;0
12:11:17.647;32.308;1
12:11:17.672;32.308;1
12:11:17.693;32.308;1
12:11:17.716;32.308;1
12:11:17.739;32.308;1
12:11:17.762;32.308;1
12:11:17.786;32.304;0
12:11:17.808;32.304;1
12:11:17.831;32.304;1
12:11:17.855;32.311;0
12:11:17.879;32.304;0
12:11:17.901;32.304;1
12:11:17.925;32.308;0
12:11:17.948;32.308;1
12:11:17.970;32.308;1
12:11:17.993;32.308;1
12:11:18.017;32.311;0
12:11:18.039;32.311;1
12:11:18.062;32.308;0
12:11:18.084;32.308;1
12:11:18.107;32.308;1
12:11:18.132;32.304;0
12:11:18.154;32.304;1
12:11:18.179;32.304;1
12:11:18.200;32.308;0
12:11:18.223;32.304;0
12:11:18.246;32.304;1
12:11:18.268;32.304;1
12:11:18.294;32.304;1
12:11:18.314;32.304;1
12:11:18.340;32.308;0
12:11:18.361;32.308;1
12:11:18.386;32.301;0
12:11:18.408;32.301;1
12:11:18.430;32.311;0
12:11:18.454;32.311;1
12:11:18.475;32.304;0
12:11:18.498;32.304;1
12:11:18.521;32.308;0
12:11:18.546;32.308;1
12:11:18.569;32.308;1
12:11:18.591;32.308;1
12:11:18.615;32.308;1
12:11:18.638;32.304;0
12:11:18.659;32.308;0
12:11:18.684;32.308;1
12:11:18.707;32.308;1
12:11:18.728;32.308;1
12:11:18.752;32.304;0
12:11:18.777;32.311;0
12:11:18.800;32.308;0
12:11:18.820;32.304;0
12:11:18.844;32.304;1
12:11:18.867;32.304;1
12:11:18.889;32.308;0
12:11:18.913;32.308;1
12:11:18.936;32.308;1
12:11:18.961;32.308;1
12:11:18.986;32.304;0
12:11:19.005;32.304;1
12:11:19.028;32.304;1
12:11:19.050;32.308;0
12:11:19.075;32.304;0
12:11:19.099;32.311;0
12:11:19.122;32.304;0
12:11:19.143;32.304;1
12:11:19.165;32.304;1
12:11:19.188;32.311;0
12:11:19.212;32.308;0
12:11:19.235;32.304;0
12:11:19.258;32.308;0
12:11:19.286;32.308;1
12:11:19.304;32.308;1
12:11:19.328;32.308;1
12:11:19.349;32.308;1
12:11:19.373;32.304;0
12:11:19.395;32.311;0
12:11:19.418;32.311;1
12:11:19.443;32.304;0
12:11:19.467;32.304;1
12:11:19.487;32.304;1
12:11:19.511;32.308;0
12:11:19.534;32.308;1
12:11:19.557;32.308;1
12:11:19.581;32.311;0
12:11:19.603;32.311;1
12:11:19.626;32.308;0
12:11:19.650;32.308;1
12:11:19.673;32.308;1
12:11:19.696;32.308;1
12:11:19.720;32.308;1
12:11:19.742;32.314;0
12:11:19.764;32.308;0
12:11:19.788;32.304;0
12:11:19.809;32.308;0
12:11:19.834;32.308;1
12:11:19.855;32.308;1
12:11:19.882;32.308;1
12:11:19.902;32.308;1
12:11:19.925;32.308;1
12:11:19.947;32.308;1
12:11:19.971;32.308;1
12:11:19.995;32.311;0
12:11:20.017;32.308;0
12:11:20.040;32.308;1
12:11:20.063;32.311;0
12:11:20.086;32.304;0
12:11:20.109;32.311;0
12:11:20.133;32.311;1
12:11:20.156;32.311;1
12:11:20.178;32.304;0
12:11:20.202;32.304;1
12:11:20.226;32.304;1
12:11:20.247;32.308;0
12:11:20.270;32.308;1
12:11:20.294;32.304;0
12:11:20.315;32.304;1
12:11:20.339;32.301;0
12:11:20.363;32.311;0
12:11:20.388;32.304;0
12:11:20.407;32.304;1
12:11:20.430;32.308;0
12:11:20.455;32.308;1
12:11:20.479;32.308;1
12:11:20.502;32.308;1
12:11:20.523;32.308;1
12:11:20.545;32.308;1
12:11:20.568;32.311;0
12:11:20.592;32.311;1
12:11:20.614;32.311;1
12:11:20.638;32.301;0
12:11:20.661;32.311;0
12:11:20.686;32.311;1
12:11:20.707;32.301;0
12:11:20.730;32.304;0
12:11:20.752;32.301;0
12:11:20.776;32.301;1
12:11:20.798;32.301;1
12:11:20.821;32.301;1
12:11:20.844;32.301;1
12:11:20.867;32.298;1
12:11:20.890;32.298;1
12:11:20.915;32.298;1
12:11:20.938;32.298;1
12:11:20.960;32.304;0
12:11:20.986;32.304;1
12:11:21.007;32.292;0
12:11:21.029;32.298;0
12:11:21.052;32.301;0
12:11:21.075;32.301;1
12:11:21.099;32.301;1
12:11:21.122;32.301;1
12:11:21.145;32.301;1
12:11:21.167;32.298;0
12:11:21.190;32.298;1
12:11:21.212;32.298;1
12:11:21.237;32.298;1
12:11:21.259;32.298;1
12:11:21.282;32.298;1
12:11:21.305;32.301;0
12:11:21.327;32.301;1
12:11:21.351;32.301;1
12:11:21.374;32.301;1
12:11:21.396;32.301;1
12:11:21.419;32.301;1
12:11:21.444;32.301;1
12:11:21.467;32.301;1
12:11:21.490;32.298;1
12:11:21.512;32.298;1
12:11:21.534;32.301;1
12:11:21.560;32.295;0
12:11:21.583;32.295;1
12:11:21.603;32.295;1
12:11:21.626;32.295;1
12:11:21.651;32.295;1
12:11:21.675;32.298;0
12:11:21.698;32.292;0
12:11:21.720;32.295;0
12:11:21.745;32.298;0
12:11:21.767;32.298;1
12:11:21.788;32.298;1
12:11:21.813;32.277;1
12:11:21.834;32.298;1
12:11:21.859;32.295;1
12:11:21.884;32.298;1
12:11:21.903;32.298;1
12:11:21.929;32.298;1
12:11:21.949;32.289;1
12:11:21.974;32.292;1
12:11:21.998;32.311;1
12:11:22.018;32.314;1
12:11:22.044;32.314;1
12:11:22.065;32.298;1
12:11:22.087;32.298;1
12:11:22.112;32.298;1
12:11:22.135;32.298;1
12:11:22.157;32.292;1
12:11:22.182;32.292;1
12:11:22.205;32.292;1
12:11:22.225;32.289;1
12:11:22.248;32.304;1
12:11:22.273;32.298;1
12:11:22.294;32.292;1
12:11:22.317;32.292;1
12:11:22.341;32.292;1
12:11:22.363;32.295;1
12:11:22.387;32.295;1
12:11:22.409;32.298;0
12:11:22.432;32.298;1
12:11:22.455;32.298;1
12:11:22.478;32.295;0
12:11:22.501;32.295;1
12:11:22.524;32.292;0
12:11:22.547;32.292;1
12:11:22.571;32.292;1
12:11:22.593;32.295;0
12:11:22.616;32.295;1
12:11:22.639;32.295;1
12:11:22.661;32.298;0
12:11:22.684;32.295;0
12:11:22.709;32.295;1
12:11:22.730;32.295;1
12:11:22.754;32.295;1
12:11:22.779;32.292;0
12:11:22.802;32.295;1
12:11:22.822;32.289;0
12:11:22.846;32.295;0
12:11:22.868;32.295;1
12:11:22.891;32.295;1
12:11:22.914;32.289;0
12:11:22.937;32.292;0
12:11:22.962;32.295;0
12:11:22.985;32.292;0
12:11:23.007;32.292;1
12:11:23.030;32.292;1
12:11:23.052;32.298;0
12:11:23.077;32.292;0
12:11:23.098;32.292;1
12:11:23.122;32.289;0
12:11:23.145;32.289;1
12:11:23.169;32.289;1
12:11:23.190;32.289;1
12:11:23.215;32.289;1
12:11:23.237;32.289;1
12:11:23.259;32.289;1
12:11:23.284;32.289;1
12:11:23.307;32.298;0
12:11:23.328;32.298;1
12:11:23.352;32.292;0
12:11:23.374;32.295;0
12:11:23.400;32.289;0
12:11:23.423;32.289;1
12:11:23.447;32.289;1
12:11:23.467;32.289;1
12:11:23.489;32.289;1
12:11:23.513;32.292;0
12:11:23.535;32.286;0
12:11:23.559;32.286;1
12:11:23.584;32.286;1
12:11:23.605;32.286;1
12:11:23.629;32.289;0
12:11:23.651;32.283;1
12:11:23.674;32.286;0
12:11:23.699;32.289;0
12:11:23.719;32.289;1
12:11:23.743;32.289;1
12:11:23.765;32.289;1
12:11:23.789;32.289;1
12:11:23.813;32.295;0
12:11:23.837;32.286;0
12:11:23.860;32.286;1
12:11:23.885;32.286;1
12:11:23.906;32.286;1
12:11:23.926;32.292;0
12:11:23.950;32.289;0
12:11:23.973;32.286;0
12:11:23.995;32.286;1
12:11:24.019;32.292;0
12:11:24.041;32.283;0
12:11:24.067;32.292;0
12:11:24.087;32.292;1
12:11:24.110;32.283;0
12:11:24.133;32.283;1
12:11:24.159;32.283;1
12:11:24.182;32.283;1
12:11:24.203;32.283;1
12:11:24.227;32.283;1
12:11:24.249;32.283;1
12:11:24.271;32.283;1
12:11:24.294;32.286;0
12:11:24.319;32.286;1
12:11:24.342;32.286;1
12:11:24.364;32.286;1
12:11:24.388;32.286;1
12:11:24.409;32.286;1
12:11:24.433;32.292;0
12:11:24.455;32.286;0
12:11:24.481;32.286;1
12:11:24.501;32.283;0
12:11:24.525;32.289;0
12:11:24.547;32.289;1
12:11:24.570;32.295;0
12:11:24.594;32.289;0
12:11:24.616;32.289;1
12:11:24.642;32.286;0
12:11:24.662;32.292;0
12:11:24.690;32.292;1
12:11:24.709;32.292;1
12:11:24.731;32.289;0
12:11:24.756;32.292;0
12:11:24.778;32.286;0
12:11:24.800;32.286;1
12:11:24.824;32.283;0
12:11:24.846;32.283;1
12:11:24.869;32.286;0
12:11:24.892;32.286;1
12:11:24.915;32.292;0
12:11:24.938;32.292;1
12:11:24.962;32.289;0
12:11:24.986;32.289;1
12:11:25.009;32.28;1
12:11:25.031;32.286;0
12:11:25.054;32.289;0
12:11:25.076;32.286;0
12:11:25.100;32.286;1
12:11:25.122;32.286;1
12:11:25.145;32.289;0
12:11:25.168;32.283;0
12:11:25.191;32.283;1
12:11:25.214;32.286;0
12:11:25.237;32.286;1
12:11:25.260;32.289;0
12:11:25.284;32.28;0
12:11:25.306;32.286;0
12:11:25.329;32.283;0
12:11:25.352;32.283;1
12:11:25.375;32.283;1
12:11:25.399;32.283;1
12:11:25.421;32.286;0
12:11:25.444;32.283;0
12:11:25.467;32.283;1
12:11:25.490;32.283;1
12:11:25.513;32.283;1
12:11:25.538;32.289;0
12:11:25.560;32.289;1
12:11:25.586;32.286;0
12:11:25.608;32.283;0
12:11:25.629;32.283;1
12:11:25.653;32.283;1
12:11:25.676;32.286;0
12:11:25.700;32.289;0
12:11:25.723;32.295;0
12:11:25.745;32.289;0
12:11:25.769;32.289;1
12:11:25.789;32.289;1
12:11:25.813;32.286;0
12:11:25.837;32.292;0
12:11:25.860;32.292;1
12:11:25.883;32.286;0
12:11:25.907;32.286;1
12:11:25.928;32.286;1
12:11:25.950;32.292;0
12:11:25.975;32.292;1
12:11:25.997;32.292;1
12:11:26.019;32.286;0
12:11:26.042;32.286;1
12:11:26.065;32.292;0
12:11:26.089;32.292;1
12:11:26.111;32.289;0
12:11:26.134;32.289;1
12:11:26.157;32.289;1
12:11:26.182;32.289;1
12:11:26.205;32.289;1
12:11:26.226;32.289;1
12:11:26.250;32.289;1
12:11:26.273;32.289;1
12:11:26.295;32.298;0
12:11:26.318;32.289;0
12:11:26.341;32.289;1
12:11:26.364;32.292;0
12:11:26.387;32.292;1
12:11:26.410;32.295;0
12:11:26.433;32.289;0
12:11:26.456;32.289;1
12:11:26.482;32.289;1
12:11:26.505;32.289;1
12:11:26.528;32.283;0
12:11:26.549;32.283;1
12:11:26.572;32.286;0
12:11:26.596;32.28;1
12:11:26.618;32.28;1
12:11:26.642;32.28;1
12:11:26.665;32.286;1
12:11:26.690;32.289;1
12:11:26.709;32.28;1
12:11:26.734;32.28;1
12:11:26.755;32.28;1
12:11:26.781;32.283;0
12:11:26.804;32.286;0
12:11:26.827;32.286;1
12:11:26.849;32.286;1
12:11:26.870;32.283;0
12:11:26.894;32.283;1
12:11:26.916;32.289;0
12:11:26.939;32.28;0
12:11:26.962;32.28;1
12:11:26.986;32.283;0
12:11:27.008;32.283;1
12:11:27.031;32.283;1
12:11:27.054;32.283;1
12:11:27.077;32.28;0
12:11:27.100;32.283;0
12:11:27.123;32.289;0
12:11:27.146;32.289;1
12:11:27.169;32.283;0
12:11:27.192;32.283;1
12:11:27.215;32.283;1
12:11:27.240;32.283;1
12:11:27.263;32.283;1
12:11:27.284;32.283;1
12:11:27.310;32.286;0
12:11:27.330;32.286;1
12:11:27.354;32.286;1
12:11:27.376;32.286;1
12:11:27.399;32.277;0
12:11:27.423;32.283;0
12:11:27.447;32.283;1
12:11:27.468;32.283;1
12:11:27.493;32.28;0
12:11:27.516;32.28;1
12:11:27.538;32.28;1
12:11:27.560;32.277;0
12:11:27.587;32.277;1
12:11:27.608;32.277;1
12:11:27.629;32.28;0
12:11:27.654;32.28;1
12:11:27.677;32.277;0
12:11:27.700;32.283;0
12:11:27.724;32.283;1
12:11:27.745;32.286;0
12:11:27.767;32.286;1
12:11:27.790;32.286;1
12:11:27.814;32.28;0
12:11:27.838;32.286;0
12:11:27.859;32.286;1
12:11:27.888;32.283;0
12:11:27.906;32.283;1
12:11:27.928;32.283;1
12:11:27.951;32.28;0
12:11:27.974;32.277;0
12:11:28.000;32.277;1
12:11:28.022;32.274;0
12:11:28.045;32.283;1
12:11:28.066;32.283;1
12:11:28.089;32.283;1
12:11:28.113;32.28;0
12:11:28.137;32.28;1
12:11:28.160;32.274;1
12:11:28.187;32.277;0
12:11:28.205;32.277;1
12:11:28.228;32.28;0
12:11:28.251;32.283;0
12:11:28.274;32.283;1
12:11:28.297;32.277;0
12:11:28.320;32.28;0
12:11:28.343;32.28;1
12:11:28.366;32.277;0
12:11:28.390;32.28;0
12:11:28.412;32.28;1
12:11:28.435;32.28;1
12:11:28.458;32.277;0
12:11:28.483;32.277;1
12:11:28.504;32.28;0
12:11:28.528;32.283;0
12:11:28.551;32.283;1
12:11:28.573;32.277;0
12:11:28.597;32.277;1
12:11:28.619;32.277;1
12:11:28.642;32.28;0
12:11:28.665;32.277;0
12:11:28.688;32.277;1
12:11:28.713;32.277;1
12:11:28.735;32.28;0
12:11:28.757;32.274;0
12:11:28.785;32.277;0
12:11:28.803;32.283;0
12:11:28.826;32.277;0
12:11:28.849;32.277;1
12:11:28.874;32.277;1
12:11:28.897;32.28;0
12:11:28.920;32.28;1
12:11:28.942;32.277;0
12:11:28.964;32.274;0
12:11:28.988;32.274;1
12:11:29.011;32.274;1
12:11:29.035;32.28;0
12:11:29.056;32.277;0
12:11:29.083;32.274;0
12:11:29.103;32.28;0
12:11:29.128;32.28;1
12:11:29.149;32.28;1
12:11:29.171;32.28;1
12:11:29.195;32.274;0
12:11:29.217;32.277;0
12:11:29.241;32.277;1
12:11:29.264;32.28;0
12:11:29.287;32.28;1
12:11:29.309;32.277;0
12:11:29.331;32.277;1
12:11:29.356;32.277;1
12:11:29.377;32.274;0
12:11:29.401;32.274;1
12:11:29.423;32.274;1
12:11:29.447;32.277;0
12:11:29.471;32.277;1
12:11:29.494;32.277;1
12:11:29.515;32.277;1
12:11:29.538;32.277;1
12:11:29.563;32.277;1
12:11:29.587;32.274;0
12:11:29.609;32.274;1
12:11:29.631;32.274;1
12:11:29.653;32.274;1
12:11:29.677;32.277;1
12:11:29.699;32.28;0
12:11:29.722;32.28;1
12:11:29.746;32.267;0
12:11:29.769;32.274;0
12:11:29.791;32.277;0
12:11:29.816;32.267;1
12:11:29.838;32.267;1
12:11:29.860;32.267;1
12:11:29.885;32.274;1
12:11:29.908;32.264;1
12:11:29.929;32.264;1
12:11:29.955;32.28;1
12:11:29.976;32.28;1
12:11:30.001;32.28;1
12:11:30.024;32.27;1
12:11:30.044;32.27;1
12:11:30.067;32.277;1
12:11:30.090;32.277;1
12:11:30.114;32.277;1
12:11:30.137;32.267;1
12:11:30.160;32.267;1
12:11:30.184;32.277;1
12:11:30.205;32.274;1
12:11:30.228;32.27;1
12:11:30.254;32.27;1
12:11:30.276;32.274;1
12:11:30.301;32.277;1
12:11:30.322;32.277;1
12:11:30.343;32.27;1
12:11:30.366;32.274;1
12:11:30.391;32.274;1
12:11:30.414;32.274;1
12:11:30.438;32.274;1
12:11:30.460;32.267;0
12:11:30.485;32.27;0
12:11:30.505;32.274;0
12:11:30.528;32.274;1
12:11:30.551;32.274;1
12:11:30.573;32.267;0
12:11:30.599;32.274;0
12:11:30.620;32.274;1
12:11:30.642;32.27;0
12:11:30.666;32.27;1
12:11:30.690;32.27;1
12:11:30.712;32.27;1
12:11:30.734;32.274;0
12:11:30.758;32.274;1
12:11:30.785;32.27;0
12:11:30.803;32.274;0
12:11:30.826;32.274;1
12:11:30.849;32.274;1
12:11:30.875;32.277;0
12:11:30.895;32.277;1
12:11:30.918;32.274;0
12:11:30.943;32.27;0
12:11:30.964;32.27;1
12:11:30.989;32.274;0
12:11:31.011;32.27;0
12:11:31.033;32.27;1
12:11:31.057;32.274;0
12:11:31.081;32.27;0
12:11:31.103;32.27;1
12:11:31.126;32.27;1
12:11:31.150;32.267;0
12:11:31.171;32.274;0
12:11:31.196;32.274;1
12:11:31.217;32.264;0
12:11:31.242;32.277;0
12:11:31.263;32.277;1
12:11:31.286;32.267;0
12:11:31.310;32.267;1
12:11:31.334;32.27;0
12:11:31.357;32.267;0
12:11:31.382;32.267;1
12:11:31.402;32.267;1
12:11:31.425;32.27;0
12:11:31.449;32.274;1
12:11:31.472;32.27;1
12:11:31.493;32.264;0
12:11:31.516;32.264;1
12:11:31.540;32.264;1
12:11:31.562;32.27;0
12:11:31.586;32.27;1
12:11:31.609;32.267;0
12:11:31.633;32.27;0
12:11:31.654;32.27;1
12:11:31.677;32.27;1
12:11:31.703;32.264;0
12:11:31.723;32.274;0
12:11:31.748;32.27;0
12:11:31.772;32.274;0
12:11:31.794;32.274;1
12:11:31.818;32.27;0
12:11:31.840;32.274;0
12:11:31.861;32.274;1
12:11:31.885;32.267;0
12:11:31.908;32.274;0
12:11:31.930;32.274;1
12:11:31.956;32.267;0
12:11:31.978;32.264;0
12:11:32.001;32.267;0
12:11:32.023;32.267;1
12:11:32.046;32.27;0
12:11:32.070;32.27;1
12:11:32.092;32.27;1
12:11:32.116;32.274;0
12:11:32.138;32.267;0
12:11:32.163;32.267;1
12:11:32.183;32.267;1
12:11:32.206;32.264;0
12:11:32.231;32.264;1
12:11:32.253;32.267;0
12:11:32.275;32.27;0
12:11:32.300;32.27;1
12:11:32.323;32.267;0
12:11:32.345;32.267;1
12:11:32.368;32.267;1
12:11:32.390;32.261;0
12:11:32.413;32.264;0
12:11:32.436;32.261;0
12:11:32.459;32.267;0
12:11:32.483;32.267;1
12:11:32.506;32.267;1
12:11:32.529;32.274;0
12:11:32.551;32.264;0
12:11:32.577;32.27;0
12:11:32.598;32.27;1
12:11:32.623;32.27;1
12:11:32.644;32.261;0
12:11:32.666;32.261;1
12:11:32.689;32.258;1
12:11:32.712;32.267;1
12:11:32.735;32.267;1
12:11:32.758;32.267;1
12:11:32.782;32.252;1
12:11:32.805;32.252;1
12:11:32.828;32.261;1
12:11:32.850;32.264;1
12:11:32.876;32.258;1
12:11:32.899;32.258;1
12:11:32.919;32.258;1
12:11:32.943;32.261;1
12:11:32.966;32.261;1
12:11:32.988;32.258;1
12:11:33.011;32.261;1
12:11:33.034;32.261;1
12:11:33.057;32.264;1
12:11:33.084;32.261;0
12:11:33.103;32.261;1
12:11:33.126;32.261;1
12:11:33.149;32.264;0
12:11:33.175;32.264;1
12:11:33.195;32.264;1
12:11:33.221;32.264;1
12:11:33.241;32.264;1
12:11:33.266;32.264;1
12:11:33.287;32.258;0
12:11:33.310;32.261;0
12:11:33.333;32.261;1
12:11:33.359;32.261;1
12:11:33.383;32.258;0
12:11:33.402;32.255;0
12:11:33.425;32.255;1
12:11:33.448;32.261;0
12:11:33.474;32.261;1
12:11:33.494;32.252;1
12:11:33.517;32.252;1
12:11:33.540;32.252;1
12:11:33.563;32.258;0
12:11:33.588;32.258;1
12:11:33.609;32.258;1
12:11:33.632;32.255;0
12:11:33.655;32.255;1
12:11:33.681;32.258;0
12:11:33.701;32.255;0
12:11:33.724;32.255;1
12:11:33.749;32.255;1
12:11:33.772;32.255;1
12:11:33.793;32.258;0
12:11:33.816;32.258;1
12:11:33.839;32.255;0
12:11:33.864;32.255;1
12:11:33.886;32.255;1
12:11:33.909;32.261;0
12:11:33.931;32.252;0
12:11:33.957;32.255;0
12:11:33.979;32.255;1
12:11:34.003;32.255;1
12:11:34.023;32.255;1
12:11:34.048;32.261;0
12:11:34.071;32.258;0
12:11:34.094;32.252;0
12:11:34.118;32.255;0
12:11:34.140;32.255;1
12:11:34.164;32.258;0
12:11:34.185;32.258;1
12:11:34.209;32.252;0
12:11:34.230;32.255;0
12:11:34.256;32.258;0
12:11:34.278;32.258;1
12:11:34.299;32.258;1
12:11:34.322;32.255;0
12:11:34.345;32.249;0
12:11:34.370;32.249;1
12:11:34.391;32.255;0
12:11:34.414;32.255;1
12:11:34.437;32.255;1
12:11:34.460;32.255;1
12:11:34.484;32.252;0
12:11:34.507;32.252;1
12:11:34.530;32.261;0
12:11:34.555;32.255;0
12:11:34.575;32.255;1
12:11:34.598;32.258;0
12:11:34.621;32.255;0
12:11:34.644;32.255;1
12:11:34.667;32.255;1
12:11:34.690;32.255;1
12:11:34.713;32.252;0
12:11:34.736;32.252;1
12:11:34.759;32.252;1
12:11:34.783;32.252;1
12:11:34.805;32.252;1
12:11:34.829;32.249;0
12:11:34.852;32.249;1
12:11:34.875;32.249;1
12:11:34.899;32.249;1
12:11:34.922;32.255;0
12:11:34.944;32.246;0
12:11:34.967;32.249;0
12:11:34.992;32.249;1
12:11:35.014;32.249;1
12:11:35.038;32.249;1
12:11:35.061;32.249;1
12:11:35.084;32.246;0
12:11:35.105;32.249;0
12:11:35.129;32.249;1
12:11:35.153;32.249;1
12:11:35.176;32.24;0
12:11:35.199;32.24;1
12:11:35.222;32.246;0
12:11:35.243;32.246;1
12:11:35.266;32.249;0
12:11:35.289;32.252;0
12:11:35.312;32.252;1
12:11:35.335;32.249;0
12:11:35.361;32.246;0
12:11:35.383;32.249;0
12:11:35.407;32.249;1
12:11:35.428;32.249;1
12:11:35.452;32.249;1
12:11:35.473;32.252;0
12:11:35.496;32.252;1
12:11:35.519;32.249;0
12:11:35.542;32.249;1
12:11:35.566;32.249;1
12:11:35.588;32.249;1
12:11:35.611;32.246;0
12:11:35.634;32.24;0
12:11:35.657;32.255;0
12:11:35.684;32.255;1
12:11:35.706;32.249;0
12:11:35.727;32.249;1
12:11:35.749;32.252;0
12:11:35.775;32.246;0
12:11:35.796;32.246;1
12:11:35.819;32.246;1
12:11:35.842;32.249;0
12:11:35.864;32.246;0
12:11:35.886;32.246;1
12:11:35.909;32.252;1
12:11:35.932;32.236;1
12:11:35.958;32.236;1
12:11:35.982;32.246;1
12:11:36.001;32.246;1
12:11:36.024;32.255;1
12:11:36.047;32.255;1
12:11:36.070;32.24;1
12:11:36.094;32.243;1
12:11:36.116;32.243;1
12:11:36.140;32.243;1
12:11:36.162;32.236;1
12:11:36.186;32.24;1
12:11:36.208;32.24;1
12:11:36.231;32.246;1
12:11:36.256;32.246;1
12:11:36.277;32.246;1
12:11:36.303;32.252;1
12:11:36.323;32.249;1
12:11:36.347;32.246;1
12:11:36.369;32.246;1
12:11:36.394;32.246;1
12:11:36.417;32.246;1
12:11:36.440;32.246;1
12:11:36.461;32.246;1
12:11:36.486;32.24;1
12:11:36.509;32.24;1
12:11:36.531;32.24;1
12:11:36.556;32.249;0
12:11:36.577;32.24;0
12:11:36.600;32.24;1
12:11:36.625;32.246;1
12:11:36.645;32.246;1
12:11:36.668;32.246;1
12:11:36.693;32.24;0
12:11:36.715;32.24;1
12:11:36.739;32.24;1
12:11:36.762;32.246;0
12:11:36.784;32.24;0
12:11:36.808;32.24;1
12:11:36.830;32.243;0
12:11:36.853;32.243;1
12:11:36.875;32.24;0
12:11:36.899;32.236;0
12:11:36.924;32.236;1
12:11:36.944;32.236;1
12:11:36.968;32.243;0
12:11:36.990;32.243;1
12:11:37.014;32.24;0
12:11:37.036;32.246;0
12:11:37.059;32.246;1
12:11:37.086;32.246;1
